"","CellID","Cell","singler","excluded"
"23","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_A10.out.bam","1166_1_2_A10","PB",FALSE
"24","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_A11.out.bam","1166_1_2_A11","PB",FALSE
"25","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_A12.out.bam","1166_1_2_A12","Undefined",TRUE
"26","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_A13.out.bam","1166_1_2_A13","PB",FALSE
"27","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_A14.out.bam","1166_1_2_A14","Undefined",TRUE
"28","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_A15.out.bam","1166_1_2_A15","PB",FALSE
"29","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B02.out.bam","1166_1_2_B02","PC",FALSE
"30","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B03.out.bam","1166_1_2_B03","PB",FALSE
"31","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B04.out.bam","1166_1_2_B04","PB",FALSE
"32","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B05.out.bam","1166_1_2_B05","PC",FALSE
"33","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B06.out.bam","1166_1_2_B06","PB",FALSE
"34","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B08.out.bam","1166_1_2_B08","Undefined",TRUE
"35","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B09.out.bam","1166_1_2_B09","MBC",FALSE
"36","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B10.out.bam","1166_1_2_B10","PB",FALSE
"37","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B11.out.bam","1166_1_2_B11","PB",FALSE
"38","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B12.out.bam","1166_1_2_B12","PB",FALSE
"39","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B13.out.bam","1166_1_2_B13","PC",FALSE
"40","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B14.out.bam","1166_1_2_B14","MBC",FALSE
"41","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_B15.out.bam","1166_1_2_B15","PB",FALSE
"42","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C02.out.bam","1166_1_2_C02","PB",FALSE
"43","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C03.out.bam","1166_1_2_C03","MBC",FALSE
"44","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C04.out.bam","1166_1_2_C04","PB",FALSE
"45","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C05.out.bam","1166_1_2_C05","PB",FALSE
"46","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C06.out.bam","1166_1_2_C06","PB",FALSE
"47","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C07.out.bam","1166_1_2_C07","PB",FALSE
"48","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C08.out.bam","1166_1_2_C08","PC",FALSE
"49","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C09.out.bam","1166_1_2_C09","PB",FALSE
"50","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C10.out.bam","1166_1_2_C10","MBC",FALSE
"51","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C11.out.bam","1166_1_2_C11","PB",FALSE
"52","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C12.out.bam","1166_1_2_C12","prePB",FALSE
"53","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C14.out.bam","1166_1_2_C14","PB",FALSE
"54","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_C15.out.bam","1166_1_2_C15","MBC",FALSE
"55","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D02.out.bam","1166_1_2_D02","PB",FALSE
"56","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D03.out.bam","1166_1_2_D03","Undefined",TRUE
"57","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D04.out.bam","1166_1_2_D04","PC",FALSE
"58","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D07.out.bam","1166_1_2_D07","PB",FALSE
"59","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D08.out.bam","1166_1_2_D08","PC",FALSE
"60","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D09.out.bam","1166_1_2_D09","PB",FALSE
"61","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D10.out.bam","1166_1_2_D10","PB",FALSE
"62","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D12.out.bam","1166_1_2_D12","PB",FALSE
"63","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D13.out.bam","1166_1_2_D13","MBC",FALSE
"64","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D14.out.bam","1166_1_2_D14","PB",FALSE
"65","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_D15.out.bam","1166_1_2_D15","PC",FALSE
"66","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E01.out.bam","1166_1_2_E01","PB",FALSE
"67","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E02.out.bam","1166_1_2_E02","PB",FALSE
"68","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E03.out.bam","1166_1_2_E03","PB",FALSE
"69","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E04.out.bam","1166_1_2_E04","PB",FALSE
"70","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E05.out.bam","1166_1_2_E05","PB",FALSE
"71","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E06.out.bam","1166_1_2_E06","PC",FALSE
"72","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E07.out.bam","1166_1_2_E07","PB",FALSE
"73","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E08.out.bam","1166_1_2_E08","PC",FALSE
"74","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E09.out.bam","1166_1_2_E09","PB",FALSE
"75","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E10.out.bam","1166_1_2_E10","Undefined",TRUE
"76","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E11.out.bam","1166_1_2_E11","PB",FALSE
"77","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E12.out.bam","1166_1_2_E12","PB",FALSE
"78","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E13.out.bam","1166_1_2_E13","PC",FALSE
"79","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E14.out.bam","1166_1_2_E14","MBC",FALSE
"80","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_E15.out.bam","1166_1_2_E15","PB",FALSE
"81","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F02.out.bam","1166_1_2_F02","MBC",FALSE
"82","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F03.out.bam","1166_1_2_F03","PB",FALSE
"83","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F04.out.bam","1166_1_2_F04","PB",FALSE
"84","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F05.out.bam","1166_1_2_F05","PB",FALSE
"85","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F06.out.bam","1166_1_2_F06","PB",FALSE
"86","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F07.out.bam","1166_1_2_F07","PB",FALSE
"87","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F08.out.bam","1166_1_2_F08","PB",FALSE
"88","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F09.out.bam","1166_1_2_F09","PB",FALSE
"89","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F10.out.bam","1166_1_2_F10","PB",FALSE
"90","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F11.out.bam","1166_1_2_F11","PC",FALSE
"91","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F12.out.bam","1166_1_2_F12","PB",FALSE
"92","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F13.out.bam","1166_1_2_F13","PB",FALSE
"93","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F14.out.bam","1166_1_2_F14","MBC",FALSE
"94","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F15.out.bam","1166_1_2_F15","PB",FALSE
"95","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G02.out.bam","1166_1_2_G02","PB",FALSE
"96","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G03.out.bam","1166_1_2_G03","PB",FALSE
"97","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G04.out.bam","1166_1_2_G04","PB",FALSE
"98","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G05.out.bam","1166_1_2_G05","PB",FALSE
"99","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G06.out.bam","1166_1_2_G06","PB",FALSE
"100","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G07.out.bam","1166_1_2_G07","Undefined",TRUE
"101","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G08.out.bam","1166_1_2_G08","prePB",FALSE
"102","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G09.out.bam","1166_1_2_G09","PB",FALSE
"103","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G10.out.bam","1166_1_2_G10","PC",FALSE
"104","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G11.out.bam","1166_1_2_G11","PB",FALSE
"105","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G12.out.bam","1166_1_2_G12","PB",FALSE
"106","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G13.out.bam","1166_1_2_G13","PB",FALSE
"107","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G14.out.bam","1166_1_2_G14","PC",FALSE
"108","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G15.out.bam","1166_1_2_G15","PB",FALSE
"109","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H02.out.bam","1166_1_2_H02","PB",FALSE
"110","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H03.out.bam","1166_1_2_H03","PB",FALSE
"111","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H05.out.bam","1166_1_2_H05","PB",FALSE
"112","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H06.out.bam","1166_1_2_H06","PB",FALSE
"113","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H07.out.bam","1166_1_2_H07","PB",FALSE
"114","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H08.out.bam","1166_1_2_H08","PB",FALSE
"115","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H09.out.bam","1166_1_2_H09","PB",FALSE
"116","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H10.out.bam","1166_1_2_H10","PB",FALSE
"117","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H11.out.bam","1166_1_2_H11","PC",FALSE
"118","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H12.out.bam","1166_1_2_H12","PB",FALSE
"119","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H13.out.bam","1166_1_2_H13","PC",FALSE
"120","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H14.out.bam","1166_1_2_H14","PB",FALSE
"121","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H15.out.bam","1166_1_2_H15","PC",FALSE
"122","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I02.out.bam","1166_1_2_I02","PB",FALSE
"123","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I03.out.bam","1166_1_2_I03","PB",FALSE
"124","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I05.out.bam","1166_1_2_I05","PB",FALSE
"125","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I06.out.bam","1166_1_2_I06","PB",FALSE
"126","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I07.out.bam","1166_1_2_I07","prePB",FALSE
"127","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I08.out.bam","1166_1_2_I08","PB",FALSE
"128","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I09.out.bam","1166_1_2_I09","PC",FALSE
"129","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I10.out.bam","1166_1_2_I10","PB",FALSE
"130","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I11.out.bam","1166_1_2_I11","PB",FALSE
"131","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I12.out.bam","1166_1_2_I12","PB",FALSE
"132","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I13.out.bam","1166_1_2_I13","PB",FALSE
"133","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I14.out.bam","1166_1_2_I14","PB",FALSE
"134","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I15.out.bam","1166_1_2_I15","Undefined",TRUE
"135","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J02.out.bam","1166_1_2_J02","PB",FALSE
"136","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J03.out.bam","1166_1_2_J03","PC",FALSE
"137","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J04.out.bam","1166_1_2_J04","PC",FALSE
"138","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J05.out.bam","1166_1_2_J05","PB",FALSE
"139","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J07.out.bam","1166_1_2_J07","prePB",FALSE
"140","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J08.out.bam","1166_1_2_J08","PB",FALSE
"141","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J09.out.bam","1166_1_2_J09","PC",FALSE
"142","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J10.out.bam","1166_1_2_J10","PB",FALSE
"143","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J12.out.bam","1166_1_2_J12","Undefined",TRUE
"144","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J13.out.bam","1166_1_2_J13","prePB",FALSE
"145","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J15.out.bam","1166_1_2_J15","MBC",FALSE
"146","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J16.out.bam","1166_1_2_J16","prePB",FALSE
"147","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K02.out.bam","1166_1_2_K02","PB",FALSE
"148","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K03.out.bam","1166_1_2_K03","PB",FALSE
"149","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K04.out.bam","1166_1_2_K04","PB",FALSE
"150","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K05.out.bam","1166_1_2_K05","PC",FALSE
"151","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K06.out.bam","1166_1_2_K06","PB",FALSE
"152","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K07.out.bam","1166_1_2_K07","PB",FALSE
"153","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K08.out.bam","1166_1_2_K08","PB",FALSE
"154","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K09.out.bam","1166_1_2_K09","PB",FALSE
"155","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K10.out.bam","1166_1_2_K10","PC",FALSE
"156","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K11.out.bam","1166_1_2_K11","PB",FALSE
"157","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K12.out.bam","1166_1_2_K12","PB",FALSE
"158","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K15.out.bam","1166_1_2_K15","PB",FALSE
"159","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K16.out.bam","1166_1_2_K16","MBC",FALSE
"160","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L02.out.bam","1166_1_2_L02","PC",FALSE
"161","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L03.out.bam","1166_1_2_L03","PB",FALSE
"162","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L04.out.bam","1166_1_2_L04","PB",FALSE
"163","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L05.out.bam","1166_1_2_L05","Undefined",TRUE
"164","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L06.out.bam","1166_1_2_L06","PB",FALSE
"165","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L07.out.bam","1166_1_2_L07","PC",FALSE
"166","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L08.out.bam","1166_1_2_L08","PB",FALSE
"167","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L09.out.bam","1166_1_2_L09","MBC",FALSE
"168","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L10.out.bam","1166_1_2_L10","PC",FALSE
"169","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L12.out.bam","1166_1_2_L12","PB",FALSE
"170","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L13.out.bam","1166_1_2_L13","PB",FALSE
"171","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L14.out.bam","1166_1_2_L14","PB",FALSE
"172","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L15.out.bam","1166_1_2_L15","PB",FALSE
"173","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L16.out.bam","1166_1_2_L16","prePB",FALSE
"174","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M02.out.bam","1166_1_2_M02","PB",FALSE
"175","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M03.out.bam","1166_1_2_M03","PB",FALSE
"176","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M04.out.bam","1166_1_2_M04","PB",FALSE
"177","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M05.out.bam","1166_1_2_M05","PB",FALSE
"178","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M06.out.bam","1166_1_2_M06","MBC",FALSE
"179","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M07.out.bam","1166_1_2_M07","PB",FALSE
"180","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M08.out.bam","1166_1_2_M08","PB",FALSE
"181","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M09.out.bam","1166_1_2_M09","PC",FALSE
"182","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M10.out.bam","1166_1_2_M10","MBC",FALSE
"183","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M11.out.bam","1166_1_2_M11","PB",FALSE
"184","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M12.out.bam","1166_1_2_M12","Undefined",TRUE
"185","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M13.out.bam","1166_1_2_M13","Undefined",TRUE
"186","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M14.out.bam","1166_1_2_M14","Undefined",TRUE
"187","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M15.out.bam","1166_1_2_M15","PB",FALSE
"188","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M16.out.bam","1166_1_2_M16","PB",FALSE
"189","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N01.out.bam","1166_1_2_N01","PC",FALSE
"190","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N02.out.bam","1166_1_2_N02","PB",FALSE
"191","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N03.out.bam","1166_1_2_N03","PB",FALSE
"192","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N05.out.bam","1166_1_2_N05","PB",FALSE
"193","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N07.out.bam","1166_1_2_N07","PB",FALSE
"194","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N08.out.bam","1166_1_2_N08","MBC",FALSE
"195","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N09.out.bam","1166_1_2_N09","PB",FALSE
"196","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N10.out.bam","1166_1_2_N10","PC",FALSE
"197","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N11.out.bam","1166_1_2_N11","PB",FALSE
"198","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N12.out.bam","1166_1_2_N12","PB",FALSE
"199","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N13.out.bam","1166_1_2_N13","PB",FALSE
"200","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N14.out.bam","1166_1_2_N14","PC",FALSE
"201","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N15.out.bam","1166_1_2_N15","MBC",FALSE
"202","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O02.out.bam","1166_1_2_O02","PB",FALSE
"203","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O03.out.bam","1166_1_2_O03","prePB",FALSE
"204","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O04.out.bam","1166_1_2_O04","PB",FALSE
"205","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O06.out.bam","1166_1_2_O06","PB",FALSE
"206","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O08.out.bam","1166_1_2_O08","PC",FALSE
"207","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O09.out.bam","1166_1_2_O09","PB",FALSE
"208","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O11.out.bam","1166_1_2_O11","PB",FALSE
"209","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O13.out.bam","1166_1_2_O13","MBC",FALSE
"210","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O15.out.bam","1166_1_2_O15","PB",FALSE
"211","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O16.out.bam","1166_1_2_O16","PB",FALSE
"212","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P03.out.bam","1166_1_2_P03","PB",FALSE
"213","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P04.out.bam","1166_1_2_P04","MBC",FALSE
"214","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P05.out.bam","1166_1_2_P05","PB",FALSE
"215","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P06.out.bam","1166_1_2_P06","PB",FALSE
"216","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P07.out.bam","1166_1_2_P07","Undefined",TRUE
"217","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P09.out.bam","1166_1_2_P09","PB",FALSE
"218","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P10.out.bam","1166_1_2_P10","MBC",FALSE
"219","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P11.out.bam","1166_1_2_P11","PC",FALSE
"220","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P12.out.bam","1166_1_2_P12","PB",FALSE
"221","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P13.out.bam","1166_1_2_P13","MBC",FALSE
"222","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P14.out.bam","1166_1_2_P14","PC",FALSE
"223","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P15.out.bam","1166_1_2_P15","PB",FALSE
"224","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P16.out.bam","1166_1_2_P16","PB",FALSE
"225","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_A05.out.bam","1227_1_1_A05","MBC",FALSE
"226","onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_B08.out.bam","1227_1_1_B08","MBC",FALSE
