X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30
-8.15416,-12.752801,5.723182,2.639543,3.138083,-5.2342906,1.6084809,-1.4974873,-5.5941734,4.503985,-0.5523622,8.037366,-1.4364532,6.912895,0.2857812,-0.3259468,2.5139685,2.4370162,-6.1786714,-4.313845,4.9196634,7.5048485,-0.43324864,-4.460437,5.607948,-0.51614827,-1.7056715,-6.094178,0.77568346,-11.121314
8.971406,1.5660813,-7.568306,-6.550866,1.9976528,0.6088906,0.5705388,13.447212,-4.0139008,2.6848214,2.5833642,-9.1600065,1.7722691,2.930635,0.7089949,-2.5212274,-6.306327,0.76978815,2.3851647,-6.034111,-2.4212606,-5.5210104,7.4819527,5.3678813,3.3842442,1.7467709,-4.1833267,-2.3971007,-3.6678193,-4.182145
9.730381,10.624898,8.116177,8.487555,4.4180365,-3.7021158,-6.8045306,4.6397643,6.075368,3.7513106,3.4001088,-1.8440652,-11.513236,-2.0740442,3.4087088,-2.1524446,-3.3946593,1.0341147,-9.298375,-3.2234328,-2.8478642,6.3123536,-0.85100657,-2.9007375,1.2016534,-2.7472548,1.4487164,-0.708937,5.8166957,-4.869934
31.102217,0.7767141,4.5858455,-6.047427,-5.9936056,1.267644,1.1499218,0.10950746,3.0716255,-5.781711,-5.730101,2.0461893,6.111538,-2.5367663,-4.035353,5.7424254,-4.255476,-2.1401865,-1.6559682,1.8740182,2.2390518,-0.71880853,-0.14026247,-0.7554311,-0.31499842,3.9983215,-0.90893435,1.7798226,0.9190045,-1.8917096
10.121994,7.550995,-1.5100069,11.0101,6.882406,19.72519,7.6524844,-0.35548133,-7.67224,-6.136558,-3.8491144,-0.9494293,-0.79183424,2.1408432,-0.06174919,-0.54730046,-0.676036,6.053374,3.38598,5.1329207,-1.0708508,0.27867824,2.6403725,-12.007092,-2.1540632,7.607224,8.126686,-2.3976083,0.75135547,-8.212183
21.304789,7.3281755,8.468918,-1.7851601,-0.8442787,4.3961554,-1.2195187,2.935878,6.1783004,-2.0067368,-1.5666034,0.4080214,-0.22220226,3.7247322,-5.284236,-7.5913024,-2.4128222,-1.4890577,6.328909,3.4904485,6.63133,-3.9420135,-1.3855172,5.0989957,4.543817,6.5992036,-8.611025,1.5689986,1.7657896,-8.801446
8.072465,0.88478065,-10.222063,-3.3823116,0.041836966,9.974999,2.5575953,16.737957,-2.484715,-13.060877,11.042378,0.2520935,-8.153018,-4.3331575,4.2613873,-2.4408727,6.9773602,4.6948323,6.9125576,1.0097961,-2.9782789,1.6951851,-1.5899571,-2.2321122,6.653988,3.692151,1.278199,-2.3448067,-6.639223,-0.46552145
13.86985,13.113077,14.788444,-3.144647,3.182836,-3.071223,-5.5043793,-1.186917,3.8023126,7.777399,6.5748205,-2.2934275,-0.8383834,2.8145077,-8.3746395,6.434439,-2.7452269,-8.508204,6.2208333,-11.184815,-4.652123,-1.7206621,0.7686023,3.0212893,5.2521505,-4.1385217,-8.988166,-3.2512817,-5.415034,1.9117761
-5.6632876,-14.150578,8.448388,4.9305716,1.5310029,-0.46493772,-2.7096512,1.4223751,0.038873,-7.063393,4.7176414,6.7444806,1.9768223,7.7683306,6.397717,-5.0384774,-1.8308871,3.5196295,8.301288,-5.936305,16.250822,7.610937,-6.031435,1.3457929,3.0743592,-4.4870915,6.1625896,-0.5546214,-6.816542,0.72125274
21.025206,5.015046,10.902787,-4.23209,-9.692628,8.646003,1.4477923,0.118651286,3.0185673,2.382966,4.90983,2.3844569,-4.510376,-2.8057568,8.251982,-4.6232624,3.851218,3.4224672,-1.6877241,2.0796502,-5.4690404,-9.00574,-0.25868672,-4.588334,0.5414041,-1.4068542,-3.2403045,-10.121082,-6.0352097,1.0750501
25.942081,-6.68971,-9.775456,1.4350908,-7.81284,-8.689896,4.926797,-7.080314,-1.4388249,-4.2495646,-6.1935635,1.2719977,3.7086792,3.951699,-1.8044251,-0.5791055,0.07000812,-4.575375,4.15152,3.190981,-1.7677693,-2.5805354,0.053389646,-8.401019,-3.6806743,-0.6459229,3.7114758,-7.886974,-0.06711465,-3.0442448
14.9761305,4.330237,4.520147,-7.4515133,-1.5303346,-5.939982,-2.5972652,-1.0983865,-1.6112425,2.9615197,7.810007,-5.6170564,3.5804248,11.493671,2.190778,-5.900435,4.815427,0.5708338,7.6624784,10.189403,-1.9298337,-0.34279686,5.625296,2.8688056,-1.7926191,-0.25452188,-1.6777893,1.679896,0.14514463,4.9297514
-1.7715144,2.8975387,-10.66982,4.3333583,4.836191,-5.3440633,-13.102765,-5.5167723,-0.17256136,-0.053486574,-1.986659,-0.8739085,-0.2998161,-7.457012,2.5319412,-1.5497507,-0.6915446,5.440105,5.899751,0.36901838,-0.036130987,-4.756908,3.7607486,-1.1352396,2.7124805,1.0651326,3.6907654,-3.9923244,1.2838728,2.7666218
-13.890132,-9.452377,4.1627517,2.360698,1.8825077,-3.6368024,2.5043786,7.434307,-1.9556942,-1.2698866,-2.9741955,6.1244354,-1.2733723,-2.5773237,1.4773884,2.142043,8.806589,-1.7120808,-7.9031487,-3.5838344,-3.8301947,-0.1275493,-2.3973558,-12.67015,9.016337,2.756639,-1.4689391,-2.7529738,6.1199803,-3.3922613
33.824436,-10.126536,4.8774877,6.497062,-10.035209,6.194627,4.9119625,-5.0436974,-1.4553593,-4.604252,-1.1159077,3.068635,1.614856,-1.8015038,-0.7448984,0.39793056,-6.491235,-2.021754,1.3572334,0.26650104,-0.052086372,-2.9980977,2.8946872,-1.176934,2.4409027,3.2254264,-4.4715242,-1.6054567,8.629015,-1.3776138
24.782764,-7.140471,-3.6543543,-7.1557417,-3.485481,0.758493,1.7848825,6.046919,0.4231006,-4.114788,-3.7536254,3.6082983,-3.2553155,-1.4724615,0.091846526,-3.262445,-0.7810732,-3.0045052,0.122267574,1.913532,4.554621,-3.8616183,0.89975846,2.0189235,3.0668814,-1.182353,-3.94757,2.2370977,3.0068707,4.189194
-7.471875,-15.162952,9.10715,10.0007305,13.758936,-1.5077375,-1.6783643,0.8362274,3.1112342,1.4443327,2.1802888,-0.9698441,1.5720527,6.339442,2.2810652,-2.299044,-4.3726497,-6.361877,2.2619216,11.338539,-1.7195234,2.582075,-3.6292298,-2.618137,-0.27293992,0.46252805,-5.582396,-3.6215165,0.86078405,10.221663
23.732601,-8.04157,-4.87144,5.077749,-1.4932755,-5.601355,4.7036858,0.9349205,-1.6060753,4.659384,-1.8608301,1.8221239,-2.826708,10.56178,1.142787,1.1003388,7.112545,4.227151,3.2696784,-4.4968905,6.279414,3.6152928,-8.282379,-6.140773,-9.861341,-2.8269079,-8.284954,-4.9611135,0.47696513,-0.8251354
15.732681,4.6511397,8.447807,0.30783013,0.6958129,4.7291913,2.857329,-1.8887298,-0.36287427,6.8546143,3.4096043,0.4525043,-7.4412155,-4.0339518,-4.5978513,5.156053,-2.3533993,-2.6262498,-10.838131,-4.319332,2.4493263,-4.328931,0.44173047,6.819358,5.322467,2.0943935,11.213827,1.8510618,-0.41658854,9.809363
9.968819,2.8842902,0.8027202,11.638614,-9.53345,-9.325278,7.486403,-4.4258814,1.5697263,5.2766247,11.764926,0.8003035,-0.21237287,0.020725051,5.5851526,-0.64235497,-3.5961432,-1.4383512,-3.445571,-2.7289138,-3.2105887,2.2080548,-4.0147824,2.958339,2.5637946,-1.203367,-1.9023852,0.5537724,2.864848,-1.9908202
15.449166,-3.4538624,-6.7820535,6.019845,-0.9899306,0.26818147,-10.120355,5.3278112,7.0283933,3.5184371,-2.4153666,0.8260304,8.2507105,7.6113157,-11.547496,3.9306226,2.0458488,-2.7246358,-1.667111,0.40247932,-1.6614633,3.0973504,-1.2419393,3.9058735,-7.4003134,-0.72525173,4.5500064,3.5649033,-6.205649,7.096617
16.45038,-0.27837762,-0.8023278,-1.2030165,0.67734385,-0.123704255,-2.372766,16.698343,5.449842,-2.7579842,-6.9007754,2.5786006,-5.310481,4.225591,4.6879992,2.3531578,-0.9691285,-1.3315196,-3.1045668,-2.612129,-6.733958,-1.2797405,5.350061,3.5434668,0.5318649,8.538911,4.3569694,7.642407,-3.631948,-9.925347
32.593266,-11.806757,0.67094916,-5.972245,2.922855,-3.3825502,-2.301466,-5.1126246,0.6636114,-0.5852485,1.2124608,4.510434,-4.081045,0.97004443,4.7356043,-3.0881124,-0.87936926,1.0982409,-1.5265745,6.5117183,0.41687125,-0.7640657,1.5329992,-3.3406436,-6.839513,-2.078565,-0.70122695,-1.9361353,2.0802963,2.9022229
-8.174657,-14.538385,0.6631097,2.7851613,10.055381,2.9765189,-1.3415682,0.2375771,-3.3022523,-3.4551811,6.0317793,-5.67884,-6.56468,-7.387874,-2.297025,-7.874153,2.3909023,4.628184,-1.4425348,-8.659121,4.020516,5.9395757,7.222801,-5.741498,5.508504,4.6662717,-4.9566517,1.2131045,2.477639,-0.7253658
17.290136,-1.3621643,-8.949687,0.95362717,2.0714514,0.37267092,-7.3859253,-4.463719,2.0689514,-2.356018,-3.9917614,-0.89644223,-1.0879362,-2.844918,-3.0866334,2.7426739,-7.8173018,-5.2732368,-1.6023107,-2.2895668,4.962695,0.66049224,-8.895291,2.9282541,2.1897986,6.767929,-0.4803146,-1.0515368,-3.040995,3.7847803
16.167791,-8.650602,-5.665463,1.6151578,1.900144,0.6811651,-3.0113335,1.9675387,-6.490134,9.872559,3.930229,0.022694118,6.94309,-1.3659055,-0.39853075,7.8375816,11.832823,1.168159,0.17947464,0.99575865,-0.0050982763,15.367861,-7.6816044,0.41647986,-4.2609334,-1.5527856,1.7183504,3.0717776,-0.33498845,6.381997
8.769605,4.2031665,7.489262,15.06658,-3.3772178,7.511211,-8.265302,0.93205357,4.142911,3.185122,12.2746725,-0.320823,2.5008023,-3.21065,5.1595716,-11.149941,-1.5188174,4.756727,0.9640574,-2.899208,-1.3837471,-4.937784,5.334813,7.0370445,3.962914,-0.8155817,0.1075157,2.0996883,-3.5157688,10.594635
-9.211311,-8.682952,4.5884843,10.2377825,-1.2173289,-7.573049,4.4599223,4.323977,1.0846943,-5.598705,-2.6093938,1.6748426,3.5655782,-3.9854543,-1.3543212,-1.505611,-0.56097484,1.2825336,-12.450173,-8.676864,-5.2861238,-2.5992365,-1.0509615,-6.5437217,-3.830933,6.20466,6.972309,-0.4694961,2.188919,-2.7134862
9.769882,-6.2126293,-4.710919,-3.830556,2.6143746,6.3157325,3.8326714,-4.913668,-12.721155,1.7447435,1.7900113,-3.42745,0.9188629,-9.983219,5.919157,3.2926173,-2.9127407,6.1930904,-2.018821,-4.6474314,6.4339337,5.8130865,2.4796302,-0.5662129,1.2423036,-7.4022884,3.4463568,6.204548,6.462725,-1.8837345
18.567902,3.1110435,2.6641533,1.3358703,-4.1530805,-3.253559,-5.771349,-2.4696424,-0.065937325,0.19192113,1.0917323,5.8633885,-2.4176476,11.834834,-2.1025238,-4.5804954,-1.5231537,-3.5448046,-7.2884,6.8840723,-8.333829,2.114805,2.6292214,-1.1817245,2.2519882,6.8717747,-5.053623,7.868013,12.485038,-3.8224747
7.4826384,4.305567,-11.392371,0.67920035,3.4549184,-4.234237,-9.598845,-3.897472,-3.5558562,-3.10195,-3.422234,3.9142222,-0.29853895,3.8321977,3.5575745,-3.1513689,-4.7434115,7.3904195,4.3864117,-5.41247,-0.48718923,-3.6568556,8.932538,-1.6881274,4.38845,2.4132037,0.18187138,-3.522977,-3.1281378,1.6183984
14.833445,-9.137507,-5.631045,-8.879291,-9.476705,2.3040123,-4.1794076,-6.0995574,-4.3700066,4.6720953,-0.8065929,-2.7827287,-2.8919,-10.543585,0.77577233,-2.911174,4.1187563,0.69439256,1.440851,4.700547,1.2493271,0.703603,1.1687168,-5.0050826,2.8265738,-7.596872,7.986427,3.3330185,11.520936,3.03892
9.685801,7.659556,0.5439899,-5.363571,8.587315,-0.042862304,-6.5802555,-3.5353262,-7.78303,-0.8129895,-10.0927515,7.7542534,-5.471127,-2.7481387,-2.5639045,3.3887525,1.8971083,-1.8205212,-0.9814631,3.1089878,6.795858,1.5245209,-4.358744,5.090091,5.046838,1.298315,3.580221,5.1196485,-0.7384581,-1.5011698
27.373655,0.08086713,7.232853,-5.0562816,2.8137593,-0.7250066,0.5991505,-0.5651949,6.680401,-8.531615,-3.8944573,-1.7431949,0.56189245,7.5226674,-1.3471884,-0.27027968,-1.2815325,-0.9609982,2.7772043,11.172738,3.3917706,6.340364,-1.4899453,-3.1821122,-0.104878634,1.3706717,-1.925148,2.8035688,-2.9051318,6.802766
15.399144,-1.2041764,-1.2320207,11.156437,-3.7206416,-4.939672,-6.3034034,8.337067,5.6238627,10.632782,4.3547397,-0.88896143,0.098063745,-2.44601,3.7516634,0.739773,-7.6726017,4.422195,3.3057456,6.4453273,1.9440418,-5.108164,-9.114388,1.4507115,1.9785082,-0.4687202,-9.50063,-4.045069,-3.419156,-3.7657287
18.69458,-4.6918964,4.3529086,-2.7008471,2.553691,-3.1406786,1.6323174,-0.7079956,3.1056778,0.2901295,4.9263697,3.5938509,4.9747415,-0.19920252,-0.054779984,-4.7071824,-4.4805713,-3.8845375,-2.3096697,-9.9166975,3.8788846,2.3167565,1.255498,-0.23758963,-5.2376647,-1.3801309,-2.3286529,0.20791295,2.2187362,1.5626144
-1.7385107,-10.787648,14.266596,10.890959,9.996368,4.130239,1.1683581,0.6963878,-8.236096,-6.995128,-3.9210405,-12.115019,3.8720808,-9.308162,-5.890621,8.600554,-0.38861933,1.5529464,3.8153431,-5.8635044,0.53627914,7.447879,0.50988305,1.1569724,0.5470364,1.7897484,4.5386677,6.7077346,0.111531995,0.7891096
26.757277,-5.22356,-7.007803,-5.2126956,-5.5229177,-0.868106,-1.8952839,8.977006,-0.33978522,-0.029116021,-2.204139,2.1199868,1.135469,0.66465145,-3.003112,-1.7855573,-6.2478566,-2.7279973,-2.3596141,-8.15166,2.8058774,2.6784835,-3.1808038,0.29240507,2.7307053,4.1549892,-9.400175,-3.2857735,-0.58553946,1.4524719
16.048347,-4.694432,-9.86596,-5.002466,-4.4716315,5.0044746,-5.476503,-0.754958,-0.86585915,6.0044875,2.4622774,-1.8515986,-0.9639052,3.9284217,-6.3947983,4.599089,10.963531,4.5462685,-0.6525408,0.8728456,8.234492,-0.16080388,-3.351009,-2.8136544,-3.290923,-0.45326847,-3.7960682,1.3508126,6.261951,-3.3686748
28.437506,2.485515,10.193199,1.5410244,-8.329002,8.155117,-0.7769918,0.82567626,1.1236937,-6.6919303,-5.609502,-1.1866062,0.18837437,2.0938168,0.16150308,6.179678,-5.8500257,2.6626084,-5.9830394,-0.29035404,7.0008173,-2.0045505,4.0735517,3.2943323,-0.09270297,1.4186385,2.7635465,0.8352008,-8.796984,-7.7522693
9.202624,-0.07520473,-0.59000474,-13.2142105,-3.9628968,1.4313942,-1.8336551,-1.2124591,-2.7161973,3.791056,-0.2039832,5.3840055,-0.25014442,-2.1086984,-4.7526326,2.741317,10.204546,-7.4817643,6.182856,2.9098992,5.752706,2.8876622,-9.15622,-1.4151131,-3.2174187,-3.7678468,-4.943202,2.43112,6.216297,-2.6231196
1.7249367,13.058044,8.554337,2.525767,-1.1204695,2.9255676,-5.784828,-3.9239385,-2.8442822,-3.8548028,5.2506595,-1.6296393,3.5205617,-2.6736207,-0.93838036,-5.3864098,-2.5897632,-2.2629423,-7.333052,0.29866356,-1.7158291,-3.9196382,0.3596848,5.4473324,1.8147117,4.3854213,-4.3570266,1.2377957,-1.3662677,3.966955
7.247243,4.225742,-10.6585455,12.428722,9.035898,-13.656337,-1.7378353,-8.947521,-7.435687,-6.9399996,-5.0763874,1.1927123,-0.6132044,6.219299,2.2641253,-0.44674802,1.4236838,5.6246824,4.9258785,-3.1569781,-3.4456904,-0.81469387,5.0377336,0.5692482,2.5182786,1.28428,-7.535476,0.2282375,-3.7034857,4.1607704
24.864487,-6.015533,4.366228,-1.8765028,2.531187,-0.34569684,7.779601,2.9672801,-5.190964,0.3611266,0.833689,11.144608,-8.781728,3.891107,-1.5948651,0.66679746,7.944444,1.716199,-1.6296976,10.557463,0.07461805,-3.712626,1.5217931,1.5213414,0.1400226,6.810864,2.5641167,-2.1210785,11.16888,0.71848375
7.7585335,14.917125,8.20506,6.9698706,-7.684143,7.0499763,-8.428128,-3.5302176,-2.8254378,-0.3874268,-7.3546968,-3.3257844,-2.7134948,6.058002,3.580847,-1.2019238,-8.812595,0.69914156,3.5029645,-2.3644717,1.4211214,-0.31129512,2.6751034,-1.5640991,-3.8875628,-5.1968093,13.098352,5.712561,-5.026227,-2.0754411
6.721682,-2.1452308,-7.6338224,7.6087165,1.8086686,-0.0359711,-10.988625,5.8457747,5.6237373,6.373946,-8.081519,-6.1844726,5.120537,-1.3358372,-2.327323,1.4354492,8.461609,2.2681344,7.0016894,-5.8207784,4.530086,-0.35205692,-2.4901297,3.1941082,5.669173,-1.7651995,3.6917202,3.7225409,3.7642033,-3.2638845
7.2468185,4.59238,2.3770099,9.534292,-3.6599488,7.386974,-9.034063,9.0723915,-2.2777185,-2.8948815,-7.2499604,-1.026328,2.8065596,-6.2733817,8.243362,-2.3224695,-1.3641582,4.0582623,2.5302072,-6.900727,-4.175527,-7.111813,-7.392854,-3.2500951,-4.070715,0.90280116,0.80687374,1.2874949,-1.9403087,1.0335321
