CellID,initial_size_spliced,initial_size_unspliced,initial_size,n_counts,cell_cycle_theta
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N05.out.bam,1054246,55716,1054246.0,942939.0,0.10999999999999999
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N07.out.bam,671597,60812,671597.0,793105.56,0.95
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N08.out.bam,901692,183687,901692.0,939005.2,0.51
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N09.out.bam,722820,67843,722820.0,984025.9,1.0
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N10.out.bam,814063,123448,814063.0,969918.6,0.010000000000000009
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N11.out.bam,821005,135135,821005.0,922418.44,0.010000000000000009
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N12.out.bam,1173485,91486,1173485.0,959234.1,0.08999999999999997
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N13.out.bam,1202144,87069,1202144.0,959517.0,0.09999999999999998
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N14.out.bam,543312,56739,543312.0,983508.3,0.04999999999999993
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N15.out.bam,523109,304065,523109.0,920239.25,0.6799999999999999
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O02.out.bam,1096094,90764,1096094.0,896644.94,0.15000000000000002
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O03.out.bam,1223237,65103,1223237.0,968180.4,0.09999999999999998
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O04.out.bam,748890,56417,748890.0,992025.44,0.030000000000000027
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O06.out.bam,516665,42293,516665.0,988286.0,0.010000000000000009
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O08.out.bam,774793,74911,774793.0,953082.06,0.04999999999999993
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O09.out.bam,1309825,106245,1309825.0,973245.56,0.08999999999999997
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O11.out.bam,818369,96741,818369.0,883468.56,0.94
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O13.out.bam,539866,195185,539866.0,942293.25,0.54
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O15.out.bam,1170049,6262,1170049.0,892021.2,0.8
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O16.out.bam,467360,31663,467360.0,974190.0,0.04999999999999993
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P03.out.bam,912747,68952,912747.0,962556.06,0.05999999999999994
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P04.out.bam,636818,146733,636818.0,941737.6,0.54
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P05.out.bam,1205059,68128,1205059.0,955385.8,0.10999999999999999
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P06.out.bam,740939,52611,740939.0,973238.5,0.99
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P07.out.bam,765476,130020,765476.0,970877.25,0.47
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P09.out.bam,1256449,94197,1256449.0,982610.9,0.08999999999999997
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P10.out.bam,861261,233315,861261.0,974566.2,0.5
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P11.out.bam,575947,58679,575947.0,950522.56,0.040000000000000036
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P12.out.bam,974495,69255,974495.0,979337.1,0.040000000000000036
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P13.out.bam,282977,99042,282977.0,931097.56,0.6499999999999999
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P14.out.bam,478276,64906,478276.0,971995.3,0.010000000000000009
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P15.out.bam,1213799,83010,1213799.0,942532.8,0.10999999999999999
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P16.out.bam,740294,58473,740294.0,986110.9,0.040000000000000036
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_A05.out.bam,344836,106164,344836.0,996282.56,0.5800000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_B08.out.bam,887380,313949,887380.0,972543.9,0.56
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_C06.out.bam,856992,414512,856992.0,985568.0,0.5800000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_D15.out.bam,1413010,373531,1413010.0,947948.06,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_E05.out.bam,967879,263829,967879.0,958947.44,0.59
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_F04.out.bam,1315466,124396,1315466.0,944165.75,0.9299999999999999
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_G08.out.bam,956208,388487,956208.0,952755.25,0.56
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H05.out.bam,1410645,246715,1410645.0,943437.44,0.73
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H12.out.bam,1319010,372523,1319010.0,941907.3,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H18.out.bam,738568,345507,738568.0,973575.56,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_J08.out.bam,1524625,250826,1524625.0,946404.75,0.55
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_K05.out.bam,803409,176837,803409.0,950789.25,0.56
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_K07.out.bam,507413,238886,507413.0,953226.8,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_M19.out.bam,1280157,64989,1280157.0,937385.75,0.04999999999999993
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_N02.out.bam,1426142,81423,1426142.0,966133.4,0.010000000000000009
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A02.out.bam,583655,106968,583655.0,1012518.9,0.5800000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A04.out.bam,1389844,32486,1389844.0,933957.8,0.10999999999999999
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A05.out.bam,1853363,146272,1853363.0,997563.56,0.76
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A06.out.bam,777912,44028,777912.0,985059.6,0.20999999999999996
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B02.out.bam,1281603,262330,1281603.0,967043.94,0.6
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B06.out.bam,319216,46405,319216.0,981589.56,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B07.out.bam,1666149,68895,1666149.0,993210.7,0.22999999999999998
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_B08.out.bam,1259232,44971,1259232.0,953154.9,0.15000000000000002
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C02.out.bam,1441273,355008,1441273.0,992085.5,0.55
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C04.out.bam,1421586,41253,1421586.0,933057.5,0.24
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_C07.out.bam,1000597,73361,1000597.0,1003266.06,0.5800000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D02.out.bam,638662,63647,638662.0,1018397.44,0.59
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D03.out.bam,921505,43291,921505.0,931417.44,0.010000000000000009
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D05.out.bam,1146297,264115,1146297.0,1014205.7,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_D07.out.bam,1049226,42516,1049226.0,1004305.7,0.010000000000000009
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E01.out.bam,1790074,104369,1790074.0,980845.9,0.020000000000000018
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E02.out.bam,921962,65815,921962.0,994096.7,0.98
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E03.out.bam,974655,46602,974655.0,985183.06,0.16000000000000003
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_E06.out.bam,987652,132793,987652.0,967256.44,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F01.out.bam,1410517,157706,1410517.0,989094.7,0.44999999999999996
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F02.out.bam,993424,99660,993424.0,982586.6,0.47
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_F07.out.bam,1465833,329119,1465833.0,998658.8,0.5800000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_G07.out.bam,2862137,234057,2862137.0,971558.56,0.47
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H01.out.bam,2048761,252911,2048761.0,988423.0,0.75
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H03.out.bam,2282739,257499,2282739.0,976797.1,0.75
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H05.out.bam,2294965,116637,2294965.0,981540.1,0.19999999999999996
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H07.out.bam,725112,41997,725112.0,966374.56,0.91
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_H08.out.bam,2177011,76613,2177011.0,963446.4,0.14
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I03.out.bam,1236653,102424,1236653.0,909556.7,0.010000000000000009
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I05.out.bam,1232982,98812,1232982.0,981456.5,0.030000000000000027
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I06.out.bam,1087230,106815,1087230.0,996242.9,0.43999999999999995
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I07.out.bam,633009,38709,633009.0,981960.7,0.22999999999999998
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_I08.out.bam,1228855,119866,1228855.0,975079.0,0.99
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J01.out.bam,1857797,112499,1857797.0,942263.3,0.040000000000000036
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J02.out.bam,610319,122726,610319.0,995117.56,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J04.out.bam,1207413,66925,1207413.0,975000.8,0.98
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J05.out.bam,1647794,100240,1647794.0,995094.75,0.07999999999999996
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_J08.out.bam,527673,80299,527673.0,893507.2,0.21999999999999997
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K01.out.bam,939066,40122,939066.0,949024.4,0.84
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K02.out.bam,2368644,87094,2368644.0,969258.06,0.14
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K03.out.bam,861984,60725,861984.0,996086.56,0.96
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K05.out.bam,1245575,75634,1245575.0,967526.1,1.0
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_K07.out.bam,1957101,198579,1957101.0,987739.06,0.55
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L01.out.bam,2033545,410851,2033545.0,989329.5,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L02.out.bam,990314,43535,990314.0,987309.4,0.99
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L03.out.bam,711887,88027,711887.0,980610.4,0.52
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L04.out.bam,1240595,86472,1240595.0,976613.3,0.95
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_L07.out.bam,2491518,97029,2491518.0,975674.06,0.09999999999999998
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M02.out.bam,669421,40677,669421.0,984804.44,0.48
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M04.out.bam,2245949,98021,2245949.0,978184.06,0.06999999999999995
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M07.out.bam,1456036,259779,1456036.0,1003178.6,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_M08.out.bam,1959642,106649,1959642.0,1002202.44,0.94
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_N03.out.bam,1884523,256022,1884523.0,999186.4,0.52
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_N06.out.bam,1841453,131118,1841453.0,997713.7,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_O03.out.bam,1318964,33242,1318964.0,914799.4,0.10999999999999999
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_O05.out.bam,1304820,91641,1304820.0,942471.44,0.15000000000000002
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_O06.out.bam,1856932,199515,1856932.0,987882.7,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_O07.out.bam,1050630,85459,1050630.0,979771.7,0.15000000000000002
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P01.out.bam,492134,19868,492134.0,1025772.5,0.29000000000000004
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P04.out.bam,1144456,89073,1144456.0,1002174.5,0.62
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P05.out.bam,1020060,60219,1020060.0,948678.4,0.86
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P07.out.bam,694676,33810,694676.0,976425.8,0.07999999999999996
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_P08.out.bam,1078093,138406,1078093.0,1015410.8,0.5800000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_A03.out.bam,881096,123204,881096.0,998572.6,0.56
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_D01.out.bam,1515910,38059,1515910.0,994306.7,0.12
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_D02.out.bam,2083631,236299,2083631.0,978946.1,0.42000000000000004
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_E01.out.bam,2293438,109900,2293438.0,968093.75,0.13
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_E02.out.bam,2374615,113530,2374615.0,975722.5,0.09999999999999998
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_E03.out.bam,984478,187897,984478.0,978596.44,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_H02.out.bam,843277,46907,843277.0,973697.25,0.16999999999999993
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_I01.out.bam,2032992,115893,2032992.0,973865.5,0.16000000000000003
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_I02.out.bam,1775731,113909,1775731.0,948601.5,0.12
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_J01.out.bam,2469694,428652,2469694.0,982955.5,0.44999999999999996
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_J02.out.bam,2042499,84830,2042499.0,941563.94,0.99
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_K01.out.bam,751582,52641,751582.0,987546.1,0.030000000000000027
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_L01.out.bam,2013561,324147,2013561.0,992723.0,0.61
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_L02.out.bam,1057577,30347,1057577.0,934051.9,0.12
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_N02.out.bam,569531,48425,569531.0,983090.7,0.51
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_P01.out.bam,215066,21101,215066.0,1006891.56,0.5700000000000001
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_3_P02.out.bam,1368481,184732,1368481.0,1001900.1,0.5700000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_A12.out.bam,388082,33559,388082.0,993953.75,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_D04.out.bam,248480,44070,248480.0,964866.56,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_E04.out.bam,236627,18178,236627.0,971234.0,0.53
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_F09.out.bam,897424,110053,897424.0,974222.7,0.6799999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_H07.out.bam,2200191,113251,2200191.0,948808.9,0.87
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_K08.out.bam,1603668,184807,1603668.0,952423.25,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_1_K12.out.bam,338202,30604,338202.0,983839.06,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_2_A02.out.bam,1562057,215919,1562057.0,940400.2,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_2_O04.out.bam,549047,58803,549047.0,961781.56,0.98
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_A04.out.bam,1367913,149551,1367913.0,955290.8,0.75
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_B12.out.bam,1685367,168366,1685367.0,946114.6,0.78
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_E08.out.bam,1391901,202156,1391901.0,979118.75,0.43999999999999995
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_G04.out.bam,1602559,201009,1602559.0,971839.25,0.5700000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_G07.out.bam,1228746,161714,1228746.0,967911.94,0.53
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_H04.out.bam,835216,114429,835216.0,974085.1,0.55
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_I02.out.bam,1124783,244205,1124783.0,942290.3,0.59
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_I07.out.bam,1299986,233533,1299986.0,953796.56,0.59
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_K02.out.bam,887336,116635,887336.0,964798.56,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_K06.out.bam,1502971,183730,1502971.0,969835.44,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_3_K11.out.bam,1283009,121752,1283009.0,944519.56,0.64
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_A03.out.bam,1657620,286175,1657620.0,955274.25,0.76
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_A05.out.bam,500915,48976,500915.0,781414.7,0.21999999999999997
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_A06.out.bam,1135557,103530,1135557.0,877731.2,0.63
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_B01.out.bam,1210694,268249,1210694.0,919497.2,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_B05.out.bam,708506,65327,708506.0,890848.06,0.84
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_B06.out.bam,1574130,153039,1574130.0,930198.1,0.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C01.out.bam,1464380,240785,1464380.0,962738.75,0.54
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C03.out.bam,1506596,144792,1506596.0,898623.25,0.63
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C05.out.bam,406286,51324,406286.0,952661.7,0.87
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C06.out.bam,310210,31696,310210.0,920109.25,0.87
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D01.out.bam,1454069,268530,1454069.0,923540.75,0.6699999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D02.out.bam,1277027,148921,1277027.0,893559.06,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D03.out.bam,1378317,176273,1378317.0,954893.8,0.43999999999999995
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D04.out.bam,787816,50134,787816.0,909936.7,0.96
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D05.out.bam,1153733,93468,1153733.0,906840.1,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D06.out.bam,1669509,182000,1669509.0,934007.5,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E01.out.bam,368485,36800,368485.0,977400.06,0.010000000000000009
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E03.out.bam,1119264,163634,1119264.0,960477.94,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E05.out.bam,829870,85985,829870.0,943028.94,0.25
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G02.out.bam,975646,76686,975646.0,929771.44,0.73
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G03.out.bam,1824815,218152,1824815.0,937772.0,0.55
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G04.out.bam,1369801,193645,1369801.0,943806.56,0.47
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G05.out.bam,502712,49686,502712.0,977573.9,0.48
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H01.out.bam,1103909,417769,1103909.0,932515.9,0.43999999999999995
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H02.out.bam,1299502,152604,1299502.0,933935.56,0.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H03.out.bam,967288,130057,967288.0,926605.7,0.64
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H05.out.bam,1422839,134847,1422839.0,942364.9,0.77
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I03.out.bam,1085260,72520,1085260.0,935491.7,0.42000000000000004
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I04.out.bam,253978,55149,253978.0,916591.1,0.77
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I05.out.bam,952711,102244,952711.0,957870.06,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J02.out.bam,1913217,236631,1913217.0,944662.5,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J03.out.bam,975370,114062,975370.0,960751.75,0.48
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J04.out.bam,1290840,74683,1290840.0,929401.25,0.5700000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J05.out.bam,888059,95076,888059.0,946144.0,0.75
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K01.out.bam,290155,64211,290155.0,971159.6,0.30999999999999994
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K03.out.bam,994348,103764,994348.0,946732.94,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K04.out.bam,960577,56262,960577.0,956435.9,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K05.out.bam,761983,54005,761983.0,977901.25,0.73
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K06.out.bam,1339073,95363,1339073.0,943724.44,0.6699999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L01.out.bam,1508853,204624,1508853.0,968630.0,0.53
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L02.out.bam,630595,37461,630595.0,969493.1,0.24
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L04.out.bam,612834,118825,612834.0,947732.6,0.63
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L06.out.bam,1055176,119251,1055176.0,966961.5,0.73
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M01.out.bam,1565702,267770,1565702.0,994046.06,0.61
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M04.out.bam,718211,98548,718211.0,977873.2,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M05.out.bam,1478780,87399,1478780.0,986407.0,0.54
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M06.out.bam,412234,26267,412234.0,1007494.56,0.98
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N01.out.bam,725515,113338,725515.0,961711.8,0.96
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N02.out.bam,1577839,309006,1577839.0,951034.25,0.42999999999999994
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N03.out.bam,531848,47445,531848.0,817151.1,0.85
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N04.out.bam,1446230,116568,1446230.0,933350.4,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N05.out.bam,1287033,143560,1287033.0,955919.8,0.52
