PCs1,PCs2
-0.01039675631365411,-0.009584521457682493
-0.04779126588313342,0.005040429373256074
-0.0319932154435567,-0.005045958355725179
-0.03681977648492866,-0.004816661451769498
0.003785512064010213,0.0449696680460996
-0.024914032955622997,-0.017112824365607158
-0.006329378211730697,-0.015285103717067074
-0.02331408333836682,-0.002316694614489384
-0.05910900592887577,4.196704700048744e-05
-0.035539298402206335,-0.0013204626447430295
-0.0027259146551906273,-0.006582935871772039
0.03700903895278511,-0.0010933826406429347
0.028076530512573757,0.04443008173227373
-0.05843977284638034,0.0029310661537073884
-0.019468436390938343,0.05162222502907592
0.0020542228603278216,0.002757816702112686
-0.03350039919854159,-0.013026988503157217
-0.029854732296180204,0.008899773259088653
0.023521499397859316,-0.014843453535418367
-0.02852907426650846,0.004807101075295053
0.008284365654642375,-0.0002447505177469187
-0.014016817008372977,0.03716679025207841
0.010389161422444072,0.011475121318974569
-0.017233036832493196,-0.04161684558379678
0.007879662622739097,0.020563452877805533
-0.016355489040835912,-0.039497614420453
-0.05211268181065712,0.004018449841595602
-0.006329378211730697,-0.015285103717067074
0.04754297434026588,-0.0014045937477950245
-0.03537088703260467,0.008576524690472969
-0.014818876860706041,0.039293520427571546
-0.013769877559034567,-0.007267610679417174
0.044963126357155186,-0.0013283755813280947
-0.041917461992763964,-0.015007192942272615
-0.009460904385746224,0.025086397479810216
-0.014168194055669686,-0.007995221541379818
-0.025080060466741192,0.006812071052962261
-0.025097149743254082,0.004072631495387161
-0.021386138067783545,-0.05164635881131108
-0.027452801749836147,0.002530850705205428
-0.009986190408710585,0.026479239771443154
-0.007046387411292261,-0.0170166430575993
-0.0241600437462012,-0.004359642542922927
0.010680585984154303,-0.011244112040466624
-0.015132521316358817,0.04012517587866478
-0.04534357378630933,0.008684012748222544
-0.004320472756101671,-0.010433706780737642
0.027347413680669685,-0.048976955288673574
-0.019958952042529902,-0.04819978186065843
0.006849652217889426,0.04868724336614479
0.055364906278776674,-0.0016356822297137466
-0.014881945630751287,-0.03593908690478173
-0.030633873764656892,-0.0010046612459772366
0.007849304377526987,-0.004991881064709903
0.0027094936566974307,0.004440772993921808
0.021599084590909097,-0.06205361738145879
-0.023808401841305844,0.0631300139152316
0.02793807961979346,-0.0008253933066811453
0.03554026233198068,0.039672725443117354
-0.023371033116815657,-0.056439767979941546
-0.028684247136208173,-0.022825762652462347
