cell_name,clonal_group,group_size
JR1284_1_3_O02,,
JR1284_1_3_O03,,
JR1284_1_3_O04,,
JR1284_1_3_O05,,
JR1284_1_3_O06,,
JR1284_1_3_O07,,
JR1284_1_3_O08,0,23
JR1284_1_3_O12,,
JR1284_1_3_P01,18,2
JR1284_1_3_P02,,
JR1284_1_3_P04,,
JR1284_1_3_P05,,
JR1284_1_3_P06,,
JR1284_1_3_P07,26,4
JR1284_1_3_P08,,
JR1284_1_3_P09,,
JR1284_1_3_P10,,
JR1284_1_3_P11,,
JR1284_1_4_A01,,
JR1284_1_4_A02,0,23
JR1284_1_4_A04,30,2
JR1284_1_4_B02,,
JR1284_1_4_B03,26,4
JR1284_1_4_B04,0,23
JR1284_1_4_C02,14,3
JR1284_1_4_C04,15,3
JR1284_1_4_E02,22,3
JR1284_1_4_E06,,
JR1284_1_4_F02,2,8
JR1284_1_4_F03,0,23
JR1284_1_4_F05,2,8
JR1284_1_4_G06,,
JR1284_1_4_H06,,
JR1284_1_4_I03,,
JR1284_1_4_J01,0,23
JR1284_1_4_K02,2,8
JR1284_1_4_L03,,
JR1284_1_4_L05,8,2
JR1284_1_4_M02,0,23
JR1284_1_4_M03,21,8
JR1284_1_4_O04,0,23
JR1284_1_4_O06,,
JR1284_1_4_P01,7,3
JR1284_1_4_P02,6,4
JR1284_1_4_P03,,
JR1284_1_4_P04,0,23
JR1284_1_5_A01,,
JR1284_1_5_B02,,
JR1284_1_5_B04,0,23
JR1284_1_5_C01,2,8
JR1284_1_5_C02,,
JR1284_1_5_C04,,
JR1284_1_5_C05,0,23
JR1284_1_5_D01,,
JR1284_1_5_E01,0,23
JR1284_1_5_E03,1,2
JR1284_1_5_E04,0,23
JR1284_1_5_E05,1,2
JR1284_1_5_E06,,
JR1284_1_5_G01,,
JR1284_1_5_G02,0,23
JR1284_1_5_G03,13,2
JR1284_1_5_G06,,
JR1284_1_5_H03,,
JR1284_1_5_I02,0,23
JR1284_1_5_I03,,
JR1284_1_5_J02,0,23
JR1284_1_5_J04,15,3
JR1284_1_5_K01,2,8
JR1284_1_5_L01,0,23
JR1284_1_5_L03,,
JR1284_1_5_L06,0,23
JR1284_1_5_M01,22,3
JR1284_1_5_M02,6,4
JR1284_1_5_N02,13,2
JR1284_1_5_N05,21,8
JR1284_1_5_O02,24,2
JR1284_1_5_O05,24,2
JR1284_1_5_O06,0,23
JR1284_1_5_P02,30,2
JR1284_1_6_A01,,
JR1284_1_6_D04,,
JR1284_1_6_G01,6,4
JR1284_1_X_N04,21,8
JR1284_1_X_N05,21,8
