"x"
"ACAP3"
"MORN1"
"PEX10"
"MEGF6"
"SLC2A5"
"MTHFR"
"KIAA2013"
"DHRS3"
"CASP9"
"ZBTB17"
"FBXO42"
"CROCCP3"
"NBPF1"
"CROCCP2"
"UBR4"
"TMCO4"
"MUL1"
"EIF4G3"
"HSPG2"
"ZNF436"
"CNR2"
"IFNLR1"
"RUNX3"
"CRYBG2"
"GPN2"
"KDF1"
"SLC9A1"
"FGR"
"IFI6"
"PTAFR"
"MATN1"
"FABP3"
"MTMR9LP"
"BSDC1"
"TRIM62"
"LINC01137"
"MTF1"
"INPP5B"
"AL031985.4"
"HIVEP3"
"SLC2A1"
"AL139289.2"
"HECTD3"
"LINC01389"
"TTC39A"
"CC2D1B"
"TTC22"
"AC093425.1"
"DOCK7"
"SLC44A5"
"GBP1"
"GBP2"
"GBP4"
"CNN3"
"DPYD"
"VAV3"
"DENND2D"
"OVGP1"
"AL390195.1"
"NOTCH2"
"NBPF20"
"PIAS3"
"TXNIP"
"NBPF13P"
"PRKAB2"
"CTSK"
"ARNT"
"TDRKH"
"S100A2"
"IL6R-AS1"
"PBXIP1"
"THBS3"
"GBAP1"
"SMG5"
"GLMP"
"SH2D2A"
"FCRL3"
"FCRL1"
"IGSF8"
"AL121985.3"
"LINC01675"
"CD247"
"AL031733.2"
"AL645568.1"
"ASTN1"
"AL390718.1"
"RNASEL"
"NIBAN1"
"AL390957.1"
"AL450352.1"
"DDX59"
"KIF21B"
"KLHL12"
"PLEKHA6"
"NUAK2"
"SLC41A1"
"C1orf147"
"C1orf74"
"IRF6"
"BPNT1"
"HHIPL2"
"WDR26"
"TMEM63A"
"ITPKB"
"PCNX2"
"ZNF669"
"ISG15"
"AL645728.1"
"AL109917.1"
"PRXL2B"
"LINC00337"
"ZBTB48"
"H6PD"
"PIK3CD"
"DRAXIN"
"CLCN6"
"AL021155.5"
"MFN2"
"TNFRSF1B"
"VPS13D"
"ARHGEF10L"
"SLC66A1"
"OTUD3"
"NBPF3"
"ZBTB40"
"AL109936.6"
"RPS6KA1"
"ARID1A"
"PIGV"
"ZDHHC18"
"PPP1R8"
"XKR8"
"GMEB1"
"MATN1-AS1"
"LCK"
"ZNF362"
"TFAP2E"
"AGO4"
"ADPRHL2"
"ZC3H12A"
"MACF1"
"ZFP69B"
"ZNF691"
"CDC20"
"SZT2"
"IPO13"
"DMAP1"
"ARMH1"
"PLK3"
"MAST2"
"ZFYVE9"
"LEXM"
"PATJ"
"RAVER2"
"AL035409.1"
"AL359762.1"
"BTBD8"
"FNBP1L"
"AMPD2"
"AHCYL1"
"STRIP1"
"KCNC4"
"C1orf162"
"MOV10"
"LRIG2"
"HIPK1"
"CD101"
"EMBP1"
"AC241585.3"
"AC242988.2"
"PRPF3"
"TARS2"
"FALEC"
"PRUNE1"
"C1orf56"
"AL391069.2"
"TUFT1"
"SNX27"
"ADAM15"
"MTX1P1"
"HCN3"
"SLC25A44"
"CD1D"
"CD1C"
"LY9"
"USP21"
"FCER1G"
"FCRLA"
"POGK"
"TBX19"
"C1orf112"
"ZBTB37"
"CACNA1E"
"RGL1"
"PPP1R12B"
"AC098934.2"
"ATP2B4"
"AC119673.2"
"SRGAP2"
"IKBKE"
"IL24"
"PFKFB2"
"CR2"
"HHAT"
"FLVCR1"
"RPS6KC1"
"TGFB2"
"MARK1"
"MARC2"
"OBSCN"
"RNF187"
"AL117350.1"
"MAP3K21"
"KMO"
"WDR64"
"CNST"
"ZNF672"
"PGBD2"
"TUBB8"
"IL2RA"
"AL354916.1"
"USP6NL"
"CUBN"
"NSUN6"
"PRTFDC1"
"MPP7"
"ZNF438"
"ZNF25"
"ZNF239"
"MARCH8"
"BMS1P7"
"PTPN20CP"
"TMEM273"
"SGMS1"
"ANK3"
"TYSND1"
"PRF1"
"SPOCK2"
"CAMK2G"
"TMEM254-AS1"
"PANK1"
"CYP2C8"
"SLIT1"
"MMS19"
"PYROXD2"
"ERLIN1"
"SEC31B"
"FBXW4"
"ARMH3"
"LDB1"
"CALHM2"
"ITPRIP"
"ADD3-AS1"
"AFAP1L2"
"ABLIM1"
"MCMBP"
"WDR11-AS1"
"AC068896.1"
"DHX32"
"STK32C"
"ADAM8"
"LINC00200"
"PFKP"
"GATA3"
"TMEM236"
"AL160291.1"
