CellID,initial_size_spliced,initial_size_unspliced,initial_size,n_counts,velocity_self_transition,louvain,S_score,G2M_score,phase,clusters_gradients,velocity_length,velocity_confidence,velocity_confidence_transition,root_cells,end_points,velocity_pseudotime
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J02.out.bam,1241771,69175,1241771.0,992520.8,0.03150803,2,0.0,-2.765115261077881,S,S_score,273.62,0.0,0.9487035,0.3990710144385041,0.28111364534602407,0.022280840203166008
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J03.out.bam,971671,99593,971671.0,957046.2,0.36797565,1,0.0,0.0,S,S_score,124.56,0.4818435609340668,0.5685775,0.35082543336784694,0.06097723335351858,0.03257167339324951
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J04.out.bam,825766,89356,825766.0,962715.9,0.03619784,1,0.0,0.0,S,S_score,646.4,0.9288071990013123,0.9498268,0.3632979997585847,0.0,0.06450797617435455
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J05.out.bam,1380581,71712,1380581.0,927114.25,0.48246223,2,2.987630248069763,2.257476329803467,S,S_score,83.73,0.4363040030002594,0.5043189,0.18091335213917792,0.5221246160916057,0.04076714068651199
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J07.out.bam,702034,214396,702034.0,891198.7,0.69183147,1,0.0,0.0,S,S_score,276.71,0.22701704502105713,0.19493935,0.42917997650519807,0.2433508036725328,0.6391270160675049
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J08.out.bam,1222991,53013,1222991.0,940746.3,0.542907,2,1.4760375022888184,0.20820379257202148,S,S_score,101.44,0.4528946578502655,0.3985895,0.2973766616767118,0.4658563337934462,0.05089442804455757
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J09.out.bam,998957,70835,998957.0,878610.25,0.009310484,1,0.0,-3.4829399585723877,S,S_score,476.14,0.2599288821220398,0.9828265,1.0,0.14399912684493904,0.051440346986055374
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J10.out.bam,649952,60399,649952.0,808529.25,0.037828743,1,0.0,0.0,S,S_score,216.29,0.0,0.9516275,0.8695119799012336,0.1908058932115984,0.14511945843696594
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J12.out.bam,1740827,131114,1740827.0,943920.8,0.29593122,1,0.0,0.0,S,S_score,434.42,0.5614631175994873,0.62090164,0.2721451103097489,0.3100470157133575,0.027083631604909897
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J13.out.bam,1494331,53420,1494331.0,949448.75,0.77171344,2,1.218231439590454,6.900174617767334,G2M,G2M_score,79.75,0.6283847093582153,0.01409154,0.05533326154228233,0.9094537152192533,0.0441107302904129
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J15.out.bam,1059296,113548,1059296.0,961990.4,0.6139723,0,0.0,0.0,S,S_score,440.51,0.49277400970458984,0.31737483,0.010286990820870649,0.9380651585320838,0.9110937714576721
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_J16.out.bam,1316135,64097,1316135.0,934270.4,0.9214158,2,5.879310607910156,5.661510467529297,S,S_score,106.25,0.4356747567653656,-0.2650801,0.1885099486238233,0.6364408762565636,0.041276853531599045
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K02.out.bam,942810,83485,942810.0,927244.56,0.0,1,0.0,0.0,S,S_score,761.69,0.5908601880073547,0.9935144,1.0,0.10231483015665532,0.014487736858427525
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K03.out.bam,1169788,64511,1169788.0,930061.94,0.09011066,1,-2.544485092163086,-4.481257915496826,G1,S_score,605.44,0.860528826713562,0.8709436,0.18685021549575462,0.14777301082747996,0.05662224069237709
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K04.out.bam,889369,61093,889369.0,932059.75,0.0,1,-2.6083600521087646,0.0,G2M,S_score,870.93,0.8485623002052307,0.97899085,0.6101947324996296,0.11278746301326432,0.03845876082777977
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K05.out.bam,544512,113685,544512.0,975210.8,0.037400782,1,0.0,-2.831444025039673,S,S_score,854.43,0.6504706144332886,0.9327308,0.571856434691022,0.3644308704625485,0.291384756565094
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K06.out.bam,1071202,54268,1071202.0,952512.8,0.0066336393,2,0.7232317924499512,6.667464733123779,G2M,G2M_score,673.19,0.8244444727897644,0.9770338,0.6394714705707029,0.07493304282755017,0.03350480645895004
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K07.out.bam,1145815,76374,1145815.0,955231.75,0.23216158,2,2.4482147693634033,8.675882339477539,G2M,G2M_score,387.73,0.500371515750885,0.70950484,0.3303749767283505,0.35882831140768506,0.026362424716353416
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K08.out.bam,1139873,60063,1139873.0,877664.2,0.1542666,2,3.0023443698883057,7.847194194793701,G2M,G2M_score,161.08,0.2869374752044678,0.8026855,0.5129088344049382,0.2693382290166136,0.03537897393107414
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K09.out.bam,888772,57644,888772.0,971527.4,0.57604814,1,-2.2778422832489014,-5.498721599578857,G1,S_score,72.14,0.09188515692949295,0.36460966,0.7090911316856304,0.23822758153941775,0.015948548913002014
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K10.out.bam,1171136,141372,1171136.0,926379.56,0.096360624,1,0.0,-3.4540627002716064,S,S_score,141.93,0.39141586422920227,0.8926433,0.68148928631427,0.12399474630163045,0.01592215523123741
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K11.out.bam,774350,67621,774350.0,975122.2,0.50345945,1,0.0,0.0,S,S_score,72.91,0.18114300072193146,0.48311815,0.5901360936831993,0.15039767299732534,0.017145851626992226
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K12.out.bam,1272888,60673,1272888.0,930762.6,0.057198703,2,6.073297023773193,6.018336296081543,S,S_score,251.74,0.16707168519496918,0.85747945,0.1747346871061463,0.4571562964917801,0.05234955996274948
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K15.out.bam,1196727,108653,1196727.0,913424.6,0.63321555,1,0.0,0.0,S,S_score,115.77,0.11768068373203278,0.34499696,0.7275001427070203,0.15117392427828852,0.022907009348273277
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_K16.out.bam,1499247,189439,1499247.0,947699.94,0.7920556,0,0.0,0.0,S,S_score,431.28,0.40111806988716125,0.11691266,0.0002512631047574124,0.5932090502515617,0.9855861067771912
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L02.out.bam,618851,106198,618851.0,955155.4,0.01668638,1,0.0,-4.134776592254639,S,S_score,692.76,0.9504656791687012,0.9706943,0.38997486797566666,0.05068994710910442,0.13333123922348022
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L03.out.bam,638362,44054,638362.0,949499.2,0.14356679,1,0.0,-5.123193740844727,S,S_score,140.41,0.27467116713523865,0.84093946,0.9250957157458511,0.3563696247414468,0.1545865684747696
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L04.out.bam,566097,44282,566097.0,946684.4,0.080840826,1,0.0,0.0,S,S_score,495.42,0.28336137533187866,0.877561,0.6464347968539242,0.1655350132520087,0.03066417947411537
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L05.out.bam,1458343,218496,1458343.0,963942.5,0.69586086,0,-2.8248982429504395,0.0,G2M,S_score,416.3,0.30471304059028625,0.24446753,0.0001993528603664143,0.5294485396199594,0.9939752817153931
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L06.out.bam,1249765,60244,1249765.0,947600.75,0.32501537,2,5.8966569900512695,0.0,S,S_score,109.97,0.5168801546096802,0.67227286,0.15565152579621633,0.6166955120493787,0.04181273281574249
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L07.out.bam,351723,45810,351723.0,937920.44,0.086758256,1,0.0,0.0,S,S_score,391.7,0.9518720507621765,0.8588031,0.234964099769775,0.0872112977655858,0.06411487609148026
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L08.out.bam,445878,39012,445878.0,974252.75,0.007519901,1,-4.917632579803467,0.0,G2M,S_score,866.39,0.8819676637649536,0.9809092,0.4932739473885961,0.11235900601250912,0.05737156793475151
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L09.out.bam,598573,272984,598573.0,894633.06,0.6796081,0,0.0,-5.068826198577881,S,S_score,431.06,0.46141597628593445,0.22404228,0.0001057893473039129,0.4614386768216084,0.9891027808189392
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L10.out.bam,564630,59991,564630.0,934112.7,0.09486735,1,0.0,0.0,S,S_score,873.89,0.7030724883079529,0.81469077,0.3686819561469777,0.16861880062782345,0.04350918531417847
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L12.out.bam,562191,63650,562191.0,843088.9,0.010022044,1,0.0,0.0,S,S_score,616.23,0.7469549775123596,0.9620826,0.9961296839499786,0.2509411393015737,0.1320793181657791
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L13.out.bam,570277,38485,570277.0,931040.4,0.4857602,2,3.0127902030944824,4.872228145599365,G2M,G2M_score,88.69,0.4055146872997284,0.4039563,0.40699852236852074,0.2618851701005034,0.032934512943029404
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L14.out.bam,1429989,55870,1429989.0,955841.5,0.57698697,2,1.0614938735961914,6.367329120635986,G2M,G2M_score,70.96,0.24895013868808746,0.40237066,0.37017963756859407,0.2925723393411026,0.026771262288093567
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L15.out.bam,1021057,42363,1021057.0,955505.0,0.8574189,2,3.754576802253723,6.918961524963379,G2M,G2M_score,75.79,0.476555734872818,0.061458375,0.11961357990021287,0.6279155081773399,0.043424367904663086
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_L16.out.bam,1462004,56613,1462004.0,960479.75,0.70555925,2,1.6362075805664062,6.697843074798584,G2M,G2M_score,173.29,0.4748164117336273,0.40271032,0.09477907374703598,0.7441377279483918,0.04352976381778717
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M02.out.bam,899273,76312,899273.0,952364.56,0.046773076,1,0.0,0.0,S,S_score,488.23,0.4308282732963562,0.9393854,0.5178169842874198,0.22180049491880324,0.02415253408253193
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M03.out.bam,1191598,82217,1191598.0,964676.75,0.4592564,1,-4.890968322753906,-2.6225526332855225,G1,S_score,356.18,0.21714380383491516,0.431851,0.4840033836662234,0.24629360791997715,0.020969262346625328
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M04.out.bam,1106197,69732,1106197.0,941502.7,0.032685876,2,1.9164987802505493,0.0,S,S_score,494.45,0.4948975741863251,0.9476425,0.22210022067020882,0.4390618757863832,0.037262026220560074
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M05.out.bam,1227445,60309,1227445.0,974233.2,0.22360379,2,0.9736320972442627,6.219054222106934,G2M,G2M_score,243.84,0.25272297859191895,0.7344495,0.29437118593966644,0.5158048126920677,0.02614329755306244
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M06.out.bam,636594,140983,636594.0,912503.7,0.7118008,0,0.0,0.0,S,S_score,371.56,0.5097486972808838,0.2522019,6.46455622715792e-05,0.98450593239352,0.9949386715888977
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M07.out.bam,1043462,99818,1043462.0,960319.8,0.022809327,1,0.0,0.0,S,S_score,352.61,0.19435596466064453,0.9655303,0.5641781744635338,0.246760813911664,0.020040830597281456
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M08.out.bam,1147649,70101,1147649.0,901746.4,0.08532566,2,2.658292055130005,7.8276448249816895,G2M,G2M_score,175.73,0.3167099356651306,0.89634246,0.5163044464313215,0.3083285653751138,0.028538651764392853
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M09.out.bam,1081507,90763,1081507.0,920736.6,0.0,1,-2.4977223873138428,-2.201711416244507,G1,S_score,691.72,0.30304154753685,0.99301726,0.9324072034063945,0.26396558334826703,0.012162253260612488
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M10.out.bam,694286,160089,694286.0,900345.7,0.74200547,0,-3.093451738357544,-5.039737224578857,G1,S_score,398.82,0.35906779766082764,0.12144856,6.449149670368411e-05,0.7052688760524689,0.9919919967651367
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M11.out.bam,1685047,101765,1685047.0,946106.8,0.31971008,2,0.301668643951416,7.479709148406982,G2M,G2M_score,105.67,0.3875872790813446,0.6602124,0.2317258258635825,0.5854734319744228,0.03845062851905823
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M12.out.bam,789626,50722,789626.0,981391.25,0.16237408,1,0.0,-3.301557779312134,S,S_score,177.9,0.4692760109901428,0.7809282,0.48315099400130757,0.09254870987159323,0.03089650347828865
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M13.out.bam,1054630,340332,1054630.0,948052.0,0.7005634,0,-3.233157157897949,0.0,G2M,S_score,471.56,0.1447601318359375,0.20712745,0.00012322156338568946,0.5852989156435933,0.9934219121932983
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M14.out.bam,364828,63667,364828.0,962807.9,0.6708752,0,0.0,0.0,S,S_score,313.43,0.3883838355541229,0.24805447,0.003909690268571936,0.715202040248856,0.9958153367042542
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M15.out.bam,971465,85155,971465.0,940985.8,0.30788976,2,2.7599396109580994,2.0518527030944824,S,S_score,91.57,0.2692663073539734,0.6174168,0.2523575939480431,0.4675562396572177,0.038160406053066254
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_M16.out.bam,1200494,57312,1200494.0,941587.1,0.4708554,2,3.1001914143562317,2.671452045440674,S,S_score,101.88,0.38159626722335815,0.5078571,0.21945768876401123,0.4698967163706452,0.04259118065237999
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N01.out.bam,1508669,102883,1508669.0,966398.25,0.01911372,1,-2.5645759105682373,-4.780467987060547,G1,S_score,319.02,0.0,0.968223,0.46100401260234447,0.33390294644512986,0.021196680143475533
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N02.out.bam,1785432,106907,1785432.0,915694.5,0.03911376,2,3.2702274322509766,6.98340368270874,G2M,G2M_score,271.07,0.0,0.906313,0.5148156056078524,0.29389079197303825,0.028981605544686317
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N03.out.bam,1275630,62200,1275630.0,952362.9,0.6657258,2,4.085011720657349,3.1493277549743652,S,S_score,176.31,0.3345673382282257,0.3837587,0.10065078623440171,0.6022421284360174,0.046305786818265915
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N05.out.bam,1054246,55716,1054246.0,934328.75,0.31732756,2,4.109350681304932,3.763972759246826,S,S_score,235.79,0.34571707248687744,0.6988864,0.15380295885724998,0.6242417503590687,0.043238405138254166
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N07.out.bam,671597,60812,671597.0,784881.06,0.24693018,1,0.0,0.0,S,S_score,128.51,0.308941513299942,0.74566704,0.959488834728466,0.278281002540414,0.11033694446086884
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N08.out.bam,901692,183687,901692.0,926518.4,0.6828549,0,-3.7194085121154785,0.0,G2M,S_score,607.07,0.35528913140296936,0.25445324,0.00011479331387170158,0.5583873105129067,0.9848778247833252
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N09.out.bam,722820,67843,722820.0,974515.25,0.087059915,1,-2.499863624572754,0.0,G2M,S_score,742.98,0.9923576712608337,0.8916811,0.19151795808113997,0.05215741322584582,0.09216319024562836
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N10.out.bam,814063,123448,814063.0,960416.75,0.072909,1,0.0,-2.3366732597351074,S,S_score,680.05,0.9131730198860168,0.91384196,0.2647704227705771,0.06794552795339891,0.05978686735033989
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N11.out.bam,821005,135135,821005.0,913551.56,0.010723472,1,0.0,-5.057693004608154,S,S_score,879.64,0.7885621786117554,0.92540145,0.49610252983224845,0.07917334450364376,0.13006463646888733
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N12.out.bam,1173485,91486,1173485.0,950184.25,0.0013657808,2,1.7945120334625244,3.921875476837158,G2M,G2M_score,984.9,0.6732684969902039,0.9837702,0.6850744262814338,0.10758344821072874,0.03134209290146828
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N13.out.bam,1202144,87069,1202144.0,950527.5,0.034950078,2,6.477839469909668,0.9370183944702148,S,S_score,313.22,0.585023820400238,0.93816215,0.5087065525234493,0.08249174789774634,0.043947480618953705
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N14.out.bam,543312,56739,543312.0,974683.9,0.048451185,1,0.0,-4.82863712310791,S,S_score,381.38,0.38742950558662415,0.92514265,0.523260457411716,0.14918337771332243,0.033451925963163376
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_N15.out.bam,523109,304065,523109.0,905443.1,0.7629246,0,0.0,-6.40290641784668,S,S_score,446.33,0.2723180949687958,0.18858771,0.00030860306580229277,0.5264420886942388,0.9389966726303101
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O02.out.bam,1096094,90764,1096094.0,888411.7,0.0037475228,1,-5.229097366333008,-2.295072317123413,G1,S_score,881.54,0.5060640573501587,0.98894525,0.9417078931618852,0.104365817447206,0.010640861466526985
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O03.out.bam,1223237,65103,1223237.0,959671.2,0.10253042,2,1.412203073501587,0.9837281703948975,S,S_score,367.59,0.6078782081604004,0.87777776,0.08989390959853603,0.6316273725910524,0.037027955055236816
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O04.out.bam,748890,56417,748890.0,983288.2,0.036130548,1,0.0,-4.355772495269775,S,S_score,688.35,0.9931449890136719,0.9500426,0.308055903443904,0.10470637657418508,0.04071401059627533
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O06.out.bam,516665,42293,516665.0,979626.0,0.24986207,1,0.0,0.0,S,S_score,125.04,0.0,0.7408488,0.8305408478181344,0.10182721748271523,0.04279167950153351
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O08.out.bam,774793,74911,774793.0,943854.7,0.14144021,1,0.0,0.0,S,S_score,375.12,0.33150261640548706,0.8491639,0.6280423085922352,0.1280252441996971,0.03238282352685928
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O09.out.bam,1309825,106245,1309825.0,964695.4,0.6816164,2,2.8824105262756348,3.9755897521972656,G2M,G2M_score,79.2,0.4846074879169464,0.17093103,0.13983054303183767,0.5852242015258906,0.03875359520316124
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O11.out.bam,818369,96741,818369.0,875515.7,0.0077509284,1,0.0,0.0,S,S_score,788.52,0.8718817234039307,0.9481013,0.4066583052478638,0.17259154450708908,0.05336005985736847
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O13.out.bam,539866,195185,539866.0,929903.3,0.7049812,0,0.0,0.0,S,S_score,378.23,0.3011302351951599,0.27484426,6.568020132816282e-05,0.9977920029449061,0.9981682896614075
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O15.out.bam,1170049,6262,1170049.0,884442.06,0.5457486,1,0.48000645637512207,6.19370174407959,G2M,G2M_score,352.19,0.4598010182380676,0.36849627,0.3178943790683527,0.7135491277301282,0.3093469440937042
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_O16.out.bam,467360,31663,467360.0,964572.5,0.29787672,1,-1.7901842594146729,0.0,G2M,S_score,484.85,0.44733360409736633,0.62516755,0.35630321841792084,0.1037501563453665,0.02329735830426216
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P03.out.bam,912747,68952,912747.0,954029.06,0.005238235,1,-2.4887022972106934,-5.115195274353027,G1,S_score,464.8,0.4498295187950134,0.98544145,0.8341886750541575,0.11818854419799794,0.014548520557582378
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P04.out.bam,636818,146733,636818.0,932061.2,0.7672527,0,0.0,-4.886058330535889,S,S_score,391.05,0.3696172833442688,0.16496743,8.350617327311394e-05,0.5665861036685905,0.9912956357002258
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P05.out.bam,1205059,68128,1205059.0,946700.25,0.7356888,2,1.48457932472229,4.008537292480469,G2M,G2M_score,79.4,0.5372019410133362,0.20116422,0.16934882730050838,0.6601074206204117,0.04236442223191261
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P06.out.bam,740939,52611,740939.0,964406.75,0.37923175,1,-2.8715176582336426,0.0,G2M,S_score,302.39,0.45766788721084595,0.52512324,0.5167614613749051,0.25624088176986226,0.023000888526439667
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P07.out.bam,765476,130020,765476.0,957300.9,0.6126603,0,-3.3760428428649902,-5.760983943939209,G1,S_score,280.47,0.3474183678627014,0.25389376,0.00011333140672804881,0.7352339308622247,0.9972580671310425
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P09.out.bam,1256449,94197,1256449.0,973654.0,0.5746892,2,0.0,-3.7501094341278076,S,S_score,247.43,0.3423321843147278,0.32436255,0.30737381217088977,0.4758569195336237,0.0171404667198658
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P10.out.bam,861261,233315,861261.0,964125.4,0.4720624,0,0.0,-7.238360404968262,S,S_score,558.24,0.3460330367088318,0.50884044,0.04363004671240274,0.6601696344140189,0.9965415596961975
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P11.out.bam,575947,58679,575947.0,941453.4,0.284455,1,0.0,0.0,S,S_score,391.37,0.9148485660552979,0.70268387,0.47165533631606066,0.24781068717901117,0.04955756664276123
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P12.out.bam,974495,69255,974495.0,970668.44,0.04199469,1,0.5388559103012085,-4.8705267906188965,S,S_score,602.17,0.8219040632247925,0.9274664,0.244118211354207,0.2025737642407045,0.03209589421749115
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P13.out.bam,282977,99042,282977.0,918686.7,0.63733584,0,0.0,-2.7951388359069824,S,S_score,541.91,0.28836721181869507,0.35315886,0.0011228268095398674,0.9485322824355633,0.8848661184310913
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P14.out.bam,478276,64906,478276.0,962518.5,0.07529396,1,0.0,-5.430529594421387,S,S_score,662.53,0.8619617819786072,0.8879673,0.3122269780047931,0.08928434587598673,0.04153936356306076
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P15.out.bam,1213799,83010,1213799.0,933988.25,0.39089715,2,2.8661463260650635,1.4389963150024414,S,S_score,192.87,0.49187329411506653,0.57268703,0.11793200258343886,0.40156245060358153,0.03117232583463192
onefilepercell_Aligned_and_others_9S2R5:JR1166_1_2_P16.out.bam,740294,58473,740294.0,976790.8,0.019619524,1,0.0,0.0,S,S_score,643.15,0.7978775501251221,0.96395916,0.5757954077423447,0.11903765293336775,0.03274473175406456
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_A05.out.bam,344836,106164,344836.0,984126.6,0.6505765,0,0.0,0.0,S,S_score,564.83,0.2801862359046936,0.26659107,0.00015018796675534573,0.47037036697045065,0.9950833320617676
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_B08.out.bam,887380,313949,887380.0,960285.2,0.7340108,0,-3.298083782196045,0.0,G2M,S_score,404.94,0.014623983763158321,0.16985647,7.087723791602032e-05,0.6219666313180229,0.9947518706321716
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_C06.out.bam,856992,414512,856992.0,974677.4,0.7712964,0,0.0,0.0,S,S_score,492.65,0.4061175286769867,0.08936013,6.639930261544942e-05,0.5679882810092599,0.9914495348930359
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_D15.out.bam,1413010,373531,1413010.0,934621.0,0.7369256,0,-3.6344282627105713,0.0,G2M,S_score,382.78,0.4059949517250061,0.18832873,8.355506100108095e-05,1.0,0.9968492388725281
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_E05.out.bam,967879,263829,967879.0,945809.7,0.57040775,0,-2.958918571472168,0.0,G2M,S_score,600.13,0.5160605907440186,0.3484513,4.8432669215687124e-05,0.6331806377531538,0.9944314956665039
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_F04.out.bam,1315466,124396,1315466.0,933969.7,0.003556013,1,-2.882796287536621,0.0,G2M,S_score,992.99,0.8916448354721069,0.975333,0.3559489352733891,0.02088204124992614,0.06968289613723755
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_G08.out.bam,956208,388487,956208.0,940941.3,0.718987,0,0.0,0.0,S,S_score,467.66,0.28669387102127075,0.2113127,6.483415998482518e-05,0.6166807838976077,0.9956815242767334
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_H05.out.bam,1410645,246715,1410645.0,930935.06,0.7850119,0,0.06805872917175293,0.0,S,S_score,543.16,0.498574823141098,0.16579607,0.04469099046740319,0.7354711373163074,0.9565681219100952
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_H12.out.bam,1319010,372523,1319010.0,927632.3,0.7659784,0,0.0,0.0,S,S_score,537.36,0.36462298035621643,0.14004736,8.737248521966713e-05,0.7757186688638895,0.9939636588096619
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_H18.out.bam,738568,345507,738568.0,956198.4,0.65541255,0,0.0,0.0,S,S_score,663.77,0.5222862362861633,0.27927917,4.537882468621924e-05,0.6339084881096286,0.9983675479888916
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_J08.out.bam,1524625,250826,1524625.0,935185.4,0.58667594,0,0.0,-7.590564727783203,S,S_score,448.71,0.35096171498298645,0.4206288,0.047418414526914546,1.0,0.9433844685554504
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_K05.out.bam,803409,176837,803409.0,937611.94,0.7131761,0,0.0,0.0,S,S_score,380.39,0.15012678503990173,0.2577223,0.0038827545136500413,1.0,0.9828985333442688
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_K07.out.bam,507413,238886,507413.0,939340.5,0.6427338,0,0.0,-7.724517345428467,S,S_score,465.99,0.07515986263751984,0.27992788,4.8871240440867805e-05,0.6766612386591347,0.9912285804748535
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_M19.out.bam,1280157,64989,1280157.0,928181.94,0.25906992,2,1.0265989303588867,-4.854875087738037,S,S_score,289.11,0.0,0.725762,0.7665805054383535,0.11321198129680705,0.022108370438218117
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_1_N02.out.bam,1426142,81423,1426142.0,954749.25,0.0591771,1,-2.4963672161102295,0.0,G2M,S_score,778.62,0.9380074143409729,0.9294521,0.4461424087006012,0.07944735165787972,0.08166902512311935
onefilepercell_JR1227_1_1_A05_and_others_HIGFN:JR1227_1_2_A02.out.bam,583655,106968,583655.0,1002835.06,0.715489,0,0.0,0.0,S,S_score,630.27,0.4600030183792114,0.15281002,4.605219130306693e-05,0.49093606086590535,0.9788803458213806
