PCs1,PCs2,PCs3,PCs4,PCs5,PCs6,PCs7,PCs8,PCs9,PCs10,PCs11,PCs12,PCs13,PCs14,PCs15,PCs16,PCs17,PCs18,PCs19,PCs20,PCs21,PCs22,PCs23,PCs24,PCs25,PCs26,PCs27,PCs28,PCs29,PCs30
0.03302722984437617,0.0045579681146058065,0.00200561644136387,-0.02037964247911423,-0.007524931510755693,0.0006713762810921706,0.005079418183033189,0.0029732193056927936,0.003868006044578001,0.014863157595470102,0.029407256075052846,0.004825910013369798,0.0008120900844257357,-0.012542220483753048,0.013649207188760532,-0.0012716342341101345,0.019969413272224,-0.0013460089555608506,-0.01780017804410132,0.02509463932084832,0.028832186506910742,-0.004003881405511407,0.001627726026740725,-0.017551381919775483,-0.0158743742394968,-0.007268023135220714,0.04399811567323373,-0.02653098940998453,-0.03921507309536983,-0.021846795693384283
0.0031430138347888124,-0.0035368277910086347,-0.005679668649034033,-0.00984043997079187,-0.008576171409989328,0.013241537271852394,0.0013168548473458934,0.005483862944080967,-0.004771041010029195,0.004761973723108226,-0.000550128373885053,0.005774924795147198,-0.0012180443371533965,0.0042002171007266415,-0.002440458007265765,0.00010241725312748445,-0.0026683832296925856,-0.002288575242807198,0.0012185547438981002,-0.0007784944002050433,-0.014504685598332864,0.01401812165139447,0.004607199220588285,-0.007166058149607795,0.024354127714996114,-0.013548750624995397,-0.00018193614813755843,-0.0013946473257392669,0.006472251177864178,0.012763996079148852
-0.0031966258331253623,-0.004268576734623386,0.0024947436870212036,-0.001209542173081512,-0.002777459978090376,-0.004683510915856697,-0.0018793541939392299,0.0028496708302418934,0.002412452826794658,0.006281913372420886,0.0019264424465663375,-0.0008901833449517875,-0.008825931979469247,-0.002401619824442887,0.0070095254784231405,-0.0030075811292897764,0.014733969752075715,-0.0024356130300786415,-0.005347934903648129,-0.000952478243305101,-0.005129545985567083,0.012837620038070532,0.0023541532988213287,-0.002320398947445507,0.0013624604778668056,-0.008140054399699328,0.009827048869049546,-0.01090219395193105,0.00429365876525666,0.005861316956268404
0.005816274217808255,0.001490374901034375,0.004870237128039378,-0.0077348996401425596,-0.0057771643013078645,0.0031694501922654187,-0.0007936262490977242,-0.003026670961241715,0.0013935579281030386,-0.0038113091130818166,0.013559975346010372,-0.004309121959585406,-0.0020279776604414383,-0.018798737446310602,0.003070195793765845,-0.006869589490397709,-0.0162184107822348,0.017868268013654483,-0.020376751600595017,0.008398354617508838,0.01040538624808181,-0.011619525093888106,-0.00842983900870598,0.016263432396497707,0.00014888313338794017,0.0036280530556823216,-0.011468847874719761,0.0005367766186360874,-0.013228791892627077,-0.006123453213169621
0.042249158555735314,0.00284331094996797,-0.0009760044515344545,-0.030943489077133242,0.029107636696933583,0.005261681490798597,0.004847746758177478,0.0047671834213895955,-0.009625344284578582,-0.021710124584846606,0.029046418763874347,0.02343994672409549,0.06403875077307657,-0.011547167912310034,-0.028054989170229302,0.0019289670208889962,-0.014712136241119774,-0.023119260965638485,-0.00580624823244174,-0.01762071707454404,0.057055282364465186,0.027044146842858094,-0.0437138132015497,-0.06153257877043711,0.014072426669875243,0.03973500033001912,0.06478141210607136,-0.05767952024017795,-0.051591598978095066,-0.09072940566312418
0.0017680080261205605,-0.002565619088629384,0.0016571499932186366,-0.007029244707542674,0.007691379753868049,0.004794668637980579,-0.00165823111774394,0.003093141616043549,-0.0017113329010506543,0.005625634124216506,0.0048831033437262755,-0.0023288166911260223,0.0028382123188597664,0.0023297495217974333,0.0022427069141267757,-0.00033656365771634505,-0.004017454166984874,-0.005029300720641556,0.0016589851415082773,-0.005095212048263782,-0.006068302477084962,0.007574594461416546,0.005331369411964528,-0.005201765902489951,0.006113525661883847,0.0009166305303433652,0.0026267102381404978,-0.0015264818384147158,-0.002317929701457836,0.0025619654203377132
0.025907311343600702,-0.011253087629628867,-0.0021035365562258974,-0.015066544081385,-0.03702908796473365,-0.026899935039799244,-0.04848901925427286,-0.017408104871703318,-0.007467633122428314,0.02158349711849664,0.0059002568449887305,0.006387525054208432,0.01806279184949448,-0.08423786856288917,-0.012093346238921743,0.024969941466611894,0.023512935948985937,0.06612196766477776,0.025829664179286074,-0.029886036198038233,-0.011685066213903812,-0.0012502507462002846,-0.01695201510509653,-0.008545371414780947,-0.03032012294359498,0.01249343915654404,-0.0321479233871369,-0.05238486389269075,0.006288978337686565,-0.0064717663149069194
0.040312869324933394,-0.009408491967624584,0.020038335552596546,-0.006685204702160432,-0.007080869001256697,-0.013911516651467077,-0.02257492013565174,0.00669321908426978,0.006558512313946817,-0.00172819128152314,0.01022367343139256,-0.04058695206609908,0.009909651524406236,-0.020438289492139022,-0.024911152672577264,-0.03824707914738794,-0.03330548584391634,0.021366373865470974,-0.030477386690260372,0.00806356034917086,-0.03688774416808816,0.010807257098335814,-0.04233029201187472,0.031948876797485086,0.023853493707152985,-0.03488337841627344,0.005944560098048489,-0.008105871831755294,0.02224591998801572,0.00035976296916174284
0.041951303441943436,0.00032413752723311145,0.006790508098835174,-0.006512504803570756,-0.008233544480512578,0.011972250359580319,0.025408978801634778,0.013545369631231334,-0.019483851749929237,0.0423079976890513,0.0035321937766044013,0.0254340360398527,0.020994657083554732,-0.008826767230978033,0.04950862446496961,-0.037586678914192644,-0.0048108523699541975,-0.008808298448345355,-0.017662244926345265,-0.019161769214180262,0.0025233830037228455,0.08936485069787722,0.005130576159288188,0.018221737609815998,0.004391851835522501,-0.024803106264830527,0.02510961282190686,-0.016527488331464217,0.03189614839526031,0.004105508710260507
-0.0019336866324519886,-0.0015323531518342717,0.010593826559252636,-0.0006965021175471418,0.005105174290096559,0.0025237975187210686,-0.0015081201089536967,-0.0007830307133268109,0.0015509982312308052,0.0006478119964202778,-0.013133946008420857,0.0023495661020478675,-0.0030896966860888744,-0.011833982479099924,0.005601660792406058,-0.00327257577716413,-0.0019956862500505514,-0.00489921751524881,0.010242376375122451,0.0066612355085280475,-0.0028879913140816026,-0.0010589132563722323,0.014763505170757125,-0.007156295592534652,0.008216300033857956,0.0025554610435689364,-0.006867361431506674,-0.005800744010189064,0.0014446085621162333,-0.002947290456352803
