"","FSC-A","FSC-H","SSC-A","SSC-H","CD20","CD56","CD45","CD38","CD138","CD4_IgD","CD14_7AAD","CD19","CD16","CD8","CD3","CD27","TIME","CD4","IgD","Plate","Index","Cell"
"JR1166_1_CSF_all.fcs.1929",194048,141297.125,209152,137502.88504871,0.290428326501706,-0.27175775642708,5.27568243937452,0.160005776971247,0.408260565603565,3.16706778037673,-0.741969245995598,0.595254753880164,0.428925528229342,0.057523332821312,2.93537817743366,2.6303450617915,11,3.16706778037673,0.0138950911935259,1,"K3","1166_1_1_K03"
"JR1166_1_CSF_all.fcs.1990",343296,246769.125,170240,122004.447840137,0.000746487432296397,0.774627429476123,4.9990489009375,0.118523089690349,-0.943338780158238,3.50070957969614,-0.907683179678681,-0.0587254785987953,0.766275405237118,0.726015937562963,3.312600993186,0.292733364533548,12,3.50070957969614,0.105236340669472,1,"L3","1166_1_1_L03"
"JR1166_1_CSF_all.fcs.2033",352512,262897.125,147712,117226.734114185,0.751974068002114,0.304588698702285,5.1725689855349,0.963565543824148,1.04101061065544,3.67619785641721,0.840305999441974,-0.523590283639456,1.1751787288961,-0.084738336671793,3.21826122907341,1.88809784437677,12.875,3.67619785641721,-0.107550572887973,1,"M3","1166_1_1_M03"
"JR1166_1_CSF_all.fcs.2040",336384,262641.125,165888,117925.911732617,-0.165733350472646,0.808234306503034,4.78540552874795,-0.295090521902126,-0.422366105777587,3.0840019090635,0.0112977409220419,0.641721220018189,0.0810021388010581,1.26939360161358,2.73183147061201,1.78444263383554,13,3.0840019090635,0.137342311830522,1,"N3","1166_1_1_N03"
"JR1166_1_CSF_all.fcs.2078",386304,284913.125,184832,123169.743870856,-0.381682491719665,1.36824896908697,5.93265918794467,0.298450882643455,0.0647155369175688,0.0621521950720889,0.457644798299734,-0.0781966296543963,-1.32562404802667,1.86544588760446,3.61407646431095,1.44221396555188,13.625,0.0621521950720889,-0.174249325244517,1,"O3","1166_1_1_O03"
"JR1166_1_CSF_all.fcs.2097",285184,223473.125,129280,111167.194754442,0.18826805161415,0.831656279061842,4.74210427536535,0.711726052486544,-1.16838458227079,3.66805834601448,1.06013418982887,-0.849167016482637,-0.171951207870159,-0.661790865493241,3.03926668893276,1.96501595313146,14,3.66805834601448,-0.197049808335665,1,"P3","1166_1_1_P03"
"JR1166_1_CSF_all.fcs.2111",337408,256241.125,138240,117459.793320329,0.176581279162859,2.92536587949486,4.06092396639819,1.29365221929545,0.0717112879503699,0.0205108731556616,0.301931396131462,0.0899032514553088,-0.464271164387937,0.882213328240499,0.271030104791217,0.115446802510076,14.375,0.0205108731556616,0.15909332776861,1,"P4","1166_1_1_P04"
"JR1166_1_CSF_all.fcs.2170",308992,217329.125,156928,119557.326175625,0.149686164956861,-0.113118462628847,5.17634660052477,-0.180086721324332,-0.566544070154198,3.74331252592969,0.95537386546869,-0.284084131607641,0.37645051416383,0.819103720058973,2.96872301776756,0.532931442405051,15.75,3.74331252592969,-0.0081312874902169,1,"O4","1166_1_1_O04"
"JR1166_1_CSF_all.fcs.2237",390144,245489.125,269568,138435.121873286,0.311239274057527,-1.44495158406726,8.87080841990837,3.1501090874658,1.10330067529729,4.26386143356432,0.574561751288158,-1.0702264335959,1.56275995749848,1.44524585254428,3.38272699156549,2.04781035086475,17.125,4.26386143356432,-0.117712844972957,1,"N4","1166_1_1_N04"
"JR1166_1_CSF_all.fcs.2251",360192,263153.125,187136,118625.089351049,0.426068164016937,-0.0123530355957987,5.17944058922712,-0.483248796669692,0.219962530708539,3.98776026665179,1.0082502759567,-0.076891640307279,-0.333837488569898,1.04171946099125,3.397221431916,0.69365594626186,17.25,3.98776026665179,0.0589764914104484,1,"M4","1166_1_1_M04"
"JR1166_1_CSF_all.fcs.2262",362496,271345.125,152320,117809.382129545,0.280856562611527,0.637249032152337,5.34273791004636,0.775119345838144,1.13024547233856,3.58178059078239,-0.156296096465186,-0.482449583434224,1.05206830627178,-0.0210660492812217,2.80534759782818,2.75276738713077,17.375,3.58178059078239,0.097808805382133,1,"L4","1166_1_1_L04"
"JR1166_1_CSF_all.fcs.2273",321024,242161.125,161792,119906.914984841,0.179825530513643,-1.08757861756532,4.728137561947,-0.64506634361758,-0.0607436451145179,2.53489015790387,0.409555730889915,0.771880127769814,1.2449326769704,-0.499214939509206,2.12320054280946,2.40870948272017,17.625,2.53489015790387,-0.050228549124314,1,"K4","1166_1_1_K04"
"JR1166_1_CSF_all.fcs.2277",315392,219121.125,160512,117809.382129545,0.0179908792900973,1.3531427747967,5.16832037618758,0.419447655189774,0.244735756337431,0.0306058199300279,-0.425388497236109,0.32508825624811,0.382447226494323,4.3146075980791,2.28530322383444,1.36808498162435,17.75,0.0306058199300279,-0.0429385685963655,1,"J4","1166_1_1_J04"
"JR1166_1_CSF_all.fcs.2340",352256,249073.125,187904,124917.687916936,0.693659999203012,-0.0103508642677698,4.94792819374311,-0.82061012623535,-0.342246006480118,3.99422504179934,0.462478723275667,-0.140452720542539,-0.142411483982166,1.19279709934271,2.72909395749621,1.12318015999601,18.75,3.99422504179934,0.0481117750347572,1,"I4","1166_1_1_I04"
"JR1166_1_CSF_all.fcs.2376",277760,211953.125,198912,128530.105612167,-0.0556222166599805,-0.70626649776782,5.28785432045906,-0.247818259377435,-1.14638943678893,0.0267907966625788,0.895473583749947,0.105624577210415,-0.969223773484046,4.64311214328674,3.38940396690182,1.17560729170661,19.5,0.0267907966625788,0.0970694025165343,1,"H4","1166_1_1_H04"
"JR1166_1_CSF_all.fcs.2403",404736,276721.125,194560,127481.33918452,-0.0651881952681828,0.91793086469915,5.06182777435218,0.830132228746683,-1.15427146086044,4.20396533147481,1.51448412954582,-0.352792302766657,0.289091443231461,-0.171430298694187,3.62519461446105,0.538578084984863,19.875,4.20396533147481,0.0513730718372306,1,"G4","1166_1_1_G04"
"JR1166_1_CSF_all.fcs.2435",329728,242673.125,149760,119324.266969481,0.40616619484583,0.991389271753616,5.00211374242248,0.737367144418738,0.495755824497224,3.90595348884052,-0.857900829704128,0.0310332857662326,0.0623405793022611,0.773258594373821,2.60416767445513,1.85804192822023,20.25,3.90595348884052,0.183735826188754,1,"F4","1166_1_1_F04"
"JR1166_1_CSF_all.fcs.2514",331520,241649.125,155648,123985.45109236,0.168150696128523,0.113690786495376,4.89036763085429,-0.0947452414923318,0.348013527797008,3.71557265299852,-0.0816496273482946,-0.0546534547142444,0.854368801939353,-0.811112962190476,2.14674629598381,0.285157333270655,21.25,3.71557265299852,-0.0290875930983285,1,"E4","1166_1_1_E04"
"JR1166_1_CSF_all.fcs.2546",386304,289265.125,164864,118392.030144905,0.272711769728259,0.489781043533619,5.01446340862202,0.75153887226272,-1.27418122189396,3.83259762001604,0.427539672334267,-0.470143913906335,-0.413686271032784,0.0480946326320874,2.86291683034875,1.71209011612152,21.625,3.83259762001604,0.00751668643509999,1,"D4","1166_1_1_D04"
"JR1166_1_CSF_all.fcs.2566",398336,301297.125,153856,118858.148557193,0.795339299479227,-0.360565843036298,4.65586220364751,1.01474501405957,-0.280146547150806,3.64789100596923,1.11651555667226,-0.0819386188828091,0.169689438212084,0.707469657244906,3.20969072203157,1.84967716927198,21.75,3.64789100596923,0.0868480067195505,1,"C4","1166_1_1_C04"
"JR1166_1_CSF_all.fcs.2599",336128,246769.125,137216,117576.322923401,0.281503507085254,-0.551273077036117,4.74770588794185,-0.474820061790065,-0.867256303080563,3.39320239849041,-0.164505305139067,0.552838708825319,0.524454657829342,0.917656588388394,2.19362297122279,0.308904316618849,22,3.39320239849041,0.0335848906202,1,"B4","1166_1_1_B04"
"JR1166_1_CSF_all.fcs.2623",347392,250097.125,199168,130278.049658247,0.188790668974841,0.487720723602412,5.473813425578,1.16491824986282,0.990224951579596,4.05085497732646,0.383440555772235,0.315055245325982,-0.275602769508029,1.25102558292235,3.26543569960226,1.48827748656224,22.25,4.05085497732646,-0.034933821070217,1,"A4","1166_1_1_A04"
"JR1166_1_CSF_all.fcs.2639",327680,238321.125,185600,123868.921489288,0.187970055830424,0.512261695870956,4.72509170314504,0.356828052145711,-0.606984323290075,3.86039651423281,0.340075015193631,0.532853237834657,0.726379604027239,-0.763250694810735,2.78296845096721,0.57097893668395,22.375,3.86039651423281,0.246381807114836,1,"A5","1166_1_1_A05"
"JR1166_1_CSF_all.fcs.2683",360704,244209.125,170240,118275.500541833,0.241466941247703,0.923032763679935,5.06101841451059,-0.208250969376748,-0.272297365934828,3.94573920145869,-1.11972132813045,0.644420227826742,0.3282089099783,1.06275860805756,2.79004685053703,0.269222046770334,22.75,3.94573920145869,0.0289790891681382,1,"B5","1166_1_1_B05"
"JR1166_1_CSF_all.fcs.2700",365056,272625.125,166912,115711.84927425,-0.12295029110685,0.41298285378439,4.77714805074233,1.39367359095605,0.302455544694004,3.58419653200866,0.151951773461846,-0.258169624787336,0.411799263527644,0.660402706862752,3.1436794939959,2.25098651951104,23,3.58419653200866,-0.0336134832314763,1,"C5","1166_1_1_C05"
"JR1166_1_CSF_all.fcs.2723",337664,256241.125,155136,116527.556495753,0.82472250779598,0.729726425386244,5.03601074185112,-0.67849999149627,-0.987010949889007,3.45452993132806,-0.160247476078998,0.517353953108567,1.07998021735285,-0.350402281843783,3.27903175821611,1.85087005764631,23.25,3.45452993132806,0.140609614863621,1,"D5","1166_1_1_D05"
