"","FSC-A","FSC-H","SSC-A","SSC-H","CD20","CD56","CD45","CD38","CD138","CD4_IgD","CD14_7AAD","CD19","CD16","CD8","CD3","CD27","TIME","CD4","IgD","Plate","Index","Cell"
"JR1166_1_CSF_all.fcs.426",263168,202481.125,167936,120139.974190985,0.128543796215309,0.707465322170355,5.63225614525051,0.943312007628701,0.0116152926949362,0.0176241544445718,0.515919054352841,-0.741252740042218,-0.946984580398989,4.18955227023419,2.68675183035712,2.03522605193,0.375,0.0176241544445718,0.0888068270108265,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.427",265984,209137.125,145408,121305.270221705,-0.11337977237469,0.438023197412005,5.58706110759897,0.356786533735363,-0.78221689652851,0.0190735932382766,-0.599771056706043,0.478209677542762,1.0589274911532,5.62372061507705,2.73716164235265,1.48346762750796,0.375,0.0190735932382766,0.112294805814665,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.428",323072,253681.125,145152,114896.142052746,-0.12819279785878,0.562661273074341,5.19898581363162,-0.606224666676275,-0.13139437305973,3.73552089315061,-0.594256304328263,0.471848891759604,0.548099373769084,-0.143291981784907,2.91079591373617,2.1060031184239,0.375,3.73552089315061,0.0421450916295472,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.429",300800,232689.125,167424,117809.382129545,0.647903231146202,-0.20877967632732,5.42805055539087,0.580904805797685,-0.0773977445549453,3.65737532958886,-0.673275471966789,-0.349818099186288,0.789906932738052,0.0208430423278097,2.65128753292255,1.66786012391918,0.375,3.65737532958886,0.121910571518571,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.430",266752,212977.125,153600,119790.385381769,0.488659997670444,-0.603593082343015,4.74579414196341,0.320887935189046,0.337194234549309,3.27647825723448,0.369595209508692,-0.0599791952996267,-0.213279985981786,1.18456297718347,1.99133277433812,1.18629644206511,0.375,3.27647825723448,-0.0797541821312857,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.431",320000,236017.125,166656,125500.335932296,0.744190978199674,2.31483431440961,5.62187928320852,0.518316264801972,-0.957651430414088,0.0382462177236406,-0.90968583443604,0.296237192422195,1.06640053627197,5.83222291069458,-1.71419426206111,1.30916312826584,0.375,0.0382462177236406,0.207517374320658,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.433",294144,233201.125,147712,120955.681412489,-0.0729293427640277,1.21077906408963,4.79471371950328,-0.209826019778684,-1.23429002386163,3.81467740813953,-1.08226909654086,0.188069508252838,-0.191423012814793,1.33692270036173,3.43492839395875,0.190597832958841,0.5,3.81467740813953,0.0886775330492277,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.436",333056,240881.125,149504,117226.734114185,0.280749186491507,0.709052367054251,5.26022173350011,0.140280789503264,-0.525080507664887,3.90337524251957,0.351679114490405,0.211062886799001,0.195837571622554,1.08519207022029,3.44977214997116,0.171976546229425,0.5,3.90337524251957,0.107976236968166,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.441",439040,298737.125,225024,132142.523307399,2.33204113873464,1.30179270171477,4.69620309927255,3.0144418091648,2.1226155483318,0.0181262968950804,0.0740383038550112,2.75766181522225,0.687787668549127,0.734511079143004,2.51071818424125,2.76933245137749,0.5,-0.0953407700042337,0.0181262968950804,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.446",289024,205041.125,210688,134706.174574982,0.308364729260805,1.23260084326453,5.54295303408127,0.766144562232774,-0.336197321136157,0.0440024574708526,-0.936861451606522,0.392823179263446,-0.073166411830895,5.49712362926078,2.50229530382902,1.00678545907968,0.5,0.0440024574708526,0.219453115824948,1,"A1","1166_1_1_A01"
"JR1166_1_CSF_all.fcs.1178",327168,248817.125,170240,124568.09910772,0.425994597322113,0.875066525980797,5.52616053882825,0.372249753782784,-1.05732832914271,3.76323582266508,1.06827172269667,-0.602080710743717,-0.90033683334982,1.14594661077095,4.00841941980122,1.96082045197844,1.5,3.76323582266508,-0.0367417283961754,1,"B1","1166_1_1_B01"
"JR1166_1_CSF_all.fcs.1205",402432,303089.125,156416,117226.734114185,-0.0184381812257613,-0.142518944412546,5.30174982124848,-0.0300212775685936,-0.0588133822006639,3.57606324309815,1.07100392232468,0.264015493387849,0.484011241425442,1.24148063726394,3.01409144738886,2.02567284796297,1.625,3.57606324309815,0.149806280125343,1,"C1","1166_1_1_C01"
"JR1166_1_CSF_all.fcs.1223",361984,277745.125,160256,118392.030144905,0.764577805938042,-1.29771853839365,4.87440514909105,0.811616732703285,0.135642739368073,3.36476374240877,0.666304650974531,0.419079455048963,-0.468952910038134,0.663099404364423,2.87270527312996,2.27456281030453,1.875,3.36476374240877,0.128575334889505,1,"D1","1166_1_1_D01"
"JR1166_1_CSF_all.fcs.1259",305920,223473.125,159232,118275.500541833,0.464801177243461,0.860195715679288,5.63818574608898,0.750454706273555,-0.238378229650595,0.0184443625766369,1.2512800737026,-0.712064242918079,0.515428819425001,5.4902399677077,2.92403337532601,1.99855282926077,2.125,0.0184443625766369,0.171604075956414,1,"E1","1166_1_1_E01"
"JR1166_1_CSF_all.fcs.1281",345344,263921.125,200448,132492.112116615,0.313942384112129,1.10224072898269,5.13765840398565,1.37294819348466,0.806620451637363,3.97067064482204,1.37540497783015,0.559235841720597,0.182218566127405,-0.346609267426391,3.207603243685,0.930805562199303,2.375,3.97067064482204,0.135764730626841,1,"F1","1166_1_1_F01"
"JR1166_1_CSF_all.fcs.1294",375808,290545.125,177664,127131.750375304,-0.210826819619622,0.67192364505533,5.41523929240647,-0.593515224408132,1.01394283150218,4.13209545948417,1.44892522187178,-0.344791533229177,-1.10369046898321,0.8578029338394,3.60966592428759,1.04394262265464,2.375,4.13209545948417,-0.122908265485487,1,"G1","1166_1_1_G01"
"JR1166_1_CSF_all.fcs.1322",654848,440049.125,384000,161158.394472322,0.0605200351393214,-0.244852125817728,5.44244139039386,4.69211209137253,5.07331877986996,0.0993984984618937,-0.56406476863376,3.36163170559479,1.0564368259143,-0.171915781546203,-1.84905556355971,2.08610530249453,2.625,-0.179900269013609,0.0993984984618937,1,"H1","1166_1_1_H01"
"JR1166_1_CSF_all.fcs.1338",379136,296945.125,145408,115595.319671178,0.295374803226278,0.281808498936407,4.96134190619232,-0.662703479338262,-0.585749851158417,3.81433071321383,-0.682450012209431,-0.240032776050903,-0.102225294434626,1.50245701855004,2.77850342100307,0.36028944289556,2.75,3.81433071321383,-0.0815694075676628,1,"I1","1166_1_1_I01"
"JR1166_1_CSF_all.fcs.1358",367104,268785.125,166656,117809.382129545,0.102698522037965,-0.0406336758794114,4.97021873656581,0.570668805190537,-0.891071991924722,3.63854410817562,-0.773287636807104,0.439723022163411,0.131457258684088,0.711944468117823,3.04476033287655,1.4029707328925,2.875,3.63854410817562,0.0990771408051898,1,"J1","1166_1_1_J01"
"JR1166_1_CSF_all.fcs.1381",366080,268529.125,172032,124568.09910772,0.165544010125251,-0.101252148800642,5.03726561941482,0.824205996464987,0.156736349960344,3.79796453423888,-1.03948908521353,-0.0170535853403875,0.610298011779829,1.07227404339415,2.59934526497195,1.5045344786706,3.125,3.79796453423888,0.016691095654562,1,"K1","1166_1_1_K01"
"JR1166_1_CSF_all.fcs.1398",409344,304625.125,212992,128180.516802951,0.198585680394396,0.524548035552128,5.34074360937436,-0.0599839808509556,-0.462331288157481,3.8909360374766,-0.569376186536754,-0.509454322070187,0.202856030618667,0.970487478579826,2.23049475861163,0.654011548742133,3.25,3.8909360374766,0.034759826405485,1,"L1","1166_1_1_L01"
"JR1166_1_CSF_all.fcs.1408",371456,273649.125,162560,115711.84927425,0.313525389207314,-0.233442103180455,4.69017567801211,0.310501425886587,0.32337152563298,3.52796098873102,1.0412047726847,-0.0549449145458545,-0.00237798163906496,0.192742250903389,2.80707121546629,1.1505675672706,3.5,3.52796098873102,-0.0157383617143409,1,"M1","1166_1_1_M01"
"JR1166_1_CSF_all.fcs.1425",290560,221169.125,131072,112915.138800522,0.144371905086355,0.432880339834279,4.8279209066126,-0.157823822673876,-0.277906758315546,2.97938231130328,-0.72930136540736,0.382524696995011,-0.121764833386214,-0.391683526650147,3.02980100320625,1.00390690461519,3.62499976158142,2.97938231130328,0.288180486844061,1,"N1","1166_1_1_N01"
"JR1166_1_CSF_all.fcs.1440",412672,305137.125,175872,118741.618954121,0.190817938939539,0.356146642041114,5.46977132019344,-0.160273877342349,-0.126134738893666,3.94180759870854,-1.06710135760556,0.198243403437368,-0.164284586661729,0.385471968698217,3.10066871448827,0.849570289564948,3.87499976158142,3.94180759870854,0.00761940997557675,1,"O1","1166_1_1_O01"
"JR1166_1_CSF_all.fcs.1448",365312,272369.125,166144,119207.737366409,0.484211586542928,0.189095185115013,4.98741280667026,0.887669715779639,0.299523811047191,3.90994144091539,0.255663930373877,0.260148166094354,0.92281236193482,0.761688195984097,2.57847790829001,1.96289592078365,4,3.90994144091539,0.105527590096269,1,"P1","1166_1_1_P01"
"JR1166_1_CSF_all.fcs.1462",367616,252401.125,207360,128530.105612167,0.847317393689174,0.798778613765705,4.99741935633934,0.410434291109714,-0.506619832143558,3.61319107089504,0.769725563325106,-0.447297634392567,0.0131279762067017,0.923227806552725,2.59297717314901,1.18292085622011,4.125,3.61319107089504,0.0339784781621606,1,"P2","1166_1_1_P02"
"JR1166_1_CSF_all.fcs.1473",324352,230129.125,147456,117343.263717257,0.0561922998837789,0.696112869786074,5.39607881208347,-0.0708251114145875,1.01671651240929,3.97146248797256,0.445782792307044,1.24078144577742,0.502507927836443,1.12069552387554,3.34175356420752,2.55521084861449,4.375,3.97146248797256,0.167264996485118,1,"O2","1166_1_1_O02"
"JR1166_1_CSF_all.fcs.1505",284416,202737.125,168448,121072.211015561,0.610583745638997,0.420102124474011,4.71275913591946,0.980443146990276,0.907817614402156,3.11919654797409,0.828825182009187,0.370505338008456,-0.301905348966196,0.752766132110953,3.22234317475394,1.04431380248961,4.625,3.11919654797409,0.0461563861934299,1,"N2","1166_1_1_N02"
"JR1166_1_CSF_all.fcs.1527",358912,270065.125,168704,119557.326175625,0.439311705294912,1.16223055203759,4.90736351542548,-0.114560651818363,0.405713259116789,3.13365838365113,0.239719207679156,0.631638818023525,0.344360555440628,-0.156749387638739,3.0806548582611,1.02777862066967,4.875,3.13365838365113,-0.046574272956749,1,"M2","1166_1_1_M02"
"JR1166_1_CSF_all.fcs.1542",266240,191985.125,144640,118042.441335689,0.36557593648559,0.489344582772996,4.96671687632833,0.191741347447938,-0.270607893400697,0.918085849608935,-0.410796786085024,-0.380045081351304,0.61662693225053,0.0970864346940452,2.71429213006553,1.01591322418355,5.125,0.918085849608935,0.133701386404231,1,"L2","1166_1_1_L02"
"JR1166_1_CSF_all.fcs.1567",436224,336625.125,178432,123402.803077,0.479282966263104,-0.0386973013396252,5.27671733069702,-0.0844511850753504,0.871978101213961,4.03426646302368,1.78308965241694,-0.00500092589785187,-0.00551919614490256,1.36394116316848,3.53563481443122,1.91001439100773,5.5,4.03426646302368,0.144892712114657,1,"K2","1166_1_1_K02"
"JR1166_1_CSF_all.fcs.1586",323840,249841.125,142080,114779.612449674,0.257536934278037,1.05918409605654,5.05965028058787,-0.378169333800525,1.50111227022103,3.6836040617822,-0.660140415663161,-0.40059622004011,0.787437613694501,1.03117909597367,3.35874739054912,1.10468501413513,5.75,3.6836040617822,0.0627775394708019,1,"J2","1166_1_1_J02"
"JR1166_1_CSF_all.fcs.1601",378624,284401.125,155648,117925.911732617,0.425781495092165,0.682551047709516,4.95405615695948,0.943558782782805,-1.03318518142035,4.00339873949812,1.35490096281535,-0.535777046921831,-1.25268401248808,0.995894381794738,3.44966880393638,0.749856374814139,6,4.00339873949812,0.170224055159757,1,"I2","1166_1_1_I02"
"JR1166_1_CSF_all.fcs.1612",336128,254961.125,142848,118042.441335689,0.372711918711849,0.187631706823904,5.32429330713532,-0.426329462928649,0.641438123373114,3.7065093120501,-0.345326406757584,0.793754614331767,0.470499162961627,-0.120323824052357,3.26306372846421,1.72870258711974,6.25,3.7065093120501,0.0453495458098397,1,"H2","1166_1_1_H02"
"JR1166_1_CSF_all.fcs.1627",390400,296689.125,150784,118625.089351049,0.260050017388273,0.33625063075251,5.77667586951918,0.526285165475697,-0.0948851796957317,3.9343516536557,-0.475639627982578,0.135744471956955,0.587721776059988,0.525421841483802,2.67618797603152,1.89253286725055,6.375,3.9343516536557,-0.0866484388438107,1,"G2","1166_1_1_G02"
"JR1166_1_CSF_all.fcs.1646",349696,262385.125,128000,114080.434831242,0.423695666106622,0.529848534693545,4.87626860089403,0.565501371732841,0.056610014397029,3.12263045317266,-0.0558663743048671,0.885566317911465,0.135457910154712,-0.0297085210320104,2.14319457099435,0.262157159860464,6.625,3.12263045317266,0.0441691110899345,1,"F2","1166_1_1_F02"
"JR1166_1_CSF_all.fcs.1660",380672,294385.125,167168,118741.618954121,0.261505083543871,-0.0195138167687714,5.56990791744319,-0.625749975488675,0.208774180025096,0.0162879712156735,0.0604564286765136,-0.0195495425528343,0.769860297451666,5.33370107554126,2.31716899517985,1.44256139948501,6.74999952316284,0.0162879712156735,-0.0179650658654536,1,"E2","1166_1_1_E02"
"JR1166_1_CSF_all.fcs.1676",310272,230129.125,179968,126082.983947656,0.25791951266559,-0.912576749227072,6.01007804800723,1.5199214436079,-0.10214064374612,0.0418429331427292,0.410038651152217,-1.07212376170989,0.729473075616534,5.46465464499043,1.34776319471752,0.727597569934531,7,0.0418429331427292,-0.0598852748379395,1,"D2","1166_1_1_D02"
"JR1166_1_CSF_all.fcs.1701",354304,263153.125,181248,124451.569504648,0.54858866213289,-0.856516814750077,4.83697806764793,1.11328875989014,0.728133031329698,0.00740984270181147,-0.0143592706409211,-0.504125152837625,0.477153133874791,5.40453926862002,0.0304919731215401,0.908615788967472,7.37500047683716,0.00740984270181147,0.0912836147150537,1,"C2","1166_1_1_C02"
"JR1166_1_CSF_all.fcs.1719",323328,231409.125,205312,126432.572756872,2.94197779662676,-0.61032749724308,4.71613950548255,1.66548596735661,-1.12808400647396,0.0321697155809472,0.674141624398848,3.1750612155983,-0.309441711202612,0.904186866067086,1.27355464359288,2.36478702333982,7.5,0.0853253210038949,0.0321697155809472,1,"B2","1166_1_1_B02"
"JR1166_1_CSF_all.fcs.1729",366336,278257.125,161024,120489.563000201,0.335151976880565,-0.163764539557361,5.04144512063247,-0.506565834102666,-0.952018820924239,3.88693258053962,1.4749138912954,0.426452182123792,0.380181425254572,0.945240984260872,3.08713780326108,2.23480062635164,7.74999952316284,3.88693258053962,-0.0434154544628348,1,"A2","1166_1_1_A02"
"JR1166_1_CSF_all.fcs.1741",345344,258033.125,144896,116061.438083466,0.315316980058948,0.407430699642322,5.2784822040053,-1.07436145651931,-0.318524204581184,3.85480255626471,-0.497208945558661,1.10261576869427,0.445770738219927,0.80923545854726,3.47850883477233,1.06417018429398,8,3.85480255626471,-0.0457338490845282,1,"A3","1166_1_1_A03"
"JR1166_1_CSF_all.fcs.1748",317696,241905.125,131584,113614.316418954,0.735730593337566,-0.562232376510052,5.12599510128202,-0.643240902592485,0.54368955134055,2.64600311175431,-0.0571793702433296,0.659620095925233,0.436983105968401,1.22657679826039,1.65246718958237,2.30224141812501,8.125,2.64600311175431,0.0820706004976374,1,"B3","1166_1_1_B03"
"JR1166_1_CSF_all.fcs.1765",366080,283633.125,179456,125733.39513844,0.396060663048195,0.0470485715517016,5.13051027005384,-0.511444223729431,-0.392062623002307,3.43376306170926,-0.448147713281238,0.61752737370119,0.232485767411075,-0.325204790955624,2.51150873901059,1.1246664531854,8.375,3.43376306170926,-0.054561685625444,1,"C3","1166_1_1_C03"
"JR1166_1_CSF_all.fcs.1794",291072,218609.125,137984,117576.322923401,0.544523958202735,0.691913257582356,4.60927544397857,-0.316515302438675,0.431114603098796,2.96571228374252,0.0618902378530139,0.423010459663486,1.1691676258246,-0.181223400022015,2.96832387626551,0.229742673712525,8.75,2.96571228374252,-0.0569522497090752,1,"D3","1166_1_1_D03"
"JR1166_1_CSF_all.fcs.1814",327936,249073.125,119808,110817.605945226,-0.059361181973004,0.378087434362499,5.09094762359191,0.356878630406105,0.912293282139205,3.80708986016845,1.05832270753511,0.238020298422379,-0.714109642034982,1.69164263393042,3.20946611555424,1.14333444093787,9,3.80708986016845,0.169213306408247,1,"E3","1166_1_1_E03"
"JR1166_1_CSF_all.fcs.1829",376832,281585.125,194560,127714.398390664,0.36447292652111,0.182945752755971,5.38827440557011,0.396460359739078,0.315690590362564,4.21154492673024,-1.05090135851113,0.244428672615604,-0.146041593102519,1.16252050483719,3.44073049159614,0.38051403114202,9.25,4.21154492673024,-0.292915229680887,1,"F3","1166_1_1_F03"
"JR1166_1_CSF_all.fcs.1842",292352,196337.125,194560,128180.516802951,3.48448041343487,-0.757305888359353,4.6422287741468,-0.236281324644489,-0.44407057695826,0.0201271625372777,1.29285080676264,3.23179459705821,0.869049408031879,-0.931706809443722,-0.239262763399015,0.852540644624135,9.625,-0.00487472778527857,0.0201271625372777,1,"G3","1166_1_1_G03"
"JR1166_1_CSF_all.fcs.1850",368896,287729.125,200960,124568.09910772,0.380984497245665,-0.636462684442851,5.9346590878261,-0.780145501399738,-0.698121464201435,0.0340880261371137,0.357878725954898,-0.0284133519382694,-0.99827934210699,4.79102347699462,3.20384302115994,2.27874151461412,9.875,0.0340880261371137,-0.00145418818577608,1,"H3","1166_1_1_H03"
"JR1166_1_CSF_all.fcs.1875",346112,259825.125,164608,116993.674908041,0.400142322537145,-0.322450353169209,5.07251791817733,0.00622774294610464,-0.366815271234344,3.27780515486972,1.19356753656469,-0.00856618314609943,-0.842869446700835,1.43114111392534,2.53957993668134,2.04258112644114,10.25,3.27780515486972,0.0196536161946828,1,"I3","1166_1_1_I03"
"JR1166_1_CSF_all.fcs.1905",372224,284401.125,151552,116644.086098825,-0.293327075382678,0.928525441200508,5.08239791512,0.789232309331321,0.0165171245654753,3.74246214693004,-0.510086262977199,0.340654197612465,-0.0832682787560333,-0.0169142559658937,2.94755240458952,0.580002937885273,10.625,3.74246214693004,0.255342834536553,1,"J3","1166_1_1_J03"
