"","logFCCohen","FDRcorrMannW","topVals","topNames"
"1_TSPAN6",-0.186482159090648,0.968658944276057,"FALSE",NA
"2_TNMD",0,NA,"FALSE",NA
"3_DPM1",-0.0931070388797129,0.974699735235089,"FALSE",NA
"4_SCYL3",-0.174902701521675,0.968658944276057,"FALSE",NA
"5_C1orf112",-0.142144987300883,0.968658944276057,"FALSE",NA
"6_FGR",-0.12464501710499,0.968658944276057,"FALSE",NA
"7_CFH",0,NA,"FALSE",NA
"8_FUCA2",0.24830222214948,0.968658944276057,"FALSE",NA
"9_GCLC",0.302100881933685,0.968658944276057,"FALSE",NA
"10_NFYA",0.303448495330455,0.973209825528406,"FALSE",NA
"11_STPG1",0.451315234069243,0.996462848829211,"FALSE",NA
"12_NIPAL3",0.0919209897517128,0.976018706196534,"FALSE",NA
"13_LAS1L",0.20589200986064,0.870713000150445,"FALSE",NA
"14_ENPP4",0.270687866285183,0.968658944276057,"FALSE",NA
"15_SEMA3F",0.25,0.968658944276057,"FALSE",NA
"16_CFTR",-0.138013111868471,0.870713000150445,"FALSE",NA
"17_ANKIB1",0.183743638212589,0.968658944276057,"FALSE",NA
"18_CYP51A1",0.130587833125148,0.982565158162787,"FALSE",NA
"19_KRIT1",0.150877444350844,0.993970630612585,"FALSE",NA
"20_RAD52",0.337185329194509,0.968658944276057,"FALSE",NA
"21_BAD",-0.153917769289107,0.968658944276057,"FALSE",NA
"22_LAP3",0.186820057658993,0.968658944276057,"FALSE",NA
"23_CD99",0.051591692344699,0.968658944276057,"FALSE",NA
"24_HS3ST1",-0.234506335407921,0.968658944276057,"FALSE",NA
"25_AOC1",-0.234913284508952,0.968658944276057,"FALSE",NA
"26_WNT16",-0.170869049072611,0.968658944276057,"FALSE",NA
"27_HECW1",-0.0519071123847296,0.974699735235089,"FALSE",NA
"28_MAD1L1",0.125949636251845,0.968658944276057,"FALSE",NA
"29_LASP1",0.201685743347384,0.968658944276057,"FALSE",NA
"30_SNX11",0.00760761171208851,0.996092565248829,"FALSE",NA
"31_TMEM176A",0,NA,"FALSE",NA
"32_M6PR",0.333125242078351,0.968658944276057,"FALSE",NA
"33_KLHL13",0,NA,"FALSE",NA
"34_CYP26B1",0,NA,"FALSE",NA
"35_ICA1",-0.192772932905275,0.968658944276057,"FALSE",NA
"36_DBNDD1",0.0116334873086666,0.968658944276057,"FALSE",NA
"37_ALS2",-0.0126525478067767,0.968658944276057,"FALSE",NA
"38_CASP10",0.269654255740045,0.968658944276057,"FALSE",NA
"39_CFLAR",0.535511945892217,0.968658944276057,"FALSE",NA
