"","SampleID","MUX_ID","MUX_name","Patient","Visit","Celltype","Plate","WellPos","SeqTechnique","DENVspecificity","ClusterID","Isotype"
"RHB4840","RHB4840","MUX5158","RNA0159L3","LNA018","V2","PB","P1",19,"smartseq","nd","cluster1_2_4","nd"
"RHB4841","RHB4841","MUX5158","RNA0159L3","LNA018","V2","PB","P1",20,"smartseq","nd","cluster1_2_4","nd"
"RHB4842","RHB4842","MUX5158","RNA0159L3","LNA018","V2","PB","P1",21,"smartseq","nd","cluster1_2_4","nd"
"RHB4843","RHB4843","MUX5158","RNA0159L3","LNA018","V2","PB","P1",22,"smartseq","nd","cluster1_2_4","nd"
"RHB4844","RHB4844","MUX5158","RNA0159L3","LNA018","V2","PB","P1",23,"smartseq","nd","cluster1_2_4","nd"
"RHB4845","RHB4845","MUX5158","RNA0159L3","LNA018","V2","PB","P1",24,"smartseq","nd","cluster1_2_4","nd"
"RHB4846","RHB4846","MUX5158","RNA0159L3","LNA018","V2","PB","P1",25,"smartseq","nd","cluster1_2_4","nd"
"RHB4847","RHB4847","MUX5158","RNA0159L3","LNA018","V2","PB","P1",26,"smartseq","nd","cluster1_2_4","nd"
"RHB4848","RHB4848","MUX5158","RNA0159L3","LNA018","V2","PB","P1",27,"smartseq","nd","cluster1_2_4","nd"
"RHB4849","RHB4849","MUX5158","RNA0159L3","LNA018","V2","PB","P1",28,"smartseq","1","cluster1_2_4","nd"
"RHB4850","RHB4850","MUX5158","RNA0159L3","LNA018","V2","PB","P1",29,"smartseq","1","cluster1_2_4","nd"
"RHB4851","RHB4851","MUX5158","RNA0159L3","LNA018","V2","PB","P1",30,"smartseq","nd","cluster1_2_4","nd"
"RHB4852","RHB4852","MUX5158","RNA0159L3","LNA018","V2","PB","P1",31,"smartseq","nd","cluster1_2_4","nd"
"RHB4853","RHB4853","MUX5158","RNA0159L3","LNA018","V2","PB","P1",32,"smartseq","nd","cluster1_2_4","nd"
"RHB4854","RHB4854","MUX5158","RNA0159L3","LNA018","V2","PB","P1",33,"smartseq","nd","cluster1_2_4","nd"
"RHB4855","RHB4855","MUX5158","RNA0159L3","LNA018","V2","PB","P1",35,"smartseq","nd","cluster1_2_4","nd"
"RHB4856","RHB4856","MUX5158","RNA0159L3","LNA018","V2","PB","P1",36,"smartseq","nd","cluster1_2_4","nd"
"RHB4857","RHB4857","MUX5158","RNA0159L3","LNA018","V2","PB","P1",37,"smartseq","nd","cluster1_2_4","nd"
"RHB4858","RHB4858","MUX5158","RNA0159L3","LNA018","V2","PB","P1",38,"smartseq","nd","cluster1_2_4","nd"
"RHB4859","RHB4859","MUX5158","RNA0159L3","LNA018","V2","PB","P1",39,"smartseq","nd","cluster1_2_4","nd"
"RHB4860","RHB4860","MUX5158","RNA0159L3","LNA018","V2","PB","P1",40,"smartseq","1","cluster1_2_4","nd"
"RHB4861","RHB4861","MUX5158","RNA0159L3","LNA018","V2","PB","P1",41,"smartseq","nd","cluster1_2_4","nd"
"RHB4862","RHB4862","MUX5158","RNA0159L3","LNA018","V2","PB","P1",42,"smartseq","1","cluster1_2_4","nd"
"RHB4863","RHB4863","MUX5158","RNA0159L3","LNA018","V2","PB","P1",43,"smartseq","nd","cluster1_2_4","nd"
"RHB4864","RHB4864","MUX5158","RNA0159L3","LNA018","V2","PB","P1",44,"smartseq","nd","cluster1_2_4","nd"
"RHB4865","RHB4865","MUX5158","RNA0159L3","LNA018","V2","PB","P1",45,"smartseq","0","cluster1_2_4","nd"
"RHB4866","RHB4866","MUX5158","RNA0159L3","LNA018","V2","PB","P1",46,"smartseq","nd","cluster1_2_4","nd"
"RHB4867","RHB4867","MUX5158","RNA0159L3","LNA018","V2","PB","P1",47,"smartseq","nd","cluster_3","nd"
"RHB4868","RHB4868","MUX5158","RNA0159L3","LNA018","V2","PB","P1",48,"smartseq","nd","cluster1_2_4","nd"
"RHB4869","RHB4869","MUX5158","RNA0159L3","LNA018","V2","PB","P1",49,"smartseq","nd","cluster1_2_4","nd"
"RHB4870","RHB4870","MUX5158","RNA0159L3","LNA018","V2","PB","P1",50,"smartseq","nd","cluster1_2_4","nd"
"RHB4871","RHB4871","MUX5158","RNA0159L3","LNA018","V2","PB","P1",51,"smartseq","nd","cluster1_2_4","nd"
"RHB4872","RHB4872","MUX5158","RNA0159L3","LNA018","V2","PB","P1",52,"smartseq","nd","cluster1_2_4","nd"
"RHB4873","RHB4873","MUX5158","RNA0159L3","LNA018","V2","PB","P1",53,"smartseq","nd","cluster1_2_4","nd"
"RHB4874","RHB4874","MUX5158","RNA0159L3","LNA018","V2","PB","P1",54,"smartseq","nd","cluster1_2_4","nd"
"RHB4875","RHB4875","MUX5158","RNA0159L3","LNA018","V2","PB","P1",55,"smartseq","nd","cluster1_2_4","nd"
"RHB4876","RHB4876","MUX5158","RNA0159L3","LNA018","V2","PB","P1",56,"smartseq","nd","cluster1_2_4","nd"
"RHB4877","RHB4877","MUX5158","RNA0159L3","LNA018","V2","PB","P1",57,"smartseq","nd","cluster1_2_4","nd"
"RHB4878","RHB4878","MUX5158","RNA0159L3","LNA018","V2","PB","P1",58,"smartseq","1","cluster1_2_4","nd"
"RHB4879","RHB4879","MUX5158","RNA0159L3","LNA018","V2","PB","P1",59,"smartseq","nd","cluster1_2_4","nd"
"RHB4880","RHB4880","MUX5158","RNA0159L3","LNA018","V2","PB","P1",60,"smartseq","nd","cluster1_2_4","nd"
"RHB4881","RHB4881","MUX5158","RNA0159L3","LNA018","V2","PB","P1",61,"smartseq","nd","cluster1_2_4","nd"
"RHB4882","RHB4882","MUX5158","RNA0159L3","LNA018","V2","PB","P1",62,"smartseq","nd","cluster1_2_4","nd"
"RHB4883","RHB4883","MUX5158","RNA0159L3","LNA018","V2","PB","P1",63,"smartseq","nd","cluster_3","nd"
"RHB4884","RHB4884","MUX5158","RNA0159L3","LNA018","V2","PB","P1",64,"smartseq","nd","cluster1_2_4","nd"
"RHB4885","RHB4885","MUX5158","RNA0159L3","LNA018","V2","PB","P1",65,"smartseq","nd","cluster1_2_4","nd"
"RHB4886","RHB4886","MUX5158","RNA0159L3","LNA018","V2","PB","P1",66,"smartseq","nd","cluster1_2_4","nd"
"RHB4887","RHB4887","MUX5158","RNA0159L3","LNA018","V2","PB","P1",67,"smartseq","nd","cluster1_2_4","nd"
"RHB4888","RHB4888","MUX5158","RNA0159L3","LNA018","V2","PB","P1",68,"smartseq","nd","cluster_3","nd"
"RHB4889","RHB4889","MUX5158","RNA0159L3","LNA018","V2","PB","P1",69,"smartseq","nd","cluster1_2_4","nd"
"RHB4890","RHB4890","MUX5158","RNA0159L3","LNA018","V2","PB","P1",70,"smartseq","nd","cluster1_2_4","nd"
"RHB4891","RHB4891","MUX5158","RNA0159L3","LNA018","V2","PB","P1",71,"smartseq","nd","cluster1_2_4","nd"
"RHB4892","RHB4892","MUX5158","RNA0159L3","LNA018","V2","PB","P1",72,"smartseq","nd","cluster1_2_4","nd"
"RHB4893","RHB4893","MUX5158","RNA0159L3","LNA018","V2","PB","P1",73,"smartseq","nd","cluster_3","nd"
"RHB4894","RHB4894","MUX5158","RNA0159L3","LNA018","V2","PB","P1",74,"smartseq","nd","cluster1_2_4","nd"
"RHB4895","RHB4895","MUX5158","RNA0159L3","LNA018","V2","PB","P1",75,"smartseq","nd","cluster1_2_4","nd"
"RHB4896","RHB4896","MUX5158","RNA0159L3","LNA018","V2","PB","P1",76,"smartseq","nd","cluster1_2_4","nd"
"RHB4897","RHB4897","MUX5158","RNA0159L3","LNA018","V2","PB","P1",78,"smartseq","1","cluster1_2_4","nd"
"RHB4898","RHB4898","MUX5158","RNA0159L3","LNA018","V2","PB","P1",79,"smartseq","nd","cluster1_2_4","nd"
"RHB4899","RHB4899","MUX5158","RNA0159L3","LNA018","V2","PB","P1",80,"smartseq","nd","cluster1_2_4","nd"
"RHB4900","RHB4900","MUX5158","RNA0159L3","LNA018","V2","PB","P1",81,"smartseq","nd","cluster1_2_4","nd"
"RHB4901","RHB4901","MUX5158","RNA0159L3","LNA018","V2","PB","P1",82,"smartseq","1","cluster1_2_4","nd"
"RHB4902","RHB4902","MUX5158","RNA0159L3","LNA018","V2","PB","P1",83,"smartseq","nd","cluster1_2_4","nd"
"RHB4903","RHB4903","MUX5158","RNA0159L3","LNA018","V2","PB","P1",84,"smartseq","nd","cluster1_2_4","nd"
"RHB4904","RHB4904","MUX5158","RNA0159L3","LNA018","V2","PB","P1",85,"smartseq","nd","cluster1_2_4","nd"
"RHB4905","RHB4905","MUX5158","RNA0159L3","LNA018","V2","PB","P1",86,"smartseq","nd","cluster1_2_4","nd"
"RHB4906","RHB4906","MUX5158","RNA0159L3","LNA018","V2","PB","P1",87,"smartseq","1","cluster1_2_4","nd"
"RHB4907","RHB4907","MUX5158","RNA0159L3","LNA018","V2","PB","P1",88,"smartseq","1","cluster_3","nd"
"RHB4908","RHB4908","MUX5158","RNA0159L3","LNA018","V2","PB","P1",89,"smartseq","nd","cluster1_2_4","nd"
"RHB4909","RHB4909","MUX5158","RNA0159L3","LNA018","V2","PB","P1",90,"smartseq","nd","cluster1_2_4","nd"
"RHB4910","RHB4910","MUX5158","RNA0159L3","LNA018","V2","PB","P1",91,"smartseq","nd","cluster1_2_4","nd"
"RHB4911","RHB4911","MUX5158","RNA0159L3","LNA018","V2","PB","P1",92,"smartseq","1","cluster1_2_4","nd"
"RHB4912","RHB4912","MUX5158","RNA0159L3","LNA018","V2","PB","P1",93,"smartseq","nd","cluster1_2_4","nd"
"RHB4913","RHB4913","MUX5158","RNA0159L3","LNA018","V2","PB","P1",94,"smartseq","nd","cluster1_2_4","nd"
"RHB4914","RHB4914","MUX5158","RNA0159L3","LNA018","V2","PB","P1",95,"smartseq","1","cluster1_2_4","nd"
"RHB4915","RHB4915","MUX5158","RNA0159L3","LNA018","V2","PB","P1",96,"smartseq","nd","cluster1_2_4","nd"
"RHB4916","RHB4916","MUX5158","RNA0159L3","LNA018","V2","PB","P2",1,"smartseq","nd","cluster1_2_4","nd"
"RHB4917","RHB4917","MUX5158","RNA0159L3","LNA018","V2","PB","P2",2,"smartseq","nd","cluster1_2_4","nd"
"RHB4918","RHB4918","MUX5158","RNA0159L3","LNA018","V2","PB","P2",3,"smartseq","nd","cluster1_2_4","nd"
"RHB4919","RHB4919","MUX5158","RNA0159L3","LNA018","V2","PB","P2",4,"smartseq","nd","cluster1_2_4","nd"
"RHB4920","RHB4920","MUX5158","RNA0159L3","LNA018","V2","PB","P2",5,"smartseq","nd","cluster1_2_4","nd"
"RHB4921","RHB4921","MUX5158","RNA0159L3","LNA018","V2","PB","P2",6,"smartseq","nd","cluster1_2_4","nd"
"RHB4922","RHB4922","MUX5158","RNA0159L3","LNA018","V2","PB","P2",7,"smartseq","nd","cluster1_2_4","nd"
"RHB4923","RHB4923","MUX5158","RNA0159L3","LNA018","V2","PB","P2",8,"smartseq","1","cluster1_2_4","nd"
"RHB4924","RHB4924","MUX5158","RNA0159L3","LNA018","V2","PB","P2",10,"smartseq","nd","cluster1_2_4","nd"
"RHB4925","RHB4925","MUX5158","RNA0159L3","LNA018","V2","PB","P2",11,"smartseq","nd","cluster1_2_4","nd"
"RHB4926","RHB4926","MUX5158","RNA0159L3","LNA018","V2","PB","P2",12,"smartseq","nd","cluster1_2_4","nd"
"RHB4927","RHB4927","MUX5158","RNA0159L3","LNA018","V2","PB","P2",13,"smartseq","nd","cluster1_2_4","nd"
"RHB4928","RHB4928","MUX5158","RNA0159L3","LNA018","V2","PB","P2",14,"smartseq","0","cluster_3","nd"
"RHB4929","RHB4929","MUX5158","RNA0159L3","LNA018","V2","PB","P2",15,"smartseq","nd","cluster1_2_4","nd"
"RHB4930","RHB4930","MUX5158","RNA0159L3","LNA018","V2","PB","P2",16,"smartseq","nd","cluster1_2_4","nd"
"RHB4931","RHB4931","MUX5158","RNA0159L3","LNA018","V2","PB","P2",17,"smartseq","nd","cluster1_2_4","nd"
"RHB4932","RHB4932","MUX5158","RNA0159L3","LNA018","V2","PB","P2",18,"smartseq","nd","cluster1_2_4","nd"
"RHB4933","RHB4933","MUX5158","RNA0159L3","LNA018","V2","PB","P2",19,"smartseq","nd","cluster1_2_4","nd"
"RHB4934","RHB4934","MUX5158","RNA0159L3","LNA018","V2","PB","P2",20,"smartseq","nd","cluster1_2_4","nd"
"RHB4935","RHB4935","MUX5158","RNA0159L3","LNA018","V2","PB","P2",21,"smartseq","nd","cluster1_2_4","nd"
"RHB4936","RHB4936","MUX5158","RNA0159L3","LNA018","V2","PB","P2",22,"smartseq","nd","cluster1_2_4","nd"
"RHB4937","RHB4937","MUX5158","RNA0159L3","LNA018","V2","PB","P2",23,"smartseq","nd","cluster1_2_4","nd"
"RHB4938","RHB4938","MUX5158","RNA0159L3","LNA018","V2","PB","P2",25,"smartseq","nd","cluster1_2_4","nd"
"RHB4939","RHB4939","MUX5158","RNA0159L3","LNA018","V2","PB","P2",26,"smartseq","nd","cluster1_2_4","nd"
"RHB4940","RHB4940","MUX5158","RNA0159L3","LNA018","V2","PB","P2",27,"smartseq","nd","cluster1_2_4","nd"
"RHB4941","RHB4941","MUX5158","RNA0159L3","LNA018","V2","PB","P2",28,"smartseq","nd","cluster1_2_4","nd"
"RHB4942","RHB4942","MUX5158","RNA0159L3","LNA018","V2","PB","P2",29,"smartseq","nd","cluster1_2_4","nd"
"RHB4943","RHB4943","MUX5158","RNA0159L3","LNA018","V2","PB","P2",30,"smartseq","nd","cluster1_2_4","nd"
"RHB4944","RHB4944","MUX5158","RNA0159L3","LNA018","V2","PB","P2",31,"smartseq","nd","cluster1_2_4","nd"
"RHB4945","RHB4945","MUX5158","RNA0159L3","LNA018","V2","PB","P2",32,"smartseq","1","cluster1_2_4","nd"
"RHB4946","RHB4946","MUX5158","RNA0159L3","LNA018","V2","PB","P2",33,"smartseq","nd","cluster1_2_4","nd"
"RHB4947","RHB4947","MUX5158","RNA0159L3","LNA018","V2","PB","P2",34,"smartseq","nd","cluster1_2_4","nd"
"RHB4948","RHB4948","MUX5158","RNA0159L3","LNA018","V2","PB","P2",35,"smartseq","nd","cluster1_2_4","nd"
"RHB4949","RHB4949","MUX5158","RNA0159L3","LNA018","V2","PB","P2",36,"smartseq","1","cluster1_2_4","nd"
"RHB4950","RHB4950","MUX5158","RNA0159L3","LNA018","V2","PB","P2",37,"smartseq","nd","cluster1_2_4","nd"
"RHB4951","RHB4951","MUX5158","RNA0159L3","LNA018","V2","PB","P2",38,"smartseq","nd","cluster1_2_4","nd"
"RHB4952","RHB4952","MUX5158","RNA0159L3","LNA018","V2","PB","P2",39,"smartseq","nd","cluster1_2_4","nd"
"RHB4953","RHB4953","MUX5158","RNA0159L3","LNA018","V2","PB","P2",40,"smartseq","nd","cluster1_2_4","nd"
"RHB4954","RHB4954","MUX5158","RNA0159L3","LNA018","V2","PB","P2",41,"smartseq","nd","cluster1_2_4","nd"
"RHB4955","RHB4955","MUX5158","RNA0159L3","LNA018","V2","PB","P2",42,"smartseq","nd","cluster1_2_4","nd"
"RHB4956","RHB4956","MUX5158","RNA0159L3","LNA018","V2","PB","P2",43,"smartseq","1","cluster1_2_4","nd"
"RHB4957","RHB4957","MUX5158","RNA0159L3","LNA018","V2","PB","P2",44,"smartseq","nd","cluster1_2_4","nd"
"RHB4958","RHB4958","MUX5158","RNA0159L3","LNA018","V2","PB","P2",45,"smartseq","nd","cluster1_2_4","nd"
"RHB4959","RHB4959","MUX5158","RNA0159L3","LNA018","V2","PB","P2",46,"smartseq","nd","cluster1_2_4","nd"
"RHB4960","RHB4960","MUX5158","RNA0159L3","LNA018","V2","PB","P2",47,"smartseq","nd","cluster1_2_4","nd"
"RHB4961","RHB4961","MUX5158","RNA0159L3","LNA018","V2","PB","P2",48,"smartseq","0","cluster1_2_4","nd"
"RHB4962","RHB4962","MUX5158","RNA0159L3","LNA018","V2","PB","P2",49,"smartseq","nd","cluster1_2_4","nd"
"RHB4963","RHB4963","MUX5158","RNA0159L3","LNA018","V2","PB","P2",50,"smartseq","nd","cluster1_2_4","nd"
"RHB4964","RHB4964","MUX5158","RNA0159L3","LNA018","V2","PB","P2",51,"smartseq","nd","cluster1_2_4","nd"
"RHB4965","RHB4965","MUX5158","RNA0159L3","LNA018","V2","PB","P2",52,"smartseq","nd","cluster1_2_4","nd"
"RHB4966","RHB4966","MUX5158","RNA0159L3","LNA018","V2","PB","P2",53,"smartseq","nd","cluster1_2_4","nd"
"RHB4967","RHB4967","MUX5158","RNA0159L3","LNA018","V2","PB","P2",54,"smartseq","nd","cluster1_2_4","nd"
"RHB4968","RHB4968","MUX5158","RNA0159L3","LNA018","V2","PB","P2",55,"smartseq","1","cluster1_2_4","nd"
"RHB4969","RHB4969","MUX5158","RNA0159L3","LNA018","V2","PB","P2",56,"smartseq","nd","cluster1_2_4","nd"
"RHB4970","RHB4970","MUX5158","RNA0159L3","LNA018","V2","PB","P2",57,"smartseq","nd","cluster1_2_4","nd"
"RHB4971","RHB4971","MUX5158","RNA0159L3","LNA018","V2","PB","P2",58,"smartseq","nd","cluster_3","nd"
"RHB4972","RHB4972","MUX5158","RNA0159L3","LNA018","V2","PB","P2",59,"smartseq","0","cluster1_2_4","nd"
"RHB4973","RHB4973","MUX5158","RNA0159L3","LNA018","V2","PB","P2",60,"smartseq","nd","cluster1_2_4","nd"
"RHB4974","RHB4974","MUX5158","RNA0159L3","LNA018","V2","PB","P2",61,"smartseq","nd","cluster1_2_4","nd"
"RHB4975","RHB4975","MUX5158","RNA0159L3","LNA018","V2","PB","P2",62,"smartseq","nd","cluster1_2_4","nd"
"RHB4976","RHB4976","MUX5158","RNA0159L3","LNA018","V2","PB","P2",63,"smartseq","nd","cluster1_2_4","nd"
"RHB4977","RHB4977","MUX5158","RNA0159L3","LNA018","V2","PB","P2",64,"smartseq","nd","cluster1_2_4","nd"
"RHB4978","RHB4978","MUX5158","RNA0159L3","LNA018","V2","PB","P2",65,"smartseq","nd","cluster1_2_4","nd"
"RHB4979","RHB4979","MUX5158","RNA0159L3","LNA018","V2","PB","P2",66,"smartseq","nd","cluster1_2_4","nd"
"RHB4980","RHB4980","MUX5158","RNA0159L3","LNA018","V2","PB","P2",67,"smartseq","1","cluster1_2_4","nd"
"RHB4981","RHB4981","MUX5158","RNA0159L3","LNA018","V2","PB","P2",68,"smartseq","nd","cluster1_2_4","nd"
"RHB4982","RHB4982","MUX5158","RNA0159L3","LNA018","V2","PB","P2",69,"smartseq","nd","cluster1_2_4","nd"
"RHB4983","RHB4983","MUX5158","RNA0159L3","LNA018","V2","PB","P2",70,"smartseq","nd","cluster1_2_4","nd"
"RHB4984","RHB4984","MUX5158","RNA0159L3","LNA018","V2","PB","P2",71,"smartseq","nd","cluster1_2_4","nd"
"RHB4985","RHB4985","MUX5158","RNA0159L3","LNA018","V2","PB","P2",72,"smartseq","nd","cluster1_2_4","nd"
"RHB4986","RHB4986","MUX5158","RNA0159L3","LNA018","V2","PB","P2",73,"smartseq","nd","cluster1_2_4","nd"
"RHB4987","RHB4987","MUX5158","RNA0159L3","LNA018","V2","PB","P2",74,"smartseq","1","cluster1_2_4","nd"
"RHB4988","RHB4988","MUX5158","RNA0159L3","LNA018","V2","PB","P2",75,"smartseq","nd","cluster1_2_4","nd"
"RHB4989","RHB4989","MUX5158","RNA0159L3","LNA018","V2","PB","P2",76,"smartseq","1","cluster1_2_4","nd"
"RHB4990","RHB4990","MUX5158","RNA0159L3","LNA018","V2","PB","P2",77,"smartseq","nd","cluster1_2_4","nd"
"RHB4991","RHB4991","MUX5158","RNA0159L3","LNA018","V2","PB","P2",78,"smartseq","nd","cluster1_2_4","nd"
"RHB4992","RHB4992","MUX5158","RNA0159L3","LNA018","V2","PB","P2",79,"smartseq","1","cluster1_2_4","nd"
"RHB4993","RHB4993","MUX5158","RNA0159L3","LNA018","V2","PB","P2",80,"smartseq","nd","cluster1_2_4","nd"
"RHB4994","RHB4994","MUX5158","RNA0159L3","LNA018","V2","PB","P2",81,"smartseq","nd","cluster1_2_4","nd"
"RHB4995","RHB4995","MUX5158","RNA0159L3","LNA018","V2","PB","P2",82,"smartseq","nd","cluster1_2_4","nd"
"RHB4996","RHB4996","MUX5158","RNA0159L3","LNA018","V2","PB","P2",83,"smartseq","nd","cluster1_2_4","nd"
"RHB4997","RHB4997","MUX5158","RNA0159L3","LNA018","V2","PB","P2",84,"smartseq","nd","cluster1_2_4","nd"
"RHB4998","RHB4998","MUX5158","RNA0159L3","LNA018","V2","PB","P2",85,"smartseq","1","cluster1_2_4","nd"
"RHB4999","RHB4999","MUX5158","RNA0159L3","LNA018","V2","PB","P2",86,"smartseq","nd","cluster1_2_4","nd"
"RHB5000","RHB5000","MUX5158","RNA0159L3","LNA018","V2","PB","P2",87,"smartseq","1","cluster1_2_4","nd"
"RHB5001","RHB5001","MUX5158","RNA0159L3","LNA018","V2","PB","P2",88,"smartseq","nd","cluster1_2_4","nd"
"RHB5002","RHB5002","MUX5158","RNA0159L3","LNA018","V2","PB","P2",89,"smartseq","nd","cluster1_2_4","nd"
"RHB5003","RHB5003","MUX5158","RNA0159L3","LNA018","V2","PB","P2",90,"smartseq","nd","cluster1_2_4","nd"
"RHB5004","RHB5004","MUX5158","RNA0159L3","LNA018","V2","PB","P2",91,"smartseq","nd","cluster1_2_4","nd"
"RHB5005","RHB5005","MUX5158","RNA0159L3","LNA018","V2","PB","P2",92,"smartseq","nd","cluster1_2_4","nd"
"RHB5006","RHB5006","MUX5158","RNA0159L3","LNA018","V2","PB","P2",93,"smartseq","nd","cluster1_2_4","nd"
"RHB5007","RHB5007","MUX5158","RNA0159L3","LNA018","V2","PB","P2",94,"smartseq","nd","cluster_3","nd"
"RHB5008","RHB5008","MUX5158","RNA0159L3","LNA018","V2","PB","P2",95,"smartseq","nd","cluster1_2_4","nd"
"RHB5009","RHB5009","MUX5158","RNA0159L3","LNA018","V2","PB","P2",96,"smartseq","nd","cluster1_2_4","nd"
"RHH1742","RHH1742","MUX2983","RNA0096","E1481DK2",NA,"PB","P",3,"smartseq","nd","cluster1_2_4","nd"
"RHH1743","RHH1743","MUX2983","RNA0096","E1481DK2",NA,"PB","P",4,"smartseq","nd","cluster1_2_4","nd"
"RHH1744","RHH1744","MUX2983","RNA0096","E1481DK2",NA,"PB","P",8,"smartseq","nd","cluster1_2_4","nd"
"RHH1745","RHH1745","MUX2983","RNA0096","E1481DK2",NA,"PB","P",10,"smartseq","nd","cluster_3","nd"
"RHH1746","RHH1746","MUX2983","RNA0096","E1481DK2",NA,"PB","P",13,"smartseq","nd","cluster1_2_4","nd"
"RHH1747","RHH1747","MUX2983","RNA0096","E1481DK2",NA,"PB","P",16,"smartseq","nd","cluster_3","nd"
"RHH1748","RHH1748","MUX2983","RNA0096","E1481DK2",NA,"PB","P",17,"smartseq","nd","cluster1_2_4","nd"
"RHH1749","RHH1749","MUX2983","RNA0096","E1481DK2",NA,"PB","P",18,"smartseq","nd","cluster_3","nd"
"RHH1750","RHH1750","MUX2983","RNA0096","E1481DK2",NA,"PB","P",19,"smartseq","nd","cluster1_2_4","nd"
"RHH1751","RHH1751","MUX2983","RNA0096","E1481DK2",NA,"PB","P",20,"smartseq","nd","cluster_3","nd"
"RHH1752","RHH1752","MUX2983","RNA0096","E1481DK2",NA,"PB","P",21,"smartseq","nd","cluster1_2_4","nd"
"RHH1753","RHH1753","MUX2983","RNA0096","E1481DK2",NA,"PB","P",22,"smartseq","nd","cluster_3","nd"
"RHH1754","RHH1754","MUX2983","RNA0096","E1481DK2",NA,"PB","P",23,"smartseq","nd","cluster1_2_4","nd"
"RHH1755","RHH1755","MUX2983","RNA0096","E1481DK2",NA,"PB","P",25,"smartseq","nd","cluster1_2_4","nd"
"RHH1756","RHH1756","MUX2983","RNA0096","E1481DK2",NA,"PB","P",26,"smartseq","nd","cluster1_2_4","nd"
"RHH1757","RHH1757","MUX2983","RNA0096","E1481DK2",NA,"PB","P",29,"smartseq","nd","cluster_3","nd"
"RHB3109","RHB3109","MUX4516","RNA0150L1","LNA006","V2","PB","P1",1,"smartseq","1","cluster1_2_4","IgG"
"RHB3110","RHB3110","MUX4516","RNA0150L1","LNA006","V2","PB","P1",2,"smartseq","nd","cluster1_2_4","IgA"
"RHB3111","RHB3111","MUX4516","RNA0150L1","LNA006","V2","PB","P1",3,"smartseq","1","cluster1_2_4","IgG"
"RHB3112","RHB3112","MUX4516","RNA0150L1","LNA006","V2","PB","P1",4,"smartseq","1","cluster1_2_4","IgG"
"RHB3113","RHB3113","MUX4516","RNA0150L1","LNA006","V2","PB","P1",6,"smartseq","nd","cluster_3","IgA"
"RHB3114","RHB3114","MUX4516","RNA0150L1","LNA006","V2","PB","P1",7,"smartseq","nd","cluster1_2_4","IgM"
"RHB3115","RHB3115","MUX4516","RNA0150L1","LNA006","V2","PB","P1",8,"smartseq","0","cluster1_2_4","IgG"
"RHB3116","RHB3116","MUX4516","RNA0150L1","LNA006","V2","PB","P1",9,"smartseq","nd","cluster1_2_4","IgG"
"RHB3117","RHB3117","MUX4516","RNA0150L1","LNA006","V2","PB","P1",10,"smartseq","nd","cluster1_2_4","IgG"
"RHB3118","RHB3118","MUX4516","RNA0150L1","LNA006","V2","PB","P1",11,"smartseq","nd","cluster1_2_4","IgA"
"RHB3119","RHB3119","MUX4516","RNA0150L1","LNA006","V2","PB","P1",12,"smartseq","nd","cluster1_2_4","IgG"
"RHB3120","RHB3120","MUX4516","RNA0150L1","LNA006","V2","PB","P1",13,"smartseq","nd","cluster1_2_4","IgM"
"RHB3121","RHB3121","MUX4516","RNA0150L1","LNA006","V2","PB","P1",14,"smartseq","nd","cluster1_2_4","IgG"
"RHB3122","RHB3122","MUX4516","RNA0150L1","LNA006","V2","PB","P1",15,"smartseq","0","cluster1_2_4","no_isotype"
"RHB3123","RHB3123","MUX4516","RNA0150L1","LNA006","V2","PB","P1",16,"smartseq","nd","cluster1_2_4","IgG"
"RHB3124","RHB3124","MUX4516","RNA0150L1","LNA006","V2","PB","P1",17,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB3125","RHB3125","MUX4516","RNA0150L1","LNA006","V2","PB","P1",18,"smartseq","nd","cluster1_2_4","IgA"
"RHB3126","RHB3126","MUX4516","RNA0150L1","LNA006","V2","PB","P1",19,"smartseq","nd","cluster1_2_4","IgG"
"RHB3127","RHB3127","MUX4516","RNA0150L1","LNA006","V2","PB","P1",20,"smartseq","nd","cluster1_2_4","IgG"
"RHB3128","RHB3128","MUX4516","RNA0150L1","LNA006","V2","PB","P1",21,"smartseq","nd","cluster1_2_4","IgG"
"RHB3129","RHB3129","MUX4516","RNA0150L1","LNA006","V2","PB","P1",22,"smartseq","nd","cluster1_2_4","IgG"
"RHB3130","RHB3130","MUX4516","RNA0150L1","LNA006","V2","PB","P1",23,"smartseq","nd","cluster1_2_4","IgG"
"RHB3131","RHB3131","MUX4516","RNA0150L1","LNA006","V2","PB","P1",24,"smartseq","nd","cluster1_2_4","IgG"
"RHB3132","RHB3132","MUX4516","RNA0150L1","LNA006","V2","PB","P1",25,"smartseq","nd","cluster_3","IgM"
"RHB3133","RHB3133","MUX4516","RNA0150L1","LNA006","V2","PB","P1",26,"smartseq","nd","cluster1_2_4","IgG"
"RHB3134","RHB3134","MUX4516","RNA0150L1","LNA006","V2","PB","P1",27,"smartseq","nd","cluster1_2_4","IgA"
"RHB3135","RHB3135","MUX4516","RNA0150L1","LNA006","V2","PB","P1",28,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB3136","RHB3136","MUX4516","RNA0150L1","LNA006","V2","PB","P1",29,"smartseq","nd","cluster1_2_4","IgA"
