"","SampleID","MUX_ID","MUX_name","Patient","Visit","Celltype","Plate","WellPos","SeqTechnique","DENVspecificity","ClusterID","Isotype"
"RHB4017","RHB4017","MUX4631","RNA0150L3","LNA002","V2","PB","P2",47,"smartseq","nd","cluster1_2_4","IgG"
"RHB4018","RHB4018","MUX4631","RNA0150L3","LNA002","V2","PB","P2",48,"smartseq","nd","cluster1_2_4","IgA"
"RHB4019","RHB4019","MUX4631","RNA0150L3","LNA002","V2","PB","P2",49,"smartseq","nd","cluster1_2_4","IgG"
"RHB4020","RHB4020","MUX4631","RNA0150L3","LNA002","V2","PB","P2",50,"smartseq","nd","cluster1_2_4","IgM"
"RHB4021","RHB4021","MUX4631","RNA0150L3","LNA002","V2","PB","P2",51,"smartseq","nd","cluster_3","IgA"
"RHB4022","RHB4022","MUX4631","RNA0150L3","LNA002","V2","PB","P2",52,"smartseq","nd","cluster1_2_4","IgA"
"RHB4023","RHB4023","MUX4631","RNA0150L3","LNA002","V2","PB","P2",53,"smartseq","nd","cluster1_2_4","IgA"
"RHB4024","RHB4024","MUX4631","RNA0150L3","LNA002","V2","PB","P2",54,"smartseq","nd","cluster1_2_4","IgG"
"RHB4025","RHB4025","MUX4631","RNA0150L3","LNA002","V2","PB","P2",55,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4026","RHB4026","MUX4631","RNA0150L3","LNA002","V2","PB","P2",56,"smartseq","nd","cluster1_2_4","IgG"
"RHB4027","RHB4027","MUX4631","RNA0150L3","LNA002","V2","PB","P2",57,"smartseq","nd","cluster1_2_4","IgA"
"RHB4028","RHB4028","MUX4631","RNA0150L3","LNA002","V2","PB","P2",58,"smartseq","nd","cluster1_2_4","IgA"
"RHB4029","RHB4029","MUX4631","RNA0150L3","LNA002","V2","PB","P2",59,"smartseq","nd","cluster1_2_4","IgG"
"RHB4030","RHB4030","MUX4631","RNA0150L3","LNA002","V2","PB","P2",60,"smartseq","nd","cluster1_2_4","IgG"
"RHB4031","RHB4031","MUX4631","RNA0150L3","LNA002","V2","PB","P2",61,"smartseq","nd","cluster1_2_4","IgG"
"RHB4032","RHB4032","MUX4631","RNA0150L3","LNA002","V2","PB","P2",62,"smartseq","nd","cluster1_2_4","IgM"
"RHB4033","RHB4033","MUX4631","RNA0150L3","LNA002","V2","PB","P2",63,"smartseq","nd","cluster1_2_4","IgA"
"RHB4034","RHB4034","MUX4631","RNA0150L3","LNA002","V2","PB","P2",64,"smartseq","nd","cluster1_2_4","IgG"
"RHB4035","RHB4035","MUX4631","RNA0150L3","LNA002","V2","PB","P2",65,"smartseq","nd","cluster1_2_4","IgA"
"RHB4036","RHB4036","MUX4631","RNA0150L3","LNA002","V2","PB","P2",66,"smartseq","nd","cluster1_2_4","IgM"
"RHB4037","RHB4037","MUX4631","RNA0150L3","LNA002","V2","PB","P2",67,"smartseq","nd","cluster1_2_4","IgG"
"RHB4038","RHB4038","MUX4631","RNA0150L3","LNA002","V2","PB","P2",68,"smartseq","nd","cluster1_2_4","IgA"
"RHB4039","RHB4039","MUX4631","RNA0150L3","LNA002","V2","PB","P2",69,"smartseq","nd","cluster1_2_4","IgG"
"RHB4040","RHB4040","MUX4631","RNA0150L3","LNA002","V2","PB","P2",70,"smartseq","nd","cluster1_2_4","IgG"
"RHB4041","RHB4041","MUX4631","RNA0150L3","LNA002","V2","PB","P2",71,"smartseq","nd","cluster1_2_4","IgA"
"RHB4042","RHB4042","MUX4631","RNA0150L3","LNA002","V2","PB","P2",72,"smartseq","nd","cluster1_2_4","IgG"
"RHB4043","RHB4043","MUX4631","RNA0150L3","LNA002","V2","PB","P2",73,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4044","RHB4044","MUX4631","RNA0150L3","LNA002","V2","PB","P2",74,"smartseq","nd","cluster1_2_4","IgA"
"RHB4045","RHB4045","MUX4631","RNA0150L3","LNA002","V2","PB","P2",75,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4046","RHB4046","MUX4631","RNA0150L3","LNA002","V2","PB","P2",76,"smartseq","nd","cluster1_2_4","IgA"
"RHB4047","RHB4047","MUX4631","RNA0150L3","LNA002","V2","PB","P2",77,"smartseq","nd","cluster1_2_4","IgA"
"RHB4048","RHB4048","MUX4631","RNA0150L3","LNA002","V2","PB","P2",78,"smartseq","nd","cluster1_2_4","IgM"
"RHB4049","RHB4049","MUX4631","RNA0150L3","LNA002","V2","PB","P2",79,"smartseq","nd","cluster1_2_4","IgA"
"RHB4050","RHB4050","MUX4631","RNA0150L3","LNA002","V2","PB","P2",80,"smartseq","nd","cluster1_2_4","IgG"
"RHB4051","RHB4051","MUX4631","RNA0150L3","LNA002","V2","PB","P2",81,"smartseq","nd","cluster1_2_4","IgG"
"RHB4052","RHB4052","MUX4631","RNA0150L3","LNA002","V2","PB","P2",82,"smartseq","nd","cluster1_2_4","IgA"
"RHB4053","RHB4053","MUX4631","RNA0150L3","LNA002","V2","PB","P2",83,"smartseq","nd","cluster1_2_4","IgM"
"RHB4054","RHB4054","MUX4631","RNA0150L3","LNA002","V2","PB","P2",84,"smartseq","nd","cluster1_2_4","IgG"
"RHB4055","RHB4055","MUX4631","RNA0150L3","LNA002","V2","PB","P2",85,"smartseq","nd","cluster1_2_4","IgG"
"RHB4056","RHB4056","MUX4631","RNA0150L3","LNA002","V2","PB","P2",86,"smartseq","nd","cluster1_2_4","IgM"
"RHB4057","RHB4057","MUX4631","RNA0150L3","LNA002","V2","PB","P2",87,"smartseq","nd","cluster1_2_4","IgG"
"RHB4058","RHB4058","MUX4631","RNA0150L3","LNA002","V2","PB","P2",88,"smartseq","nd","cluster1_2_4","IgA"
"RHB4059","RHB4059","MUX4631","RNA0150L3","LNA002","V2","PB","P2",89,"smartseq","nd","cluster1_2_4","IgG"
"RHB4060","RHB4060","MUX4631","RNA0150L3","LNA002","V2","PB","P2",90,"smartseq","nd","cluster1_2_4","IgG"
"RHB4061","RHB4061","MUX4631","RNA0150L3","LNA002","V2","PB","P2",91,"smartseq","nd","cluster1_2_4","IgA"
"RHB4062","RHB4062","MUX4631","RNA0150L3","LNA002","V2","PB","P2",92,"smartseq","nd","cluster1_2_4","IgA"
"RHB4063","RHB4063","MUX4631","RNA0150L3","LNA002","V2","PB","P2",93,"smartseq","nd","cluster1_2_4","IgG"
"RHB4064","RHB4064","MUX4631","RNA0150L3","LNA002","V2","PB","P2",94,"smartseq","nd","cluster1_2_4","IgG"
"RHB4065","RHB4065","MUX4631","RNA0150L3","LNA002","V2","PB","P2",95,"smartseq","nd","cluster1_2_4","IgM"
"RHB4066","RHB4066","MUX4631","RNA0150L3","LNA002","V2","PB","P2",96,"smartseq","nd","cluster1_2_4","IgG"
"RHB4601","RHB4601","MUX5105","RNA0159L1","LNA006","V1","PB","P1",1,"smartseq","nd","cluster_3","IgG"
"RHB4602","RHB4602","MUX5105","RNA0159L1","LNA006","V1","PB","P1",2,"smartseq","nd","cluster1_2_4","IgA"
"RHB4603","RHB4603","MUX5105","RNA0159L1","LNA006","V1","PB","P1",3,"smartseq","nd","cluster1_2_4","IgA"
"RHB4604","RHB4604","MUX5105","RNA0159L1","LNA006","V1","PB","P1",4,"smartseq","nd","cluster1_2_4","IgG"
"RHB4605","RHB4605","MUX5105","RNA0159L1","LNA006","V1","PB","P1",5,"smartseq","nd","cluster1_2_4","IgG"
"RHB4606","RHB4606","MUX5105","RNA0159L1","LNA006","V1","PB","P1",6,"smartseq","nd","cluster_3","IgG"
"RHB4607","RHB4607","MUX5105","RNA0159L1","LNA006","V1","PB","P1",7,"smartseq","nd","cluster_3","IgG"
"RHB4608","RHB4608","MUX5105","RNA0159L1","LNA006","V1","PB","P1",8,"smartseq","nd","cluster_3","IgA"
"RHB4609","RHB4609","MUX5105","RNA0159L1","LNA006","V1","PB","P1",9,"smartseq","nd","cluster1_2_4","IgG"
"RHB4610","RHB4610","MUX5105","RNA0159L1","LNA006","V1","PB","P1",10,"smartseq","nd","cluster_3","IgA"
"RHB4611","RHB4611","MUX5105","RNA0159L1","LNA006","V1","PB","P1",11,"smartseq","nd","cluster_3","IgG"
"RHB4612","RHB4612","MUX5105","RNA0159L1","LNA006","V1","PB","P1",12,"smartseq","nd","cluster1_2_4","IgG"
"RHB4613","RHB4613","MUX5105","RNA0159L1","LNA006","V1","PB","P1",13,"smartseq","nd","cluster1_2_4","IgG"
"RHB4614","RHB4614","MUX5105","RNA0159L1","LNA006","V1","PB","P1",14,"smartseq","nd","cluster_3","IgG"
"RHB4615","RHB4615","MUX5105","RNA0159L1","LNA006","V1","PB","P1",15,"smartseq","nd","cluster_3","IgG"
"RHB4616","RHB4616","MUX5105","RNA0159L1","LNA006","V1","PB","P1",16,"smartseq","nd","cluster1_2_4","IgG"
"RHB4617","RHB4617","MUX5105","RNA0159L1","LNA006","V1","PB","P1",17,"smartseq","nd","cluster1_2_4","IgG"
"RHB4618","RHB4618","MUX5105","RNA0159L1","LNA006","V1","PB","P1",18,"smartseq","nd","cluster1_2_4","IgA"
"RHB4619","RHB4619","MUX5105","RNA0159L1","LNA006","V1","PB","P1",19,"smartseq","nd","cluster_3","IgG"
"RHB4620","RHB4620","MUX5105","RNA0159L1","LNA006","V1","PB","P1",20,"smartseq","nd","cluster1_2_4","IgG"
"RHB4621","RHB4621","MUX5105","RNA0159L1","LNA006","V1","PB","P1",21,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4622","RHB4622","MUX5105","RNA0159L1","LNA006","V1","PB","P1",22,"smartseq","nd","cluster1_2_4","IgG"
"RHB4623","RHB4623","MUX5105","RNA0159L1","LNA006","V1","PB","P1",23,"smartseq","nd","cluster1_2_4","IgG"
"RHB4624","RHB4624","MUX5105","RNA0159L1","LNA006","V1","PB","P1",24,"smartseq","nd","cluster1_2_4","IgG"
"RHB4625","RHB4625","MUX5105","RNA0159L1","LNA006","V1","PB","P1",25,"smartseq","nd","cluster1_2_4","IgM"
"RHB4626","RHB4626","MUX5105","RNA0159L1","LNA006","V1","PB","P1",26,"smartseq","nd","cluster1_2_4","IgM"
"RHB4627","RHB4627","MUX5105","RNA0159L1","LNA006","V1","PB","P1",27,"smartseq","nd","cluster1_2_4","IgG"
"RHB4628","RHB4628","MUX5105","RNA0159L1","LNA006","V1","PB","P1",28,"smartseq","nd","cluster1_2_4","IgG"
"RHB4629","RHB4629","MUX5105","RNA0159L1","LNA006","V1","PB","P1",29,"smartseq","nd","cluster1_2_4","IgG"
"RHB4630","RHB4630","MUX5105","RNA0159L1","LNA006","V1","PB","P1",30,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4631","RHB4631","MUX5105","RNA0159L1","LNA006","V1","PB","P1",31,"smartseq","nd","cluster_3","IgG"
"RHB4632","RHB4632","MUX5105","RNA0159L1","LNA006","V1","PB","P1",32,"smartseq","nd","cluster1_2_4","IgG"
"RHB4633","RHB4633","MUX5105","RNA0159L1","LNA006","V1","PB","P1",33,"smartseq","nd","cluster_3","IgG"
"RHB4634","RHB4634","MUX5105","RNA0159L1","LNA006","V1","PB","P1",34,"smartseq","nd","cluster1_2_4","IgG"
"RHB4635","RHB4635","MUX5105","RNA0159L1","LNA006","V1","PB","P1",35,"smartseq","nd","cluster1_2_4","IgG"
"RHB4636","RHB4636","MUX5105","RNA0159L1","LNA006","V1","PB","P1",36,"smartseq","nd","cluster1_2_4","IgG"
"RHB4637","RHB4637","MUX5105","RNA0159L1","LNA006","V1","PB","P1",37,"smartseq","nd","cluster1_2_4","IgG"
"RHB4638","RHB4638","MUX5105","RNA0159L1","LNA006","V1","PB","P1",38,"smartseq","nd","cluster_3","IgG"
"RHB4639","RHB4639","MUX5105","RNA0159L1","LNA006","V1","PB","P1",39,"smartseq","nd","cluster1_2_4","IgG"
"RHB4640","RHB4640","MUX5105","RNA0159L1","LNA006","V1","PB","P1",40,"smartseq","nd","cluster1_2_4","IgM"
"RHB4641","RHB4641","MUX5105","RNA0159L1","LNA006","V1","PB","P1",41,"smartseq","nd","cluster1_2_4","IgG"
"RHB4642","RHB4642","MUX5105","RNA0159L1","LNA006","V1","PB","P1",42,"smartseq","nd","cluster1_2_4","IgA"
"RHB4643","RHB4643","MUX5105","RNA0159L1","LNA006","V1","PB","P1",43,"smartseq","nd","cluster1_2_4","IgM"
"RHB4644","RHB4644","MUX5105","RNA0159L1","LNA006","V1","PB","P1",44,"smartseq","nd","cluster1_2_4","IgA"
"RHB4645","RHB4645","MUX5105","RNA0159L1","LNA006","V1","PB","P1",45,"smartseq","nd","cluster1_2_4","IgG"
"RHB4646","RHB4646","MUX5105","RNA0159L1","LNA006","V1","PB","P1",46,"smartseq","nd","cluster1_2_4","IgM"
"RHB4647","RHB4647","MUX5105","RNA0159L1","LNA006","V1","PB","P1",47,"smartseq","nd","cluster_3","IgG"
"RHB4648","RHB4648","MUX5105","RNA0159L1","LNA006","V1","PB","P1",48,"smartseq","nd","cluster1_2_4","IgA"
"RHB4649","RHB4649","MUX5105","RNA0159L1","LNA006","V1","PB","P1",49,"smartseq","nd","cluster1_2_4","IgG"
"RHB4650","RHB4650","MUX5105","RNA0159L1","LNA006","V1","PB","P1",50,"smartseq","nd","cluster_3","IgA"
"RHB4651","RHB4651","MUX5105","RNA0159L1","LNA006","V1","PB","P1",51,"smartseq","nd","cluster1_2_4","IgG"
"RHB4652","RHB4652","MUX5105","RNA0159L1","LNA006","V1","PB","P1",52,"smartseq","nd","cluster1_2_4","IgG"
"RHB4653","RHB4653","MUX5105","RNA0159L1","LNA006","V1","PB","P1",53,"smartseq","nd","cluster_3","IgA"
"RHB4654","RHB4654","MUX5105","RNA0159L1","LNA006","V1","PB","P1",54,"smartseq","nd","cluster1_2_4","IgM"
"RHB4655","RHB4655","MUX5105","RNA0159L1","LNA006","V1","PB","P1",55,"smartseq","nd","cluster1_2_4","IgA"
"RHB4656","RHB4656","MUX5105","RNA0159L1","LNA006","V1","PB","P1",56,"smartseq","nd","cluster1_2_4","IgG"
"RHB4657","RHB4657","MUX5105","RNA0159L1","LNA006","V1","PB","P1",57,"smartseq","nd","cluster1_2_4","IgG"
"RHB4658","RHB4658","MUX5105","RNA0159L1","LNA006","V1","PB","P1",58,"smartseq","nd","cluster1_2_4","IgG"
"RHB4659","RHB4659","MUX5105","RNA0159L1","LNA006","V1","PB","P1",59,"smartseq","nd","cluster1_2_4","IgA"
"RHB4660","RHB4660","MUX5105","RNA0159L1","LNA006","V1","PB","P1",60,"smartseq","nd","cluster_3","IgG"
"RHB4661","RHB4661","MUX5105","RNA0159L1","LNA006","V1","PB","P1",61,"smartseq","nd","cluster_3","IgM"
"RHB4662","RHB4662","MUX5105","RNA0159L1","LNA006","V1","PB","P1",62,"smartseq","nd","cluster1_2_4","IgG"
"RHB4663","RHB4663","MUX5105","RNA0159L1","LNA006","V1","PB","P1",63,"smartseq","nd","cluster1_2_4","IgM"
"RHB4664","RHB4664","MUX5105","RNA0159L1","LNA006","V1","PB","P1",64,"smartseq","nd","cluster_3","IgG"
"RHB4665","RHB4665","MUX5105","RNA0159L1","LNA006","V1","PB","P1",65,"smartseq","nd","cluster1_2_4","IgA"
"RHB4666","RHB4666","MUX5105","RNA0159L1","LNA006","V1","PB","P1",66,"smartseq","nd","cluster_3","IgG"
"RHB4667","RHB4667","MUX5105","RNA0159L1","LNA006","V1","PB","P1",67,"smartseq","nd","cluster1_2_4","IgA"
"RHB4668","RHB4668","MUX5105","RNA0159L1","LNA006","V1","PB","P1",68,"smartseq","nd","cluster_3","IgG"
"RHB4669","RHB4669","MUX5105","RNA0159L1","LNA006","V1","PB","P1",69,"smartseq","nd","cluster1_2_4","IgG"
"RHB4670","RHB4670","MUX5106","RNA0159L2","LNA006","V1","PB","P1",70,"smartseq","nd","cluster1_2_4","IgG"
"RHB4671","RHB4671","MUX5106","RNA0159L2","LNA006","V1","PB","P1",71,"smartseq","nd","cluster1_2_4","IgM"
"RHB4672","RHB4672","MUX5106","RNA0159L2","LNA006","V1","PB","P1",72,"smartseq","nd","cluster1_2_4","IgG"
"RHB4673","RHB4673","MUX5106","RNA0159L2","LNA006","V1","PB","P1",73,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4674","RHB4674","MUX5106","RNA0159L2","LNA006","V1","PB","P1",74,"smartseq","nd","cluster_3","IgG"
"RHB4675","RHB4675","MUX5106","RNA0159L2","LNA006","V1","PB","P1",75,"smartseq","nd","cluster1_2_4","IgG"
"RHB4676","RHB4676","MUX5106","RNA0159L2","LNA006","V1","PB","P1",76,"smartseq","nd","cluster1_2_4","IgM"
"RHB4677","RHB4677","MUX5106","RNA0159L2","LNA006","V1","PB","P1",77,"smartseq","nd","cluster_3","IgM"
"RHB4678","RHB4678","MUX5106","RNA0159L2","LNA006","V1","PB","P1",78,"smartseq","nd","cluster1_2_4","IgG"
"RHB4679","RHB4679","MUX5106","RNA0159L2","LNA006","V1","PB","P1",79,"smartseq","nd","cluster1_2_4","IgG"
"RHB4680","RHB4680","MUX5106","RNA0159L2","LNA006","V1","PB","P1",80,"smartseq","nd","cluster1_2_4","IgA"
"RHB4681","RHB4681","MUX5106","RNA0159L2","LNA006","V1","PB","P1",81,"smartseq","nd","cluster1_2_4","IgG"
"RHB4682","RHB4682","MUX5106","RNA0159L2","LNA006","V1","PB","P1",82,"smartseq","nd","cluster_3","IgM"
"RHB4683","RHB4683","MUX5106","RNA0159L2","LNA006","V1","PB","P1",83,"smartseq","nd","cluster_3","IgG"
"RHB4684","RHB4684","MUX5106","RNA0159L2","LNA006","V1","PB","P1",84,"smartseq","nd","cluster1_2_4","IgG"
"RHB4685","RHB4685","MUX5106","RNA0159L2","LNA006","V1","PB","P1",85,"smartseq","nd","cluster1_2_4","IgG"
"RHB4686","RHB4686","MUX5106","RNA0159L2","LNA006","V1","PB","P1",86,"smartseq","nd","cluster1_2_4","IgG"
"RHB4687","RHB4687","MUX5106","RNA0159L2","LNA006","V1","PB","P1",87,"smartseq","nd","cluster1_2_4","IgA"
"RHB4688","RHB4688","MUX5106","RNA0159L2","LNA006","V1","PB","P1",88,"smartseq","nd","cluster1_2_4","IgM"
"RHB4689","RHB4689","MUX5106","RNA0159L2","LNA006","V1","PB","P1",89,"smartseq","nd","cluster1_2_4","IgG"
"RHB4690","RHB4690","MUX5106","RNA0159L2","LNA006","V1","PB","P1",90,"smartseq","nd","cluster1_2_4","IgA"
"RHB4691","RHB4691","MUX5106","RNA0159L2","LNA006","V1","PB","P1",91,"smartseq","nd","cluster_3","IgG"
"RHB4692","RHB4692","MUX5106","RNA0159L2","LNA006","V1","PB","P1",92,"smartseq","nd","cluster1_2_4","IgA"
"RHB4693","RHB4693","MUX5106","RNA0159L2","LNA006","V1","PB","P1",93,"smartseq","nd","cluster1_2_4","IgG"
"RHB4694","RHB4694","MUX5106","RNA0159L2","LNA006","V1","PB","P1",94,"smartseq","nd","cluster1_2_4","IgG"
"RHB4695","RHB4695","MUX5106","RNA0159L2","LNA006","V1","PB","P1",95,"smartseq","nd","cluster1_2_4","IgA"
"RHB4696","RHB4696","MUX5106","RNA0159L2","LNA006","V1","PB","P1",96,"smartseq","nd","cluster1_2_4","IgA"
"RHB4697","RHB4697","MUX5106","RNA0159L2","LNA006","V1","PB","P2",1,"smartseq","nd","cluster1_2_4","IgM"
"RHB4698","RHB4698","MUX5106","RNA0159L2","LNA006","V1","PB","P2",2,"smartseq","nd","cluster1_2_4","IgG"
"RHB4699","RHB4699","MUX5106","RNA0159L2","LNA006","V1","PB","P2",3,"smartseq","nd","cluster1_2_4","IgM"
"RHB4700","RHB4700","MUX5106","RNA0159L2","LNA006","V1","PB","P2",4,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4701","RHB4701","MUX5106","RNA0159L2","LNA006","V1","PB","P2",5,"smartseq","nd","cluster1_2_4","IgM"
"RHB4702","RHB4702","MUX5106","RNA0159L2","LNA006","V1","PB","P2",6,"smartseq","nd","cluster1_2_4","IgG"
"RHB4703","RHB4703","MUX5106","RNA0159L2","LNA006","V1","PB","P2",7,"smartseq","nd","cluster1_2_4","IgG"
"RHB4704","RHB4704","MUX5106","RNA0159L2","LNA006","V1","PB","P2",8,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4705","RHB4705","MUX5106","RNA0159L2","LNA006","V1","PB","P2",9,"smartseq","nd","cluster_3","IgG"
"RHB4706","RHB4706","MUX5106","RNA0159L2","LNA006","V1","PB","P2",10,"smartseq","nd","cluster1_2_4","IgG"
"RHB4707","RHB4707","MUX5106","RNA0159L2","LNA006","V1","PB","P2",11,"smartseq","nd","cluster1_2_4","IgG"
"RHB4708","RHB4708","MUX5106","RNA0159L2","LNA006","V1","PB","P2",12,"smartseq","nd","cluster1_2_4","IgG"
"RHB4709","RHB4709","MUX5106","RNA0159L2","LNA006","V1","PB","P2",13,"smartseq","nd","cluster_3","IgG"
"RHB4710","RHB4710","MUX5106","RNA0159L2","LNA006","V1","PB","P2",14,"smartseq","nd","cluster1_2_4","IgG"
"RHB4711","RHB4711","MUX5106","RNA0159L2","LNA006","V1","PB","P2",15,"smartseq","nd","cluster_3","IgM"
"RHB4712","RHB4712","MUX5106","RNA0159L2","LNA006","V1","PB","P2",16,"smartseq","nd","cluster_3","IgG"
"RHB4713","RHB4713","MUX5106","RNA0159L2","LNA006","V1","PB","P2",17,"smartseq","nd","cluster1_2_4","IgG"
"RHB4714","RHB4714","MUX5106","RNA0159L2","LNA006","V1","PB","P2",18,"smartseq","nd","cluster1_2_4","IgA"
"RHB4715","RHB4715","MUX5106","RNA0159L2","LNA006","V1","PB","P2",19,"smartseq","nd","cluster1_2_4","IgM"
"RHB4716","RHB4716","MUX5106","RNA0159L2","LNA006","V1","PB","P2",20,"smartseq","nd","cluster1_2_4","IgG"
"RHB4717","RHB4717","MUX5106","RNA0159L2","LNA006","V1","PB","P2",21,"smartseq","nd","cluster1_2_4","IgG"
"RHB4718","RHB4718","MUX5106","RNA0159L2","LNA006","V1","PB","P2",22,"smartseq","nd","cluster_3","IgG"
"RHB4719","RHB4719","MUX5106","RNA0159L2","LNA006","V1","PB","P2",23,"smartseq","nd","cluster_3","IgG"
"RHB4720","RHB4720","MUX5106","RNA0159L2","LNA006","V1","PB","P2",24,"smartseq","nd","cluster1_2_4","IgG"
"RHB4721","RHB4721","MUX5106","RNA0159L2","LNA006","V1","PB","P2",25,"smartseq","nd","cluster_3","IgG"
"RHB4722","RHB4722","MUX5106","RNA0159L2","LNA006","V1","PB","P2",26,"smartseq","nd","cluster1_2_4","IgG"
"RHB4723","RHB4723","MUX5106","RNA0159L2","LNA006","V1","PB","P2",27,"smartseq","nd","cluster1_2_4","IgG"
"RHB4724","RHB4724","MUX5106","RNA0159L2","LNA006","V1","PB","P2",28,"smartseq","nd","cluster_3","IgG"
"RHB4725","RHB4725","MUX5106","RNA0159L2","LNA006","V1","PB","P2",29,"smartseq","nd","cluster1_2_4","IgG"
"RHB4726","RHB4726","MUX5106","RNA0159L2","LNA006","V1","PB","P2",30,"smartseq","nd","cluster1_2_4","IgG"
"RHB4727","RHB4727","MUX5106","RNA0159L2","LNA006","V1","PB","P2",31,"smartseq","nd","cluster1_2_4","IgG"
"RHB4728","RHB4728","MUX5106","RNA0159L2","LNA006","V1","PB","P2",33,"smartseq","nd","cluster1_2_4","IgG"
"RHB4729","RHB4729","MUX5106","RNA0159L2","LNA006","V1","PB","P2",34,"smartseq","nd","cluster1_2_4","IgG"
"RHB4730","RHB4730","MUX5106","RNA0159L2","LNA006","V1","PB","P2",35,"smartseq","nd","cluster1_2_4","IgG"
"RHB4731","RHB4731","MUX5106","RNA0159L2","LNA006","V1","PB","P2",36,"smartseq","nd","cluster_3","IgG"
"RHB4732","RHB4732","MUX5106","RNA0159L2","LNA006","V1","PB","P2",37,"smartseq","nd","cluster1_2_4","IgG"
"RHB4733","RHB4733","MUX5106","RNA0159L2","LNA006","V1","PB","P2",38,"smartseq","nd","cluster1_2_4","IgG"
"RHB4734","RHB4734","MUX5106","RNA0159L2","LNA006","V1","PB","P2",39,"smartseq","nd","cluster1_2_4","IgG"
"RHB4735","RHB4735","MUX5106","RNA0159L2","LNA006","V1","PB","P2",40,"smartseq","nd","cluster1_2_4","IgG"
"RHB4736","RHB4736","MUX5106","RNA0159L2","LNA006","V1","PB","P2",41,"smartseq","nd","cluster1_2_4","IgG"
"RHB4737","RHB4737","MUX5106","RNA0159L2","LNA006","V1","PB","P2",42,"smartseq","nd","cluster1_2_4","IgG"
"RHB4738","RHB4738","MUX5106","RNA0159L2","LNA006","V1","PB","P2",43,"smartseq","nd","cluster_3","IgA"
"RHB4739","RHB4739","MUX5106","RNA0159L2","LNA006","V1","PB","P2",44,"smartseq","nd","cluster1_2_4","IgG"
"RHB4740","RHB4740","MUX5106","RNA0159L2","LNA006","V1","PB","P2",45,"smartseq","nd","cluster1_2_4","IgM"
"RHB4741","RHB4741","MUX5106","RNA0159L2","LNA006","V1","PB","P2",46,"smartseq","nd","cluster1_2_4","IgM"
"RHB4742","RHB4742","MUX5106","RNA0159L2","LNA006","V1","PB","P2",47,"smartseq","nd","cluster1_2_4","IgG"
"RHB4743","RHB4743","MUX5106","RNA0159L2","LNA006","V1","PB","P2",48,"smartseq","nd","cluster1_2_4","IgG"
"RHB4744","RHB4744","MUX5106","RNA0159L2","LNA006","V1","PB","P2",49,"smartseq","nd","cluster_3","no_isotype"
"RHB4745","RHB4745","MUX5106","RNA0159L2","LNA006","V1","PB","P2",50,"smartseq","nd","cluster1_2_4","IgG"
"RHB4746","RHB4746","MUX5106","RNA0159L2","LNA006","V1","PB","P2",51,"smartseq","nd","cluster1_2_4","IgG"
"RHB4747","RHB4747","MUX5106","RNA0159L2","LNA006","V1","PB","P2",52,"smartseq","nd","cluster1_2_4","IgM"
"RHB4748","RHB4748","MUX5106","RNA0159L2","LNA006","V1","PB","P2",53,"smartseq","nd","cluster1_2_4","IgG"
"RHB4749","RHB4749","MUX5106","RNA0159L2","LNA018","V1","PB","P1",1,"smartseq","nd","cluster_3","IgG"
"RHB4750","RHB4750","MUX5106","RNA0159L2","LNA018","V1","PB","P1",2,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4751","RHB4751","MUX5106","RNA0159L2","LNA018","V1","PB","P1",3,"smartseq","nd","cluster1_2_4","IgA"
"RHB4752","RHB4752","MUX5106","RNA0159L2","LNA018","V1","PB","P1",4,"smartseq","nd","cluster1_2_4","IgA"
"RHB4753","RHB4753","MUX5106","RNA0159L2","LNA018","V1","PB","P1",5,"smartseq","nd","cluster_3","IgA"
"RHB4754","RHB4754","MUX5106","RNA0159L2","LNA018","V1","PB","P1",6,"smartseq","nd","cluster1_2_4","IgA"
"RHB4755","RHB4755","MUX5106","RNA0159L2","LNA018","V1","PB","P1",7,"smartseq","nd","cluster1_2_4","IgA"
"RHB4756","RHB4756","MUX5106","RNA0159L2","LNA018","V1","PB","P1",8,"smartseq","nd","cluster1_2_4","IgA"
"RHB4757","RHB4757","MUX5106","RNA0159L2","LNA018","V1","PB","P1",9,"smartseq","nd","cluster1_2_4","no_isotype"
"RHB4758","RHB4758","MUX5106","RNA0159L2","LNA018","V1","PB","P1",10,"smartseq","nd","cluster1_2_4","IgG"
"RHB4759","RHB4759","MUX5106","RNA0159L2","LNA018","V1","PB","P1",11,"smartseq","nd","cluster1_2_4","IgA"
"RHB4760","RHB4760","MUX5106","RNA0159L2","LNA018","V1","PB","P1",12,"smartseq","nd","cluster1_2_4","IgG"
"RHB4761","RHB4761","MUX5106","RNA0159L2","LNA018","V1","PB","P1",13,"smartseq","nd","cluster1_2_4","IgG"
"RHB4762","RHB4762","MUX5106","RNA0159L2","LNA018","V1","PB","P1",14,"smartseq","nd","cluster_3","IgG"
