"","FSC-A","FSC-H","SSC-A","SSC-H","CD20","CD56","CD45","CD38","CD138","CD4_IgD","CD14_7AAD","CD19","CD16","CD8","CD3","CD27","TIME","CD4","IgD","Plate","Index","Cell","Cell_type"
"JR1166_1_CSF_all.fcs.16919",536832,297201.125,276224,134912,0.655730912197875,-0.996015705525018,4.83693747807643,4.4561490513939,5.84658663284923,-0.0165240715104127,1.24537746352754,3.06321406363481,0.530414565125396,-0.497628324445259,-0.673436440154645,3.26551955941013,288.375,0.142540756162821,-0.0165240715104127,2,"F5","1166_1_2_F05","ASC"
"JR1166_1_CSF_all.fcs.16960",555008,331249.125,273408,149760,0.232921180319548,-0.891668079023217,5.29818172874956,4.77486358754458,5.09599748961561,0.0707763183238548,-0.0900669533457158,3.17606205760877,0.140622627218945,1.40110969781797,0.142848718618946,0.348074903447935,288.5,0.204725977047535,0.0707763183238548,2,"G5","1166_1_2_G05","ASC"
"JR1166_1_CSF_all.fcs.17033",526592,324337.125,250880,110336,0.452645249591123,-0.254760230945042,4.94658641865053,3.83736820977992,5.33472256849079,0.0245424113315514,0.741488578390091,2.42936686296721,-0.65188756667241,1.22611608772512,1.22659737815551,2.17729861242979,288.75,0.0603224080258438,0.0245424113315514,2,"H5","1166_1_2_H05","ASC"
"JR1166_1_CSF_all.fcs.17079",463360,270833.125,247296,143360,0.201320600022338,0.514105519268979,5.22761228243982,4.48875924945232,6.07663804940715,-0.0560463710299824,1.17117741184421,2.34481120684749,-0.00881396399461091,0.577751256208775,-0.663766493977958,-0.0885238872911976,288.875,0.118385271297647,-0.0560463710299824,2,"I5","1166_1_2_I05","ASC"
"JR1166_1_CSF_all.fcs.17121",675840,400369.125,316672,171776,0.297453694675525,-0.58922632182531,5.28570985714783,4.63834940881679,4.89404893496031,0.0131212080567585,0.33690722343265,3.24455018864236,0.754041829035216,-0.690162137717374,-1.69729463843259,2.54176080071493,289.125,0.291167037589945,0.0131212080567585,2,"J5","1166_1_2_J05","ASC"
"JR1166_1_CSF_all.fcs.17204",552448,376817.125,181504,101888,0.131338678410795,0.952860457618185,4.74602226217955,4.28012968179375,4.35142373108638,0.14105044016815,1.41822190698373,3.17634799106161,-0.767367540487263,0.487908494667379,1.56499755282762,2.882115168848,289.25,0.237466347356087,0.14105044016815,2,"K5","1166_1_2_K05","ASC"
"JR1166_1_CSF_all.fcs.17245",269312,172017.125,213760,108800,3.71038713683822,0.895764323767813,4.84236562932916,-0.233847532609708,-0.943765954328767,0.0399906633117321,1.34591723957388,2.92655613096128,-0.229869052446565,-1.02178589567316,1.46408592739767,1.7324707718753,289.5,-0.011470251885585,0.0399906633117321,2,"L5","1166_1_2_L05","B"
"JR1166_1_CSF_all.fcs.17329",553728,322033.125,228864,113408,0.47623597258989,0.40401487103797,4.91358597135689,4.31017226204547,5.4959620508774,0.0551005755839991,0.147119734002895,1.90340153843832,0.764057714630824,0.68249895919492,-0.787769049993473,0.0818263407440883,289.625,0.130124840796258,0.0551005755839991,2,"M5","1166_1_2_M05","ASC"
"JR1166_1_CSF_all.fcs.17363",527872,288753.125,252160,129024,0.253166253093304,0.75937397692906,5.25246843825124,3.85322803086314,3.08268662917944,0.0401058831672999,0.136868726866181,2.2625021115602,0.369502862295154,0.724574888592753,-0.782329611132253,2.96437846391129,289.75,-0.21659109784146,0.0401058831672999,2,"N5","1166_1_2_N05","ASC"
"JR1166_1_CSF_all.fcs.17412",357120,216049.125,258048,156672,0.532108169950069,0.755081511718327,4.37699226710233,4.48323159558185,-0.153471048237483,0.0525413446577377,0.435892419379209,2.62496433381972,0.283540991627023,1.24160792747571,-0.0965822575124904,1.43061715670635,290,-0.0749254018439763,0.0525413446577377,2,"O5","1166_1_2_O05","B"
"JR1166_1_CSF_all.fcs.17494",610048,296177.125,396544,175872,0.0973437295403147,1.47993470505407,5.69537139580912,3.683756263606,4.14185325749323,0.0756269272910993,-0.771817283554908,2.70036621275588,0.060205841088738,1.09764573957442,0.354565931669982,2.38122430231973,290.25,0.114434033325169,0.0756269272910993,2,"P5","1166_1_2_P05","ASC"
"JR1166_1_CSF_all.fcs.17543",392448,219633.125,336896,177152,0.78139886929631,-0.240391092639288,4.8837727253685,4.32317481927624,5.14529127986891,0.0559107682134374,1.31441599949821,2.55233282809347,-0.124280622794626,1.33569116116669,-1.97740347372354,4.32063859448794,290.375,0.0250408365470704,0.0559107682134374,2,"P6","1166_1_2_P06","ASC"
"JR1166_1_CSF_all.fcs.17593",498432,349169.125,239360,126464,0.666752820007881,-0.950770391621628,5.31470478689176,3.92155556939256,3.93245553006772,0.0768623565656183,-0.761377862501292,2.77937793362056,0.00139680040875454,0.399188921980651,-0.368190355484055,3.32017702690782,290.625,0.00453702326576384,0.0768623565656183,2,"O6","1166_1_2_O06","ASC"
"JR1166_1_CSF_all.fcs.17660",454400,357617.125,204288,113664,0.831399927219159,-1.95663016646801,5.2155769692699,0.0154331031685322,4.09444657524078,4.12659699013498,1.6476425607853,-0.328540762515436,-0.703100874576202,0.801954903839587,5.25458099803175,1.1813510462761,290.75,4.12659699013498,0.0652773138918195,2,"N6","1166_1_2_N06","CD4T"
"JR1166_1_CSF_all.fcs.17704",319232,232689.125,153088,90368,2.40648519773588,1.06031222583391,4.58074727505846,0.189746317644069,-0.210828077678056,0.0378320723355206,0.605396835939677,3.01853659649267,-0.447678734717972,0.863139532677338,-0.664420540902942,2.40533688714353,291,-0.085006709796327,0.0378320723355206,2,"M6","1166_1_2_M06","B"
"JR1166_1_CSF_all.fcs.17752",553216,309745.125,290816,146688,0.00433476004003946,0.537820041967703,5.83060156240674,4.52398581801419,4.87188780414863,0.0442443155456365,0.513165285434269,3.23666393067014,0.326110163787096,1.43759225818002,0.296593015496529,2.00159494784183,291.125,0.0616956798546374,0.0442443155456365,2,"L6","1166_1_2_L06","ASC"
"JR1166_1_CSF_all.fcs.17789",649216,364785.125,327168,171520,-0.315356523585425,-0.00402810898689512,5.23286796441018,4.91115810277138,6.10340578746279,-0.038527351833096,0.755410077732242,1.70850987288314,1.00243452035794,0.0649369128778264,-0.61328968006351,2.33184640453152,291.375,0.102443057342275,-0.038527351833096,2,"K6","1166_1_2_K06","ASC"
"JR1166_1_CSF_all.fcs.17857",272640,206833.125,350208,177408,3.52341908108421,-3.12732103476872,10.370988494233,4.92250390709272,2.07607020643845,0.0964186693477569,-3.00761046110625,-1.04611711727572,2.1014116209557,1.77564701130315,-2.54590038896325,0.136130255382105,291.5,0.0964186693477569,0.0868593762398844,2,"J6","1166_1_2_J06","ASC"
"JR1166_1_CSF_all.fcs.17907",426240,225009.125,304896,172032,0.251746075416419,0.178871062656837,5.13919284906065,4.37532755256129,6.00933090338155,0.0109299305229592,1.47860341693357,2.72459691135749,-0.0548444859082507,1.24682919061581,-0.613669388044324,1.65785456615431,291.75,0.0195742448226782,0.0109299305229592,2,"I6","1166_1_2_I06","ASC"
"JR1166_1_CSF_all.fcs.17946",728832,425713.125,323840,147456,0.0615417766131212,0.502184100682103,4.84911402664932,4.29497538796769,4.87313005194457,0.0614533462816435,1.07106074543424,2.63444651521034,-0.294756103907203,0.664403631952499,1.67168731898249,2.97461984652018,291.875,0.312426649884103,0.0614533462816435,2,"H6","1166_1_2_H06","ASC"
"JR1166_1_CSF_all.fcs.17994",503552,278769.125,253952,122880,1.13168048601786,0.803479164760879,4.68284406570922,4.45114122277411,5.97666926277198,0.0430069494505745,0.166204374860331,2.65476296918674,1.06114584167129,-0.291819840757854,0.351293443037156,1.52854169261143,292,0.121617018245736,0.0430069494505745,2,"G6","1166_1_2_G06","ASC"
"JR1166_1_CSF_all.fcs.18053",547584,337649.125,318208,171264,0.670166452812217,1.07495998150211,5.43899218064984,5.08512999484896,6.5159238135129,0.118077466880665,-0.529487185975352,2.40225318894029,0.492083439342266,-0.0651403263282248,0.0426666951366302,-0.356368100622148,292.125,0.0971278084819988,0.118077466880665,2,"F6","1166_1_2_F06","ASC"
"JR1166_1_CSF_all.fcs.18128",493056,325105.125,208896,121344,0.369864679000129,-0.199843618726514,5.06528811107139,4.18374322180222,5.90043387283753,0.0229863660426147,1.02278014497567,2.70715453383531,-0.169902896078328,1.142452219804,-0.918785697306672,2.79284208880478,292.375,0.0884822445355954,0.0229863660426147,2,"E6","1166_1_2_E06","ASC"
"JR1166_1_CSF_all.fcs.18320",536576,451057.125,161280,82176,0.615031904770813,1.30912068458061,4.59879291867283,-0.56297945660702,3.47170424207794,3.9350196517898,1.3083890583996,0.757871741737803,-0.229619504209442,2.82723507464095,4.31997579027486,3.04088717756011,292.875,3.9350196517898,-0.0191064720579761,2,"D6","1166_1_2_D06","CD4T"
"JR1166_1_CSF_all.fcs.18375",393728,240113.125,282112,147968,0.196485488021561,-1.38576339498377,4.55377306697139,3.64004675029861,4.98557748321393,0.121488858880411,0.634504280634786,2.34168470863038,-0.359367728512647,0.662017837754123,-0.39432583790222,3.41022385036282,293.125,-0.028037413334215,0.121488858880411,2,"C6","1166_1_2_C06","ASC"
"JR1166_1_CSF_all.fcs.18433",466944,277745.125,256256,143360,0.539236162549709,0.76915042839686,4.6069735915024,4.54068776019353,6.03820177729349,0.070215942431653,-0.699441059537073,3.32514114704449,-0.45903999811018,1.51077188581223,-0.227251512162031,2.78042338093271,293.25,0.0659495281203293,0.070215942431653,2,"B6","1166_1_2_B06","ASC"
"JR1166_1_CSF_all.fcs.18489",500480,306673.125,240384,128512,0.687386581310976,0.200083109221515,5.11186726570713,4.00667703343846,4.3108766554452,0.0207947864576763,0.179594061271859,3.0310790703577,-0.875598947462964,0.739407291191922,-0.132963204140532,2.57993453649111,293.375,0.142631823285731,0.0207947864576763,2,"A6","1166_1_2_A06","ASC"
"JR1166_1_CSF_all.fcs.18561",452352,280305.125,203776,103424,-0.190350873783087,0.745340639078842,5.0956306120532,3.97460601776644,4.43697439170419,0.121435567226284,-0.165177788438171,2.92773020212082,-0.700567820030334,1.66486337452754,0.325919470759972,1.43666215914568,293.625,0.191171434871898,0.121435567226284,2,"A7","1166_1_2_A07","ASC"
"JR1166_1_CSF_all.fcs.18681",350464,272625.125,221440,87296,0.990237534352456,0.00718806862043902,4.81002408496065,0.666252951071371,2.62667755449455,3.73748842238265,0.714800049966381,-0.50516831878067,0.845721253586021,1.29389986081867,3.64210415302507,0.770390440200422,294,3.73748842238265,-0.0880273588658192,2,"B7","1166_1_2_B07","CD4T"
"JR1166_1_CSF_all.fcs.18779",578048,310769.125,279296,136448,0.669398493188247,2.20793333306314,5.32345749459782,4.5387671600436,5.09553038581374,0.0764776671508174,0.144340536858775,3.30812362166381,-1.2809280457038,1.47698088459152,1.49568034678635,3.41966205242705,294.25,0.0988841183532997,0.0764776671508174,2,"C7","1166_1_2_C07","ASC"
"JR1166_1_CSF_all.fcs.18819",488704,271345.125,277248,143872,0.396431558173826,1.34194267075358,5.15312590497628,4.25841003891561,5.1836999384636,0.265673069631709,-1.10147904898801,3.06558551231772,-0.174315027575043,1.17681100455348,1.32025267671036,2.0599697043704,294.375,-0.101451615207709,0.265673069631709,2,"D7","1166_1_2_D07","ASC"
"JR1166_1_CSF_all.fcs.18891",612352,307953.125,515840,269312,1.19800990237484,0.979216851528977,6.33068049002569,4.7999346061154,6.08178442599077,-0.0266306135364607,1.29461214270123,3.98205739856509,-0.0776150058283943,1.77151423938254,-2.30018204858457,4.15646751356571,294.625,0.0754736495233011,-0.0266306135364607,2,"E7","1166_1_2_E07","ASC"
"JR1166_1_CSF_all.fcs.18979",509952,312305.125,284928,158720,1.38927140054545,1.21094012483425,5.7749601880046,4.13801799687247,3.38735982714846,0.0964655736297985,-0.199319684852559,3.2011353300687,-0.347154173640811,1.45796688703202,1.4613023353741,3.79773447434434,294.875,-0.0736564774856031,0.0964655736297985,2,"F7","1166_1_2_F07","ASC"
"JR1166_1_CSF_all.fcs.19131",754176,415729.125,350976,178176,0.849422263942319,1.21117108854918,5.21784326083647,4.09970961393325,5.31057911900272,-0.00575908102430861,1.78703495264197,2.75966903671891,-0.0495012370247499,1.26572262769371,2.28254793904694,3.14517329057466,295.5,-0.138748138550341,-0.00575908102430861,2,"G7","1166_1_2_G07","ASC"
"JR1166_1_CSF_all.fcs.19202",704512,378609.125,431616,186880,0.706261278739576,0.697467361163927,5.33908990557362,3.9492637433962,4.90380253286793,0.142488393098251,1.44763377906608,2.8390682618797,-1.0967132304823,1.49537103066695,1.24570289623524,3.68490837371323,295.625,0.0683497503416908,0.142488393098251,2,"H7","1166_1_2_H07","ASC"
"JR1166_1_CSF_all.fcs.19231",576256,335345.125,273664,149504,0.55556259247858,0.983063679948744,5.66587870969367,3.75688413386541,3.38986389814536,0.022661752046563,1.45492554178402,2.40558802666179,-0.112256737106264,1.1301081071676,-0.221782219687796,0.358456630203041,295.75,0.0306233079851628,0.022661752046563,2,"I7","1166_1_2_I07","ASC"
"JR1166_1_CSF_all.fcs.19276",375808,245745.125,244992,122368,3.58049110965833,0.549729621952731,6.18940262942439,4.2228683139431,-0.511818205549833,0.0419828042311797,0.0907305760048443,2.96874503572995,0.463884639835656,1.10613154265011,-0.251101286986605,0.0850038189081661,295.875,0.207571288820069,0.0419828042311797,2,"J7","1166_1_2_J07","B"
"JR1166_1_CSF_all.fcs.19307",410368,275697.125,214016,123392,0.282763943447048,0.495877211313695,5.24958501635043,4.04886656292435,5.18292376674407,0.231864355188067,-1.56375766782683,2.79347310794336,0.160935828380232,1.44048179129111,-1.09119842698779,0.138487210312383,296,0.133249945324347,0.231864355188067,2,"K7","1166_1_2_K07","ASC"
"JR1166_1_CSF_all.fcs.19358",654848,390129.125,242944,126976,-0.62019268291534,-1.19755870278865,5.26007657308267,5.21044776716593,3.91370862167719,0.00504323457463623,0.692451411608449,2.94160379739635,0.695188180502313,-0.0742249648907916,-1.24275131766086,2.55425708735943,296.25,0.130511491573671,0.00504323457463623,2,"L7","1166_1_2_L07","ASC"
"JR1166_1_CSF_all.fcs.19405",409088,237809.125,317440,168192,0.676347344188736,-0.808362990407781,5.45876634347809,4.33792708289846,4.49079571473081,0.0590355306552544,1.74792447833644,2.83777917810939,0.981061235497776,1.06841707318352,0.403751851040559,3.11370519915266,296.375,0.0174666316376605,0.0590355306552544,2,"M7","1166_1_2_M07","ASC"
"JR1166_1_CSF_all.fcs.19437",644864,372465.125,296448,157696,0.00545632652147685,1.18970197029111,5.21286011369962,4.85620736372955,6.33156321851971,-0.106958766619349,1.13665740970202,3.17041889190859,-0.00412820295705519,0.353988567971557,-1.08899118202105,2.63993903311953,296.5,0.00818367744804734,-0.106958766619349,2,"N7","1166_1_2_N07","ASC"
"JR1166_1_CSF_all.fcs.19470",322048,227825.125,168704,86272,0.166018291478913,1.4926000698237,5.04541637830991,0.276682209999726,2.78134941912025,3.88079437566246,1.31231861011539,0.0985693736559472,0.508119783898435,1.39139476024785,4.04206885302777,2.00948544544402,296.625,3.88079437566246,0.144468256330304,2,"O7","1166_1_2_O07","CD4T"
"JR1166_1_CSF_all.fcs.19586",305920,192753.125,166400,81920,4.30815812530996,0.33313160270567,5.09094326241791,-0.469877114947605,-0.63253814868084,0.0319018514769939,0.870545432451914,3.37692887340467,-0.394443597972326,0.440285050415819,1.0921881099264,1.64658979838451,297.125,-0.0555816676306297,0.0319018514769939,2,"P7","1166_1_2_P07","B"
"JR1166_1_CSF_all.fcs.19655",317696,235505.125,159744,84480,0.541368167599785,1.08734215507862,4.60034064021188,2.04712394066941,3.06044580952128,3.61352628928925,1.54786485816383,0.692023709112494,0.5983471347319,-1.1575507129128,4.01517777441509,1.99093713396688,297.375,3.61352628928925,0.0349001403163976,2,"P8","1166_1_2_P08","CD4T"
"JR1166_1_CSF_all.fcs.19706",533760,347377.125,250880,134912,0.618082172276073,0.928675790225131,5.01450824760341,4.57724394338842,5.75130352819504,0.181014408887349,0.50726234868552,3.01018852287107,0.787325271547862,0.3984589119229,-0.908041848656659,2.06460529733298,297.5,-0.0624426307643179,0.181014408887349,2,"O8","1166_1_2_O08","ASC"
"JR1166_1_CSF_all.fcs.19811",324096,244209.125,140032,80384,3.71484006959852,-0.0303391269405866,4.57602241528517,0.316713970947056,-0.615821542853523,0.0190497671370131,0.450224921832706,3.31896128530708,0.987716598359189,-0.291648908154822,0.180551315670237,1.57665658880319,297.875,0.335389374213098,0.0190497671370131,2,"N8","1166_1_2_N08","B"
"JR1166_1_CSF_all.fcs.19844",520960,306417.125,219648,120320,-0.0626090487485075,0.94890015820129,5.53845062791327,3.86144158349824,4.86790796963524,0.0453634483309135,1.78107755916498,2.61359143526102,0.661309914234145,0.156407593882831,1.23447239913093,2.88126871265647,298,-0.150276164302553,0.0453634483309135,2,"M8","1166_1_2_M08","ASC"
"JR1166_1_CSF_all.fcs.19916",479744,290801.125,221440,123904,0.548204166868138,-0.687724421931428,5.21261534741064,4.38708897778012,5.22173007486784,0.116370712320733,-0.211762206035004,2.79995052812541,-0.427426268952204,1.11926241705274,0.560491006536648,0.521530995114489,298.25,0.0359168877310968,0.116370712320733,2,"L8","1166_1_2_L08","ASC"
"JR1166_1_CSF_all.fcs.19979",463360,290289.125,249856,115456,-0.144119332681282,0.221235089740142,5.21683044523433,3.66491390096444,3.46307755299605,-0.00464986855841095,0.962495069658708,2.25577292147418,1.00312574007885,1.19013571217965,-1.70727558423581,2.32196000725565,298.5,0.0782288277121818,-0.00464986855841095,2,"K8","1166_1_2_K08","ASC"
"JR1166_1_CSF_all.fcs.20015",754432,375281.125,355072,164608,0.455714405110504,-1.42134579224528,5.69950217682838,3.58547665798886,4.67058856409904,0.234316822888529,2.00958249049591,3.028305754156,-0.74780327880798,1.64954600520726,-1.11484976294024,4.38295373503182,298.625,0.148981011130854,0.234316822888529,2,"J8","1166_1_2_J08","ASC"
"JR1166_1_CSF_all.fcs.20252",526592,355825.125,205568,115200,-0.213288236674494,0.286613783658245,5.03309474609499,4.06425878127816,4.23251945865578,0.0945352275488018,0.461704090458688,1.72722647417658,-0.741706775205785,0.625404071561578,1.4556199011174,3.26252949556006,299.625,0.00452619160132221,0.0945352275488018,2,"I8","1166_1_2_I08","ASC"
"JR1166_1_CSF_all.fcs.20315",702208,362225.125,334848,166912,-0.51717801359092,-0.954352504342187,5.60972303098443,4.36902142161446,5.39701779566484,0.0810532209866256,0.949187530734027,3.0167360686546,-0.621641590142199,1.60585543697864,1.26778853473542,3.35241540585282,299.875,0.135572031575539,0.0810532209866256,2,"H8","1166_1_2_H08","ASC"
"JR1166_1_CSF_all.fcs.20376",585984,329713.125,349696,197632,0.216016438268677,0.833657125241512,6.41617736375885,2.81571589662993,1.74807539799336,0.0430884908772622,-0.590555884427179,2.75138114688592,0.437985378429429,1.42044743445536,-0.233946705640689,0.513282767596355,300,0.0267186741440761,0.0430884908772622,2,"G8","1166_1_2_G08","ASC"
"JR1166_1_CSF_all.fcs.20516",673280,341745.125,457728,237568,1.22189516226156,1.04686320125932,5.49528433096034,4.68893413835593,6.05512978568795,0.260300621250557,-0.71538713578769,2.35062902710136,-0.23692655568164,1.11421884015468,1.04348075995422,3.50041609717869,300.5,0.185236835807706,0.260300621250557,2,"F8","1166_1_2_F08","ASC"
"JR1166_1_CSF_all.fcs.20571",521216,332017.125,260608,139264,0.566711189655593,0.76958619629067,5.2970911704863,4.02262851826953,5.60913987624645,0.032015912979619,0.392068423501575,2.89060071588158,1.16036086361315,1.51916029019333,-1.69381314629387,0.270016117012961,300.75,0.0784167262660576,0.032015912979619,2,"E8","1166_1_2_E08","ASC"
"JR1166_1_CSF_all.fcs.20626",796160,411633.125,384000,188928,1.24266752780165,-0.232340007493531,5.50336918288614,5.06095268255787,6.85518956347758,0.273715398165961,0.456219892244123,3.70478783500399,-0.428550243605589,1.26231549002301,-0.0717437815442556,3.25919507645519,301,0.207215823902892,0.273715398165961,2,"D8","1166_1_2_D08","ASC"
"JR1166_1_CSF_all.fcs.20683",510208,315633.125,280320,144128,1.08823944024042,1.51338527976273,5.06075591435789,2.64624276848535,5.33092471095788,0.0710002384674796,1.60465840838452,2.51610423161406,-0.886307476883576,1.76911929028906,1.38877836661914,3.52418035361964,301.125,0.16893815466554,0.0710002384674796,2,"C8","1166_1_2_C08","ASC"
"JR1166_1_CSF_all.fcs.20710",755968,391665.125,370432,189184,-0.162757991381213,1.40059510971057,4.98402020535891,5.76065462318865,6.01016293079909,0.736597394307468,1.08173959689861,3.50857247029516,2.34101016450878,-1.7864480665124,3.45024493985556,5.07677719717953,301.25,-0.0683389488545841,0.736597394307468,2,"B8","1166_1_2_B08","ASC"
"JR1166_1_CSF_all.fcs.20735",313600,237297.125,135424,67584,-0.109002244109348,1.05742681270945,5.04988640863828,0.822439431907071,2.61341057234905,3.34021624386064,1.79612759091766,0.11033417870176,-0.0121914192137611,0.301198929595303,3.95339468626251,1.24776182298507,301.375,3.34021624386064,0.0919302137989649,2,"A8","1166_1_2_A08","CD4T"
"JR1166_1_CSF_all.fcs.20790",307968,226033.125,162048,86528,3.87948015878984,0.643221184072017,4.50983410029993,0.437340343495934,-0.746612267634647,0.0358426683390362,0.371546577381978,3.14823492401333,-1.05454570559437,0.952530568424072,0.247101413292059,1.61929173456876,301.5,-0.292885819482259,0.0358426683390362,2,"A9","1166_1_2_A09","B"
"JR1166_1_CSF_all.fcs.20892",300288,227057.125,176896,106240,3.24173618822531,0.595964989370797,4.70276858799447,0.830729844452316,-0.298867941641514,0.0322159529412206,0.656480915137009,2.93736374725259,-0.478625283372599,-0.212519941252784,-0.178888153631008,0.465791315400802,301.875,0.196702011619793,0.0322159529412206,2,"B9","1166_1_2_B09","B"
"JR1166_1_CSF_all.fcs.21107",766464,435953.125,320000,152064,-0.158134757046162,0.753983878650002,5.7070259584369,4.36588027689819,3.1637964441017,0.0210157796774025,1.00858000986317,2.35671037469395,0.609765273655172,1.6194532468182,-0.714069309172256,0.178818623336695,302.625,0.0799856842418316,0.0210157796774025,2,"C9","1166_1_2_C09","ASC"
"JR1166_1_CSF_all.fcs.21153",754432,392177.125,411136,185344,-0.249949519168784,1.2576165589623,6.13529498800704,3.91469647092598,4.15401242534567,0.0720354446038953,1.62257400152434,3.16194938831355,-0.411102694696457,1.99551130518297,0.444886167322667,4.10422361290709,302.875,0.132479048608655,0.0720354446038953,2,"D9","1166_1_2_D09","ASC"
"JR1166_1_CSF_all.fcs.21221",588800,293617.125,263680,116736,0.808602846525287,1.00078289436705,5.29934615130263,4.08339798108097,4.52302370027436,0.0259622943490783,1.53330972994036,2.15224593790679,-0.201872361593183,1.27704337189962,0.621331015118062,2.42361706546188,303.125,0.196305951404865,0.0259622943490783,2,"E9","1166_1_2_E09","ASC"
"JR1166_1_CSF_all.fcs.21275",474368,299761.125,212480,111360,-0.0224738889994605,1.46266965187888,4.82894452913037,4.18430138892237,4.40273922271372,0.0529728520300621,0.556459029606216,2.68291655957577,-0.394312568845715,0.872933625434284,0.180802169183869,3.07640492421178,303.25,0.0714705441791599,0.0529728520300621,2,"F9","1166_1_2_F09","ASC"
"JR1166_1_CSF_all.fcs.21309",604160,335601.125,386560,187136,-0.211813461769045,1.25687244319877,5.69201749974055,4.40350428186413,4.6660784996311,0.0829450682291756,-1.47545501266462,2.87446045757832,0.843545218256726,-0.155194439567843,-0.233549554409372,2.13718148936533,303.5,0.13648898596152,0.0829450682291756,2,"G9","1166_1_2_G09","ASC"
"JR1166_1_CSF_all.fcs.21349",583680,370673.125,232704,128512,0.141381645523064,1.97410553274256,5.11418808783841,4.20331818900609,5.27096177290919,0.157660164100473,-0.55583693262004,2.51117063597494,1.05235039305271,0.685538581284693,0.111198770751409,2.7383723587146,303.625,0.16089743064182,0.157660164100473,2,"H9","1166_1_2_H09","ASC"
"JR1166_1_CSF_all.fcs.21386",536832,297457.125,349440,190976,0.497684882185684,0.948258193331453,5.36153331819682,4.61166689731876,5.98888419881357,-0.027073163463,1.33588779824828,3.2747135802514,-0.900336746611626,1.30366922885091,-1.20211710867588,4.19159281074936,303.75,0.171173956518138,-0.027073163463,2,"I9","1166_1_2_I09","ASC"
"JR1166_1_CSF_all.fcs.21408",687104,372465.125,402688,221952,0.222317820543003,1.49287904983642,5.56345391565092,4.67644734160943,6.16598838242975,0.06778182510608,1.39022907413133,2.9504851676349,0.056034303462429,1.42541964627715,-1.17864241709547,3.86021185874951,303.875,0.0454211429451497,0.06778182510608,2,"J9","1166_1_2_J09","ASC"
"JR1166_1_CSF_all.fcs.21448",460800,296689.125,232704,120576,0.20242608092564,-0.196957914147143,4.66491389682645,3.85600622122273,5.66553703095344,0.0398010975948442,0.975277905684433,2.95324653745501,-0.310710266464209,0.862243607641967,-1.04435739974956,0.503590057888327,304,0.023936040425191,0.0398010975948442,2,"K9","1166_1_2_K09","ASC"
"JR1166_1_CSF_all.fcs.21504",498432,309745.125,287744,148992,4.95808233687762,1.16721394270863,5.91569830972972,2.41293818867338,-1.08479096053215,0.0174920874367251,0.506547853642323,3.88700120327138,-0.496788099007237,1.05408251903408,0.696349908389211,2.66584498290773,304.125,0.353137570990056,0.0174920874367251,2,"L9","1166_1_2_L09","B"
"JR1166_1_CSF_all.fcs.21544",489728,283377.125,344064,151808,0.0501395391205624,1.72116992533099,4.71895294736296,4.58205650452927,5.53921535645929,0.0826577526026002,0.642047249459504,2.7587546072007,1.11518633876435,0.131936041199042,-2.11900906755454,2.85796621257338,304.25,-0.0808226863891655,0.0826577526026002,2,"M9","1166_1_2_M09","ASC"
"JR1166_1_CSF_all.fcs.21629",501760,328945.125,257280,142080,-0.506319957576277,0.43931740203463,5.17830056630892,4.4755171646135,4.89042966982169,-0.0156148079057418,-0.476299594249365,2.51080639910124,0.423748027686081,1.16911560231114,-1.04366641622325,0.144166569740967,304.625,0.0786191551281237,-0.0156148079057418,2,"N9","1166_1_2_N09","ASC"
"JR1166_1_CSF_all.fcs.21689",501504,280049.125,301312,150528,0.593188245100404,0.610141985814489,5.1870421925153,4.07508233123951,5.7532838880272,-0.0283676480974385,1.41189911458313,2.68794774485505,-0.344199180755878,1.63860606804777,-0.383911237394391,3.03698277087751,304.75,0.0137274280629828,-0.0283676480974385,2,"O9","1166_1_2_O09","ASC"
"JR1166_1_CSF_all.fcs.21715",520192,298481.125,276480,152576,0.0380520210670451,1.28366030517557,5.42105385375995,4.03310454894246,4.49632788904272,-0.0334598381908292,1.42943929997875,3.16931483791434,0.245062953486044,0.565619227644875,-1.23722063938182,2.76112698726185,304.875,-0.0448806041152213,-0.0334598381908292,2,"P9","1166_1_2_P09","ASC"
"JR1166_1_CSF_all.fcs.21756",304384,227569.125,140544,80128,3.48933669230512,0.150730317121915,4.54499201960318,1.01670228060918,-0.218579674052963,0.0182060619081492,0.531881836651408,2.94293299035731,0.401358674318905,0.794824850545311,0.426909487608831,0.103774750890072,305.125,0.0421718992086894,0.0182060619081492,2,"P10","1166_1_2_P10","B"
"JR1166_1_CSF_all.fcs.21794",673792,368369.125,413440,191488,0.353534477905061,-0.847626024324132,5.71905615636637,4.4434623766756,2.69386559721583,0.00212104755769219,0.661974683705002,3.36459819607475,0.154400678992767,-0.113263189371456,1.62770276783832,3.01250118840644,305.25,0.00421134645084645,0.00212104755769219,2,"O10","1166_1_2_O10","ASC"
"JR1166_1_CSF_all.fcs.21832",506112,321521.125,268288,143616,0.806399713168296,1.31878246573134,4.84203170840195,4.77819130584888,6.12182523312393,0.0269941566617728,-1.2712146231874,3.04691795487942,-0.379944223342637,-1.34634001653253,1.77780504067665,3.27641313458924,305.375,0.0546965144599578,0.0269941566617728,2,"N10","1166_1_2_N10","ASC"
