"","x"
"472_ARNTL2",0.750178702456775
"473_BCLAF1",0.736537392321402
"474_SLC39A9",0.548014679240981
"475_ANK1",NA
"476_IBSP",NA
"477_TFB1M",0.0920810132616918
"478_RABEP1",0.522056284770633
"479_HMGB3",0.106610348709711
"480_NUP160",0.797599990725404
"481_BAK1",0.687926042984234
"482_MUSK",NA
"483_IKZF2",NA
"484_GRN",0.266254571906172
"485_FAM13B",0.139979007895767
"486_ARHGAP31",0.750568827176854
"487_CENPQ",0.244863967559695
"488_SARS",0.248665176615351
"489_RANBP3",0.660037445984662
"490_ARID4A",0.623284251501235
"491_EIPR1",0.0191750925211607
"492_PNPLA6",0.398237246534569
"493_IFT88",0.234568843755179
"494_ALG1",0.34046400322364
"495_ZCCHC8",0.810834655608391
"496_ABCF2",0.890157481552649
"497_CHPF2",0.81106332877247
"498_LRRC7",0.662161089089111
"499_FUT8",0.313136063300264
"500_UBA6",0.308790595226583
"501_GAB2",0.960409587132506
"502_ATP6V0A1",0.0597608182322683
"503_PIAS1",0.243355840150044
"504_SLC4A7",0.123738447641266
"505_APBA2",0.147858808397429
"506_MAP2K3",0.902725251850772
"507_EFCAB1",NA
"508_TMSB10",0.0282721596747261
"509_ASTE1",0.177486552291592
"510_RNF19A",0.817725243260025
"511_PEX3",0.207507674694118
"512_GABARAPL2",0.0566443518926301
"513_MYOC",NA
"514_SH3YL1",0.410388857876232
"515_FAM136A",0.163526140665854
"516_VCL",0.332639397408889
"517_DEPDC1B",1
"518_DAPK2",0.150239103489972
"519_NSMAF",0.260102414426151
"520_ADSS",0.175513814541955
"521_STAP1",0.191215078944722
"522_TIMP2",NA
"523_RFC1",0.179719490828617
"524_TBC1D23",0.667518549944352
"525_CUL3",0.722553963498296
"526_MYOM2",NA
"527_OTC",NA
"528_CYP46A1",0.111380504020287
"529_",0.350024641143006
"530_SLC18A1",NA
"531_USP2",0.596586953904718
"532_CASR",0.486501965431118
"533_TUBG2",0.745720181470584
"534_RPL26L1",0.0611115646849714
"535_FLT4",0.0382756885724808
"536_NSUN2",0.22364956618313
"537_FBXO42",0.232058963000066
"538_MFAP3",0.396449008020374
"539_MRI1",0.274937344385924
"540_METTL1",0.581887085444535
"541_HOXC8",NA
"542_AGA",0.997013654950444
"543_PI4K2B",0.642285660279566
"544_BOD1L1",0.5712770973088
"545_MAT2B",0.571407026969951
"546_TLL1",NA
"547_EDC4",0.760698675184832
"548_TRIO",0.0387634663396012
"549_VCAN",0.147858808397429
"550_CLEC16A",0.714270515270807
"551_MSR1",0.01057494467804
"552_CDH1",0.397387113388827
"553_MTREX",0.562841720422348
"554_DNAH5",NA
"555_ZFYVE16",0.80970101051886
"556_RIPOR1",0.938255241835959
"557_C6",NA
"558_RAI14",NA
"559_SOX30",0.770566775941977
"560_PNKP",0.47962641519422
"561_BEST2",0.0558992441058914
"562_PHLPP2",0.6078884168993
"563_SPDL1",0.488191522557492
"564_STAU2",0.406058690796811
"565_SLC66A1",0.355178334621939
"566_CTNS",0.899454332863119
"567_RTN4R",0.147858808397429
"568_PHF23",0.763493427385374
"569_CDH10",0.575778525075154
"570_INPP4A",0.213696756018711
"571_RAB27B",NA
"572_PSMA4",0.0384974356527393
"573_MYO16",NA
"574_LSG1",0.980596097954994
"575_PARP3",0.373579268362977
"576_TNC",0.509431083384538
"577_THAP3",0.297413580220217
"578_RIPOR3",0.459223618892965
"579_TDP1",0.765254463072238
"580_AIFM2",0.289443283659978
"581_C2orf83",0.143145690417541
"582_SPATA7",0.787136312995144
"583_MED17",0.64297951588725
"584_RETSAT",0.137310662408798
"585_CAPG",0.826602881497243
"586_AP2S1",0.18878007984429
"587_USH2A",NA
"588_ZPBP",NA
"589_TG",0.736647608390561
"590_ADAM28",0.446465027348545
"591_BARX2",0.23842184384179
"592_DCUN1D1",0.853124707978895
"593_JADE2",0.522322252684174
"594_ZIC2",NA
"595_LCP2",0.355323501547659
"596_TRIT1",0.30281668366876
"597_ADRB1",NA
"598_GUCA2B",NA
"599_CUL7",0.0678779560368109
"600_CTNNA1",0.714920795150647
"601_PHKA2",0.978647377094124
"602_CNTLN",0.230078547872613
"603_EPHA3",NA
"604_HSPA5",0.0475011121809674
"605_DSG2",0.569698759857468
"606_GEMIN8",0.123768138287498
"607_OFD1",0.540103638667214
"608_GPM6B",0.34070814069189
"609_MAGEC2",NA
"610_PREX2",0.782008456799164
"611_WDR37",0.363843918277241
"612_YTHDC2",0.308089771700866
"613_CTPS2",0.860252914886178
"614_ATP6V1H",0.983000289940555
"615_POLR2B",0.10015994565357
"616_FAM214A",0.789416468528269
"617_ARAP2",NA
"618_TPR",0.961986624576406
"619_CP",0.34070814069189
"620_KIAA0556",0.0340435021209857
"621_DTNBP1",0.85437162435976
"622_XK",0.901045563062416
"623_ANO2",NA
"624_C12orf4",0.890157481552649
"625_SCML1",NA
"626_WWC3",0.905938186504303
"627_ARHGAP6",NA
"628_FAM184B",0.296271941679557
"629_MAP4",0.0522110325243595
"630_GOPC",0.904314421845658
"631_ROS1",NA
"632_USP28",0.680886095717901
"633_HDAC9",0.246351926396371
"634_TSPAN17",0.0156883413531494
"635_NOP16",0.206612920976292
"636_CC2D2A",0.104773887174934
"637_RRM2B",0.00540874759164217
"638_ZNF800",0.548669074341634
"639_TNFRSF17",0.337115821532292
"640_SNX29",0.777117900460521
"641_LMO3",NA
"642_MRPS10",0.35193501621415
"643_GUCA1A",0.787136312995144
"644_RSF1",0.313077270276694
"645_VPS13D",0.934596935074611
"646_CELF2",0.468799619295488
"647_FAM120A",0.184974999581865
"648_R3HDM1",0.754985768661205
"649_COL9A2",0.186306520606731
"650_KITLG",NA
"651_ERCC8",0.189643254098487
"652_ADAMTS6",0.509431083384538
"653_H6PD",0.581169079776446
"654_VAMP3",0.679469764786625
"655_PER3",0.34070814069189
"656_UTS2",NA
"657_TNFRSF9",0.465829346181764
"658_EPN3",NA
"659_LTBP1",NA
"660_RCN1",0.145361820227867
"661_ELN",0.430409638211039
"662_RFC2",0.786078720937307
"663_ARID1B",0.496468840019156
"664_CLPTM1L",0.060460059760516
"665_NEDD4L",0.120926927601956
"666_FOXP3",NA
"667_PPP1R3F",0.509431083384538
"668_HEXB",0.16495666755543
"669_PTCD2",0.499541007055682
"670_NEXMIF",NA
"671_JKAMP",0.313354650756811
"672_DKK3",0.147858808397429
"673_ARHGEF5",NA
"674_NFE2L3",0.430409638211039
"675_MCUR1",0.967785555364068
"676_LIMA1",0.615822103686756
"677_LETMD1",0.904961311842592
"678_SLC4A8",0.577727922161719
"679_LAMC3",0.80380278454639
"680_PTGER3",NA
"681_TNIP3",0.147858808397429
"682_MAPK9",0.80491533737222
"683_COL23A1",NA
"684_BCAR1",0.509431083384538
"685_FAM160A2",0.539894420235028
"686_HERPUD1",0.973796127027083
"687_HOMER3",NA
"688_RAD51",0.0853974370096428
"689_POLQ",0.445627399196847
"690_PIK3CB",0.094186932402465
"691_CYBA",0.0443251949487509
"692_THOC3",0.554760808605619
"693_HEBP2",0.923725023148315
"694_MPHOSPH9",0.240577470644139
"695_PLEKHA5",0.355339655373206
"696_PRSS8",0.147858808397429
"697_SIKE1",0.542064390080413
"698_RRP12",0.563364859600643
"699_FNIP2",0.960409587132506
"700_MSMO1",0.10974145692221
"701_TTC17",0.78118785112851
"702_ALX4",NA
"703_FSTL4",0.575778525075154
"704_FOXN3",0.465078059197219
"705_METTL24",NA
"706_AKR7A2",0.449422068365037
"707_MRTO4",0.0192196976095358
"708_NNAT",NA
"709_USE1",0.722212237753944
"710_MCF2L2",0.128194024825512
"711_NRIP2",0.311870974962628
"712_LAMA3",NA
"713_AP5M1",0.611770572762554
"714_ANAPC4",0.71683592113497
"715_KCNQ1",NA
"716_TRAPPC3",0.119634068523889
"717_THRAP3",0.682699710866294
"718_PHPT1",0.0137550296423481
"719_ENTPD2",NA
"720_LY75",0.785159814985272
"721_ARID4B",0.853844411321861
"722_OPN3",0.249780047348237
"723_SDCCAG8",0.19127827104905
"724_PTPRN",NA
"725_KIF1B",0.0687082882794444
"726_FOXC1",NA
"727_TBC1D22A",0.921920453801756
"728_SYNE2",0.382303127110258
"729_PLEKHH1",0.514420809077107
"730_ATP9A",0.596586953904718
"731_SPO11",NA
"732_CBLN4",NA
"733_CHRDL2",NA
"734_FAM168A",0.122630895848154
"735_RELT",0.995728985943773
"736_GALC",0.564723442737471
"737_NOP58",0.0238228551799178
"738_SZRD1",0.926426647348159
"739_KCNH2",NA
"740_CUL1",0.858692587068231
"741_FAM114A2",0.254112906661234
"742_CYFIP2",0.894926344430748
"743_TAB2",0.601829128052507
"744_GINM1",0.440508553236991
"745_EIF2AK2",0.736053998957925
"746_USP36",0.26077180186261
"747_KMT2C",0.942100714014163
"748_MCOLN3",0.147858808397429
"749_CCDC85A",NA
"750_PUM2",0.152125088184423
"751_MRPL43",0.767471310756196
"752_ITIH4",0.0558992441058914
"753_ITIH1",NA
"754_HPF1",0.272684112551025
"755_ZFR",0.0733456957633955
"756_ZNF280C",0.616829545497758
"757_NPFFR2",0.088848711407876
"758_PHF21B",NA
"759_TRAF1",1
"760_RC3H2",0.0664388798722465
"761_IL17RB",0.648137891862249
"762_TRAF3IP2",0.166758700013563
"763_GYG2",0.509431083384538
"764_DCBLD2",0.596586953904718
"765_SERPINB3",NA
"766_SOAT1",0.179205594866141
"767_PKP2",0.0435391792439669
"768_MSH4",NA
"769_F7",NA
"770_GDI2",0.648076556228018
"771_PRDM1",0.164362536249221
"772_ATG5",0.230799199321491
"773_TMCC3",0.438322032538659
"774_PITHD1",0.143120488352046
"775_MTA3",0.305946467941941
"776_USP13",0.530825801455026
"777_ATP11B",0.588803933984286
"778_LAMC2",0.251946074247607
"779_CDK14",0.849781080356309
"780_SEC61A1",0.121744896174536
"781_PPP1R12A",0.710305344613978
"782_RASGRF1",0.340489957976227
"783_CAMK2B",NA
"784_CROCC",0.475294168066543
"785_POLR3E",0.361044266595535
"786_ATP2B4",0.0992074824693441
"787_ZC3H11A",0.893775014218565
"788_RIOK2",0.255195888809476
"789_YIPF1",0.743560770063103
"790_NDC1",0.511064124501127
"791_DGKG",0.509431083384538
"792_FLYWCH1",0.532946448598054
"793_UNKL",0.459078242335719
"794_TBXAS1",0.830701056125117
"795_PARP12",0.679568375074682
"796_ALDH18A1",0.952930458040929
"797_TARBP1",0.440829572912802
"798_GATB",0.0397118983121999
"799_MXD1",0.90268902559459
"800_CDK17",0.439100546545147
"801_DNAJC25",0.765908550042125
"802_SLC2A3",0.806338830047029
"803_PSD",0.835096070892832
"804_CTDP1",0.448922231110144
"805_YBX3",0.0820204519525444
"806_STYK1",NA
"807_WNK1",0.490629685792362
"808_CCAR1",0.00219656367068748
"809_OGFR",0.190268674159824
"810_GNA15",0.509431083384538
