X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30
9407.125,-15933.478,-12396.927,24239.633,9597.928,-13576.461,-13827.046,-3932.4978,-2236.5564,-16393.209,-292.37094,-50.621407,9704.866,12118.613,3071.295,-6067.9014,7571.036,-12749.169,-5162.694,661.4227,14618.052,11297.394,14434.71,-9945.21,7974.393,9973.673,7087.5747,3940.4521,-2701.7888,4094.3237
-44144.594,26326.459,-114.2546,-4176.407,2987.649,-149.01073,6035.8745,3864.234,3988.3591,1118.022,-1883.4915,150.02492,2338.1414,-8.757393,-5725.762,-3341.562,-2544.4382,3153.2815,-3347.8203,90.17207,-5561.1504,-1439.4529,6575.948,11461.981,3024.95,-2918.0625,29.764181,-11.1919,5008.302,457.6985
52320.727,7165.9673,-19838.129,-19881.064,-1444.5259,-7783.259,9111.442,-4266.3267,-857.9514,-2097.3342,5987.6562,-6824.697,10774.647,3723.4795,-18150.447,-13221.489,2693.8223,10681.959,1725.5326,-643.1845,2753.4436,-11921.898,-4684.099,1814.9119,7274.5356,-8188.39,5914.113,11777.304,-16491.469,6892.1543
66461.76,13391.242,-15378.332,-17867.164,-26273.871,-21604.088,-28130.082,42155.64,-1546.2582,30971.795,7343.6294,-7748.4585,-13635.0205,-11944.568,-15112.035,7508.2324,12617.903,9468.599,3223.1921,5045.5566,2618.4033,451.42,7214.8623,-1698.5653,-6495.0234,-4502.467,2107.9138,-10344.351,7091.736,-3393.7134
32125.965,-5879.613,10147.181,-8449.194,353.9092,3639.9688,-5206.195,606.9821,1003.66223,-6149.911,-2180.4116,-3260.0422,4087.2612,1898.8987,6803.6987,-3637.1409,539.4225,2847.9775,-7061.605,-12671.407,-4992.4795,70.59037,-2014.439,-8160.33,-1762.83,-10478.769,-1874.583,4960.875,1256.2618,601.8766
70140.42,-14545.428,64584.293,-46215.734,47991.14,-691.5551,45231.332,48226.812,-54759.902,5792.649,44521.465,8471.625,8810.63,58917.734,16992.092,27538.371,1567.321,9450.617,7578.805,-2.4969828,10255.51,-8101.1465,6167.1353,12552.557,-312.72647,5662.871,1536.2753,-5014.364,-5900.312,-3395.5667
-29207.86,8823.928,-12756.294,-9315.629,6408.46,865.3358,7677.479,4635.2456,5380.917,-324.68497,-1450.0739,-68.98598,-486.4494,1229.8262,-4601.142,-4437.136,-1614.2714,4988.874,-2508.441,3254.897,-3543.8992,-546.18866,6023.4067,9215.803,3171.255,1615.8208,-1197.4426,-1613.1982,5649.1963,2067.6335
29993.13,-11330.45,7960.9106,-7826.292,148.38481,64.37651,2571.016,-1483.2786,5512.1855,-8685.036,18016.861,5249.0034,5910.8267,-17877.797,18964.512,-22051.22,11209.866,9686.605,10180.721,11180.516,959.64655,-7974.7524,3994.2527,-8845.683,-5296.507,-522.541,-1338.6713,-2264.5635,4730.4614,-2679.616
15702.198,1849.6133,-3491.7268,53484.473,31424.736,-19987.371,-13434.249,5736.963,8575.607,-17729.564,-3780.102,4657.9165,3317.2686,-1663.0728,10321.048,11451.052,-6650.378,-3418.2073,2782.5593,-3349.0742,-3333.0745,3441.3333,-8174.181,-5920.3086,-8369.612,-1351.7775,-779.3967,2122.5608,-3825.6592,9699.735
14592.66,-20725.504,-10332.694,1383.8829,-12810.81,-9005.87,-9647.642,12881.678,1530.6678,6402.8677,2508.0537,-2055.4375,2999.8308,-4161.0737,-3428.0845,3602.3699,4380.2183,1988.4614,2194.0608,-1063.8689,1778.412,1326.1649,195.79561,-847.8749,-3204.0813,-5931.715,5010.477,1712.8462,537.311,-8772.156
-8554.524,-7901.3286,2566.0295,13376.398,-9483.4,5041.341,-8046.685,-2939.3835,11936.537,-7761.9507,3894.6616,6041.3555,3403.9614,6518.9106,3014.4568,-243.07594,-2212.4539,5011.6772,-577.5037,1209.9491,-3864.5425,-11577.539,-15067.89,-5295.2026,-834.8088,3963.6206,-9035.122,-19000.414,6410.5806,-9324.485
15940.454,-19727.102,-5127.296,9798.227,-13445.312,-5801.228,-5704.704,-823.27124,-1297.3298,-6120.9746,-7656.8193,7883.358,7928.3706,-1920.6146,-4295.6484,10714.597,3526.412,16096.555,11162.586,-6169.2896,6890.411,-1475.7445,4938.477,-4179.988,-15345.399,-10037.764,33.61195,-2763.1873,8149.4795,-114.83257
11589.435,-42667.63,52320.7,5934.3965,6619.0376,-257.942,-6444.4956,-6200.7627,5491.9326,1077.6504,-15971.078,-3891.7104,-532.82227,-11460.825,-15934.825,1456.3514,-1702.8862,-10854.704,2024.9559,1385.5717,-8301.396,3266.6353,-1770.2872,-1374.6511,2401.1797,-7404.2197,3337.3984,2987.413,7711.445,4711.027
71341.48,20511.064,-6358.764,-11123.597,-31100.54,-16815.182,-23916.996,38868.203,-583.1005,22031.768,7878.3047,-5664.0166,-17996.557,-7304.0054,-970.88416,-481.71198,-10011.042,-8313.681,-2390.1768,-1697.2135,-10268.167,2764.776,405.431,-1353.1176,951.9541,-6800.029,6880.907,-1412.76,6101.948,1437.7819
-21228.838,-12446.194,-12886.648,-6038.461,7384.6104,1149.2921,9585.009,6027.6743,6569.9434,-879.18414,-3522.716,3431.7644,-11973.172,1113.7362,5134.7886,3114.8354,1934.9049,-2958.3245,280.88538,-4281.296,-5108.3,749.3884,6881.3926,11220.012,1729.0973,-5119.531,-920.3834,2007.7346,4356.799,-4450.779
39082.445,695.8787,-12847.221,-9609.649,-6873.9014,-5097.982,3383.913,-9713.621,-7681.744,1354.3527,-2951.3452,3078.6624,12412.182,3217.019,-2953.9363,-2270.5615,1659.0084,3819.2034,-1546.8895,9973.448,-8643.369,1450.8069,-3544.9082,-4724.9834,3883.4375,-2490.8433,3645.6868,-445.6779,4432.7007,-3042.6416
79884.125,24220.434,-16580.262,-14931.444,-17609.744,18934.578,21096.547,-6936.064,-10834.417,-27061.48,26100.129,-32993.613,-3825.757,-19033.3,-13087.378,14513.876,-12658.088,-9991.324,-7327.414,4943.381,3001.6204,3916.3882,4475.032,2482.8093,-1166.2814,6825.7866,6408.5083,-6573.0107,9728.774,-4668.7207
17633.238,-16384.059,-9389.609,2156.677,-9229.307,-5432.006,-617.8891,-3976.9375,1043.8998,-7073.199,-4240.459,6579.271,12634.991,2815.153,393.26602,1450.6031,-4530.0977,6808.281,8246.698,-8878.79,5011.34,-2287.4128,4099.126,-4787.819,-9999.163,-5053.9976,-2464.3262,-1084.9977,2426.7925,9311.94
44083.035,-17782.285,34368.03,-16876.455,15483.894,9191.171,-18022.682,805.4575,245.93019,-11840.845,-24500.97,-9515.758,3176.8977,3708.4368,481.5595,-5925.4023,4625.9966,-13920.281,-4451.612,-2972.4812,10280.661,1124.9983,17881.947,-9403.4795,16009.957,4134.157,-4620.2485,3667.519,13010.8955,3550.4438
-25035.578,-5740.499,-13864.268,-5171.721,4847.3535,1214.7341,7995.2925,4762.4165,6753.8613,-821.40607,-3676.5974,1476.0702,-6150.209,2063.3315,1306.7723,-1507.4138,821.3498,366.61548,1533.1694,-1979.1769,-6248.8013,6602.321,4180.829,10814.699,2059.6794,228.3555,814.3893,317.1661,4826.71,-1889.4211
-2593.8206,-23858.97,-14539.972,16153.524,-4048.5923,18389.344,4836.8394,1828.5906,464.95972,7459.653,-791.60974,-1071.2509,13214.736,7597.5903,-5200.3623,-11689.152,2363.1458,10117.843,5547.7354,4124.2793,1477.4183,16242.714,-5450.216,-2202.706,2233.4463,6239.2007,4337.161,-180.93016,2133.5847,-2485.3127
10246.29,-19274.363,-14185.628,-1947.528,-3833.0864,-3476.3315,1423.1555,-307.57538,1378.823,-5167.7173,2886.017,-2346.3958,15519.105,1319.611,-5778.7183,-6276.173,772.4179,6147.6104,457.74362,1978.9666,6008.3604,-3891.831,-4937.404,-3625.491,3348.3347,-4414.9634,3244.451,1871.8356,-1566.2081,-3997.5881
-27360.496,-3286.599,-12139.44,-5106.2593,5229.2344,-2515.172,1660.8075,-1365.097,-2110.7795,2490.41,1157.2017,-2289.7136,1745.7289,-923.1956,-4683.4043,-4799.5986,-881.86053,4726.232,-3249.023,2890.6965,-7502.939,195.68584,10975.15,16153.3545,2983.9915,21.64627,-2604.1433,-1575.3075,6035.1104,293.6927
-7547.554,-26931.092,-11497.149,2029.1346,-1901.1002,-6136.111,6926.541,1405.7446,5146.982,-3151.591,3454.4236,-2043.7603,9268.384,-123.210625,-11431.496,-4609.6353,-3561.9734,4204.981,-2230.5916,6481.066,5761.452,-1780.8966,-5998.5967,-6603.9766,405.08157,2068.0764,5149.2026,-444.0416,1339.5173,1105.7877
9678.823,1547.9938,-3270.4631,-561.60693,-7396.25,-1336.2762,2085.7444,465.85684,5935.4326,-2363.4043,-4940.066,-2173.2585,2813.9497,5492.245,6729.5073,772.96246,4598.8022,-1666.1412,6095.3936,-4831.087,-3514.2952,3680.7053,-8803.079,-5082.188,1941.5375,-3480.1829,2180.218,848.21136,92.53927,-606.5153
19129.45,-12049.841,-10542.153,4642.096,-17468.896,13651.263,8888.09,-707.5561,-3893.4736,-23952.11,18026.162,-25409.293,4365.1587,-17756.361,-766.2081,17879.752,-7938.9966,-19291.756,-7279.0874,-2140.2087,2239.6555,9968.44,1364.08,-1445.3281,-9297.391,-4378.627,11216.353,-211.98001,7997.3154,-1318.381
437.13333,-26789.588,34914.973,20345.307,-9167.6455,-18547.297,19561.033,4702.861,-3699.9482,3804.0835,16237.497,12087.626,-482.64728,13920.533,-6877.215,9485.474,501.4591,-6279.1504,1493.4464,-7155.134,-1907.908,-9145.168,-11086.171,13906.493,247.9447,7919.8403,12174.765,-1245.7897,-4694.6523,-2909.2947
2526.107,-3232.8118,-6736.061,23557.88,16836.656,-9309.924,2074.5312,8966.633,3499.8054,-15316.105,11481.1,5310.8374,4244.2173,-10146.997,12556.713,-3563.6716,2567.4607,5671.6963,9695.395,17528.014,2796.105,-313.92654,-2201.326,-10558.716,-1970.4613,-5197.015,-5703.3574,-818.55164,3800.9988,-2337.5442
1284.5999,-23609.223,-13579.443,807.38763,-4205.075,-2876.6157,300.11615,-936.9468,280.95715,-2953.5818,-1464.7195,3125.3655,15159.486,331.0011,-842.4656,1206.5363,1507.9032,1050.7137,-957.0822,4591.226,-847.3592,190.25493,-1174.2609,-2847.4236,-449.36078,-4138.0156,5402.1167,2791.5798,-406.07523,-8474.617
-15920.497,-23936.658,-19315.555,-6736.249,7952.53,286.80142,11227.337,4193.2954,9534.075,-2232.1465,-3012.0713,4167.3887,-16200.349,976.2246,2493.4805,1715.4902,-862.2148,-2898.8853,-1075.3552,-1438.3235,-1085.6853,-1373.0675,-675.95856,495.0333,983.2897,7.717846,-672.6398,-564.8164,-425.80835,1200.0452
48099.523,-11476.666,26449.088,-19841.13,9216.959,4861.8965,-4081.541,-2038.3735,-553.9877,-4803.628,-17156.697,1002.28033,-1509.7076,-19619.318,5228.3926,-11548.539,-5117.2876,8625.98,-3163.404,-1798.7603,17116.45,-1338.9027,-7656.1016,10378.781,4688.3247,1182.388,4848.9946,1568.4612,-2476.3342,-5165.0615
-6729.306,-23220.734,6983.835,4542.205,-822.82104,-8663.547,12121.535,6201.9536,1544.9336,170.24643,16590.316,7310.489,8508.847,13105.149,-4075.8848,4246.043,-459.2102,2362.8494,3184.2466,3941.9421,4465.721,-9454.993,-8700.665,5099.6367,-1096.81,11124.438,7308.2114,-3194.063,1144.0074,-3331.5625
11167.292,-40053.457,42216.42,-9709.975,18733.4,17116.96,-20179.824,1202.7416,1890.6324,-5954.7754,-32706.715,-18026.412,6532.7744,-1391.8605,4171.2153,3646.6853,717.11285,-5193.276,8819.694,7535.1016,-7784.166,12048.051,609.9027,-10809.264,743.12573,-4755.702,-8062.9165,2054.1418,14617.495,2477.8647
-21090.096,-11842.137,-17641.252,-6691.2534,5952.5176,2742.525,11092.552,5895.4956,8457.073,-3395.2322,-2296.8901,1177.656,-10255.107,-255.0635,1513.4163,2751.5217,-1890.8916,-2964.8936,-521.7022,-48.253708,721.902,-577.60114,783.30396,1159.7479,97.81832,-118.149284,1821.023,962.71814,3357.827,-1221.1544
20992.484,-4653.551,-13674.748,-7988.34,-3952.4204,-3000.9634,3842.8442,-1724.2621,1929.1049,-5660.9873,4972.7515,-6478.255,10524.955,1221.9226,-8371.816,-3314.3823,3870.0723,2377.014,724.0473,-3108.4463,1120.1166,-6180.196,-4822.773,2009.7211,4279.274,-6145.036,3482.337,7448.554,-15644.216,5250.6426
41697.3,-2590.0093,-2219.7766,9679.716,-18734.3,1675.813,-3239.2837,-4406.6455,-3293.8367,-15937.546,-7501.5557,4854.637,-5152.1255,11044.291,2039.728,320.69882,-12924.769,19945.701,14200.323,-5390.9307,-7514.918,-4987.6763,11592.934,-5170.787,-3487.563,-612.62354,-3326.5728,-1787.7212,-1727.0132,-7498.34
74957.19,2427.142,47424.953,-30292.594,15916.732,16507.549,-14665.474,-5464.138,824.2733,-12561.833,-9132.107,-495.6624,-16047.558,-29140.898,36306.54,-34436.74,-3636.6177,34937.58,-27298.295,-1696.6172,-14046.935,-12906.801,13112.163,4956.3516,-6735.2812,12131.802,37332.15,2157.2612,-6723.995,17422.496
31585.188,-18456.262,19250.514,-22240.758,17873.752,6846.455,-7283.3276,1440.601,-182.29793,-317.2449,-13936.13,-12952.764,7578.4253,-2714.2148,-8830.767,-1715.853,1652.0568,-4005.1138,6091.9644,1778.4076,1578.0054,1459.2898,807.28516,-4285.4126,-2558.344,-3081.2642,-505.61713,2629.9824,3739.406,-3248.0315
20675.725,-789.2965,-1446.4524,4558.216,-18613.098,3944.7358,3518.4978,-6431.25,-6277.4424,-4029.2393,-21199.52,37328.004,13055.943,-2826.7295,16547.9,20633.887,-412.1323,-9471.759,-11469.181,17673.104,-20299.926,659.2437,-4534.424,-6715.3164,2508.7952,-1259.2654,509.41693,1925.7155,-2408.9326,-2620.1755
-5194.7954,-27312.53,-14.429256,10827.616,-8761.216,-16559.24,10366.241,-6638.973,2313.6902,1116.9148,447.56525,5462.9136,1867.2635,-4357.0854,-18689.9,-4174.64,-9626.08,6064.079,6171.072,-5741.0664,5264.587,-1157.6437,3545.805,-6691.0825,-6793.0107,3691.0488,7691.055,2934.3467,-759.2939,-4695.8765
35345.457,-11125.343,10362.023,61.661453,-5168.4536,-5264.5884,2762.9917,-2715.06,1456.9282,-3352.3071,-6631.7666,-3089.8728,-3208.355,-3641.0513,-8146.308,-2226.072,4040.4697,-8902.704,12217.406,101.42166,-3767.057,-4865.253,-3115.0283,935.41864,3752.2551,-8435.084,1565.0305,2390.437,2294.177,1380.9338
877.4938,-27142.332,-16561.941,1046.1029,-13675.479,-9808.229,-16337.973,25895.54,3509.9016,12107.913,4179.9336,-2585.6997,2549.0886,-3518.0828,1842.608,1164.3911,-5636.8545,-1498.0768,-433.0888,5102.6133,2244.6953,4040.7942,-0.06508355,-3927.0051,-2758.4568,-732.8404,3643.9692,545.0725,-353.06418,-6102.195
-19900.682,-5490.0186,-21196.678,-6145.751,14685.081,-2337.2021,13987.132,8554.772,12222.329,-2852.2988,-1547.3984,3483.3584,-7968.029,766.2288,-6985.82,-3817.7764,-6005.419,2847.8901,-2938.6396,9589.954,6125.063,-4181.658,-7087.0825,-10410.1455,1196.7529,10697.763,-1065.4376,-3857.0596,1029.1766,11593.634
36105.848,-5823.0312,223.57895,-3616.3914,-5720.5083,-13944.982,17728.693,-3360.088,2680.087,-934.8102,19996.922,4409.953,2009.3015,-14381.761,-3437.1658,-18764.02,11152.573,165.50827,12823.617,6622.9707,2015.1622,-3778.161,1570.8737,-5076.659,1937.3987,-6579.639,-487.49014,1019.1976,5334.8677,-5223.114
38896.598,-11354.23,5959.236,-12054.864,2537.8044,-712.0822,-6106.6885,-4329.945,1533.2235,-2221.8997,3783.968,-4324.339,13574.117,5420.8184,-162.23276,-6617.139,3877.6118,-980.44446,-7012.5293,-15700.0,-1379.122,-3853.4712,-8074.2114,-8973.144,-3799.8623,-3969.6365,-6295.755,-16759.738,3681.532,-5221.5767
31348.248,-6711.1147,-15164.348,20889.957,11794.199,6955.1216,6077.201,-229.50877,323.03748,11704.235,2675.7522,-1502.8733,11235.407,-685.7465,-9708.154,-8064.3096,2388.5469,2641.313,-1619.4104,-122.63442,4521.2925,-2316.1191,-549.64453,435.75354,-649.13745,-2636.031,3781.0386,2524.6763,-440.14566,-4056.1436
-4600.774,-27609.404,-11257.874,2534.728,-6922.221,-9774.326,-1097.1311,7950.3745,3662.2815,3348.9004,4471.6436,-2517.3286,12966.643,-2403.034,-9613.872,-4538.92,-1786.2332,2817.168,-1687.1539,4405.7974,5426.4307,952.76196,-4122.3076,-3192.3328,-781.7672,-713.15765,7991.29,2620.5117,-319.11417,-8653.5625
21528.266,-10699.98,-7423.969,942.1401,-7693.8135,-3932.1968,-7622.5796,-11327.315,-12063.707,796.4381,1754.7174,-5870.632,5810.67,4738.014,5150.5923,219.95634,5281.246,1807.0344,5203.1494,-3128.3027,-5406.635,3563.6301,-5367.372,-1788.1461,3425.0789,-4849.3364,2563.3953,1631.6002,667.07983,-1382.7982
25966.646,22148.756,413.16153,3578.5996,-18536.854,18514.967,5585.3525,1213.9308,174.76895,-23800.201,8661.766,-11317.072,-7437.1895,-6563.1553,2786.0005,14947.013,-10379.477,3187.9443,-6328.656,4845.662,-2025.646,-3178.1665,-1455.0253,-3181.629,4067.5723,4194.1367,2519.1953,-1475.0317,2688.8955,6409.648
2766.6921,-14152.374,-9125.725,4830.8076,-7518.824,747.90137,-884.2885,539.1769,905.88165,-8157.9014,-1132.4514,-747.30865,7137.365,5899.5166,-2103.4524,-4331.7666,-3122.5251,11575.724,3393.3252,6253.7446,-2040.6438,4545.126,-2622.8833,-1243.6211,2968.1448,2167.684,713.2586,-624.5789,1939.5754,-3025.3164
97045.44,34757.54,-18532.137,45624.594,36247.33,12489.38,3221.9182,1935.4972,-4610.167,11609.747,-1056.2079,593.2574,-10038.65,2084.4724,-4001.2512,-6137.7114,-4370.2603,7486.967,-13.039297,1463.6108,-2976.455,-5367.6553,1405.8773,3811.496,4231.2866,-4114.8936,-5400.411,-745.8141,-1757.9532,-1396.6724
-4961.266,-20622.229,46143.926,-2868.4036,13565.7705,5514.9653,-181.14717,14010.877,-5909.233,-2550.0046,-11277.651,-2844.0486,5387.818,10649.45,-354.60162,14648.754,1976.529,-12198.243,13706.745,1894.3171,-1272.5332,-4446.6562,-5126.593,3942.9695,-3773.0195,2379.735,639.32715,-2245.6807,-4467.2925,8525.813
4967.484,-10147.421,-2654.2695,11737.058,-10956.147,4354.101,-2074.6685,1051.6196,1755.1036,-4888.7935,-1209.2567,-1506.5891,10979.389,4279.195,569.0177,-303.34067,5240.3735,3165.7278,2424.5566,-8160.675,-2658.3333,-5977.9624,-5683.1465,239.3891,4525.418,-10567.649,739.3766,12046.662,-19970.328,10291.786
24792.873,-12679.969,-13083.797,1926.7589,-14444.455,10267.392,5557.6343,-1053.895,-3282.8938,-17859.451,12374.045,-15942.954,2154.9983,-7920.5825,-3459.7788,7842.572,-8900.889,904.05884,-1281.4015,5697.8228,-40.55547,10230.815,458.63477,761.5865,-1443.1034,3212.9817,8584.245,-1691.2997,6668.4478,-7252.3574
18553.008,-17238.533,-16298.774,-6510.2163,-5944.623,-4425.255,3253.8057,-5448.9307,-3887.4907,1336.2607,-3896.991,12089.638,23150.324,-3798.309,-1130.4695,6524.614,3579.6167,-6462.2554,-5535.0723,8626.883,-8291.65,3389.2913,992.37964,-4564.574,-2938.6416,-5452.5674,8262.796,3075.1719,1177.9473,-7797.4453
