CellID,initial_size_spliced,initial_size_unspliced,initial_size,n_counts,velocity_self_transition,louvain,velocity_length,velocity_confidence,velocity_confidence_transition,root_cells,end_points,velocity_pseudotime
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H13.out.bam,459493,60722,459493.0,753479.9,0.50377625,1,4479.93,0.9822367429733276,0.35437548,0.0,0.012614409632997188,0.23356622457504272
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H14.out.bam,597118,52684,597118.0,996687.56,0.37583295,1,3373.51,0.9946238398551941,0.48987672,0.0,0.006870397278336934,0.24091565608978271
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H15.out.bam,826571,116069,826571.0,980034.7,0.25383848,1,2465.66,0.9855768084526062,0.2706117,0.0,0.005057474770716013,0.23689496517181396
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I02.out.bam,1223978,67226,1223978.0,969105.06,0.41808146,2,3298.56,0.9962351322174072,0.3030674,0.0,0.0002925322421749853,0.16710597276687622
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I03.out.bam,680234,58765,680234.0,967827.06,0.1359086,2,4381.22,0.9945583343505859,0.69699085,0.0,0.0031754695274628735,0.183025062084198
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I05.out.bam,961870,72842,961870.0,979015.56,0.28215367,1,4927.21,0.991682767868042,0.20406745,0.0,0.004515566465187161,0.24606692790985107
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I06.out.bam,1033460,51726,1033460.0,955176.7,0.0324257,2,4216.7,0.9969137907028198,0.78172547,0.0,0.001038676863753809,0.13435333967208862
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I07.out.bam,1540966,91912,1540966.0,953540.9,0.112793505,2,3356.43,0.9939125776290894,0.6759247,0.0,0.00035521959190227696,0.15444570779800415
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I08.out.bam,829865,60624,829865.0,872222.0,0.24470645,1,6225.93,0.9819878339767456,0.43523687,0.0,0.015053314529562831,0.1912022829055786
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I09.out.bam,954084,129320,954084.0,960285.3,0.40990937,1,2284.69,0.9841684699058533,0.31033933,0.0,0.008432998705183768,0.24417638778686523
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I10.out.bam,1274406,62834,1274406.0,950530.06,0.52241117,2,3694.76,0.9984208345413208,0.24006946,0.0,7.083497771470216e-05,0.09579282999038696
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I11.out.bam,1780195,112344,1780195.0,967989.9,0.6522629,2,3582.55,0.9983773827552795,0.07602131,0.0,0.0001501197532583978,0.12133669853210449
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I12.out.bam,1020451,67889,1020451.0,908605.2,0.13538665,1,4874.43,0.9885590076446533,0.64454675,0.0,0.0036627117293910466,0.1601817011833191
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I13.out.bam,619987,52152,619987.0,959101.56,0.6130034,1,3097.37,0.9873674511909485,0.09558145,0.0,0.008461994997275958,0.2350291609764099
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I14.out.bam,1376136,83563,1376136.0,958281.44,0.0,1,3185.42,0.9822014570236206,0.8284385,0.0,0.00264356193111452,0.19974982738494873
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I15.out.bam,1717363,217925,1717363.0,939443.56,0.63874537,0,816.53,0.44691717624664307,0.18974225,0.0,0.4593691650351754,0.9717013835906982
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J02.out.bam,1241771,69175,1241771.0,1001463.0,0.27991474,2,3435.33,0.9954884648323059,0.5973341,0.0,0.00044203879739608597,0.16971075534820557
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J03.out.bam,971671,99593,971671.0,966446.5,0.04531133,1,3706.99,0.988884449005127,0.898142,0.0,0.0051243979910464525,0.2480919361114502
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J04.out.bam,825766,89356,825766.0,971991.5,0.41782138,1,3122.42,0.9948151707649231,0.28364396,0.0,0.007122471777981919,0.23881256580352783
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J05.out.bam,1380581,71712,1380581.0,935705.75,0.58801526,2,3861.23,0.9983137249946594,0.17216861,0.0,5.7622970296264734e-05,0.04683941602706909
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J07.out.bam,702034,214396,702034.0,900662.7,0.6338891,1,1065.45,0.0,0.1622253,0.0,0.027937696340559353,0.5810789465904236
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J08.out.bam,1222991,53013,1222991.0,949291.7,0.5272866,2,3228.8,0.9979428052902222,0.39397353,0.0,0.0,0.0634000301361084
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J09.out.bam,998957,70835,998957.0,887090.44,0.13973033,1,3644.65,0.9898543953895569,0.6029845,0.0,0.006212570756091272,0.24480050802230835
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J10.out.bam,649952,60399,649952.0,816485.56,0.5098169,1,3941.02,0.9914513230323792,0.21597467,0.0,0.010930373704761718,0.2435009479522705
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J12.out.bam,1740827,131114,1740827.0,952494.7,0.36005166,1,2843.63,0.9832174777984619,0.2327437,0.0,0.002184549280045053,0.20618879795074463
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J13.out.bam,1494331,53420,1494331.0,957937.9,0.56731486,2,3498.87,0.999030590057373,0.055355754,0.0,7.242214917318948e-06,0.061876893043518066
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J15.out.bam,1059296,113548,1059296.0,974168.4,0.5808718,0,631.8,0.286286860704422,0.24992862,0.0,0.599785721302657,0.9738666415214539
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J16.out.bam,1316135,64097,1316135.0,942491.56,0.33237922,2,2460.07,0.9977755546569824,0.36067718,0.0,6.336649742410384e-06,0.04111534357070923
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K02.out.bam,942810,83485,942810.0,935686.06,0.5502421,1,4385.61,0.994387149810791,0.14350644,0.0,0.00591372488209309,0.2041642665863037
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K03.out.bam,1169788,64511,1169788.0,938790.9,0.26099408,1,2657.39,0.9904552102088928,0.4372091,0.0,0.004217912760721708,0.23079544305801392
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K04.out.bam,889369,61093,889369.0,940956.8,0.31395406,1,3572.53,0.9913480877876282,0.4748357,0.0,0.008245464216147002,0.24278700351715088
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K05.out.bam,544512,113685,544512.0,984312.0,0.28244752,3,2124.72,0.7742176055908203,0.38342738,0.0,0.02238920373745309,0.3043311834335327
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K06.out.bam,1071202,54268,1071202.0,961335.25,0.4731954,2,4659.57,0.9986894130706787,0.35259983,0.0,0.00025142347374685996,0.1283411979675293
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K07.out.bam,1145815,76374,1145815.0,963716.94,0.26665717,2,3494.81,0.9919441342353821,0.440103,0.0,0.0024975368153612515,0.2266361117362976
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K08.out.bam,1139873,60063,1139873.0,885348.3,0.5895673,2,4331.77,0.997289776802063,0.12008798,0.0,0.00022463890331521737,0.02950608730316162
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K09.out.bam,888772,57644,888772.0,980187.94,0.26811314,1,4113.56,0.986352264881134,0.4792492,0.0,0.0055914612954592515,0.25449520349502563
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K10.out.bam,1171136,141372,1171136.0,935329.25,0.39324713,1,2854.16,0.9897777438163757,0.21154356,0.0,0.0049038408942142266,0.18679481744766235
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K11.out.bam,774350,67621,774350.0,984450.94,0.3430168,1,4149.25,0.992418110370636,0.23118931,0.0,0.0063481612265367604,0.2507617473602295
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K12.out.bam,1272888,60673,1272888.0,939564.6,0.37434345,2,3351.63,0.9978557825088501,0.38250682,0.0,1.75751899480734e-05,0.0834246277809143
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K15.out.bam,1196727,108653,1196727.0,921855.06,0.18926781,1,2336.26,0.9859076142311096,0.6224665,0.0,0.004664826313439759,0.24526959657669067
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K16.out.bam,1499247,189439,1499247.0,957447.9,0.5457196,0,908.76,0.3570197820663452,0.28339943,0.0,0.33846343843667454,0.9795675277709961
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L02.out.bam,618851,106198,618851.0,963896.3,0.0,1,2323.2,0.658416211605072,0.80612713,0.0,0.021130381339574518,0.30498063564300537
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L03.out.bam,638362,44054,638362.0,957716.1,0.305373,1,3882.32,0.789945662021637,0.51755655,0.0,0.013688637380773945,0.24641257524490356
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L04.out.bam,566097,44282,566097.0,955097.0,0.28050524,1,3925.65,0.9952918887138367,0.45847002,0.0,0.005760819540336612,0.24457919597625732
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L05.out.bam,1458343,218496,1458343.0,976491.7,0.533218,0,574.83,0.40402624011039734,0.24945936,0.0,0.14395898876079488,0.9670402407646179
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L06.out.bam,1249765,60244,1249765.0,956394.94,0.57712704,2,3365.56,0.9987865686416626,0.12871233,0.0,6.033355594018634e-05,0.07444292306900024
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L07.out.bam,351723,45810,351723.0,946953.06,0.38895318,1,4397.41,0.9502003192901611,0.16293867,0.0,0.016481213753808868,0.3006584048271179
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L08.out.bam,445878,39012,445878.0,983340.4,0.24615496,1,3288.42,0.9927965998649597,0.6292132,0.0,0.008886598245119528,0.27319633960723877
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L09.out.bam,598573,272984,598573.0,904380.0,0.67956793,0,716.15,0.5005563497543335,0.14052126,0.0,0.1534157475227842,0.968583345413208
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L10.out.bam,564630,59991,564630.0,942793.44,0.5060483,1,3639.94,0.9867103099822998,0.13239653,0.0,0.010256823444044362,0.23479807376861572
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L12.out.bam,562191,63650,562191.0,850967.3,0.22035646,1,5291.49,0.8684099912643433,0.6541911,0.0,0.02008589558670752,0.2662618160247803
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L13.out.bam,570277,38485,570277.0,939206.75,0.49446714,2,3145.79,0.9975237250328064,0.24591453,0.0,9.890850468309968e-05,0.08567500114440918
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L14.out.bam,1429989,55870,1429989.0,964297.0,0.51934016,2,3677.38,0.9967324733734131,0.2019248,0.0,0.0003628677576844491,0.11941218376159668
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L15.out.bam,1021057,42363,1021057.0,964280.25,0.47973186,2,3971.21,0.9980390667915344,0.29303464,0.0,2.170395159287471e-05,0.09319901466369629
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L16.out.bam,1462004,56613,1462004.0,969025.3,0.49577165,2,2936.14,0.9986134767532349,0.23672645,0.0,8.46052966453936e-06,0.025412559509277344
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M02.out.bam,899273,76312,899273.0,962038.0,0.09719533,1,3831.24,0.9906558394432068,0.7005694,0.0,0.005366877130028263,0.2453540563583374
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M03.out.bam,1191598,82217,1191598.0,973430.8,0.168827,1,3253.32,0.9937592148780823,0.75138956,0.0,0.002235883781395489,0.23224389553070068
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M04.out.bam,1106197,69732,1106197.0,949800.7,0.57700276,2,2891.6,0.9960423707962036,0.096285574,0.0,0.0002454120428245205,0.1343839168548584
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M05.out.bam,1227445,60309,1227445.0,982779.7,0.33523285,2,3173.81,0.9977066516876221,0.40754053,0.0,3.664764226732703e-05,0.08520668745040894
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M06.out.bam,636594,140983,636594.0,923138.7,0.5837528,0,522.0,0.4482053220272064,0.23881935,0.0,0.6694505274866239,0.9638085961341858
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M07.out.bam,1043462,99818,1043462.0,969431.9,0.008693635,1,3430.51,0.9954674243927002,0.846384,0.0,0.002117097514235435,0.23051118850708008
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M08.out.bam,1147649,70101,1147649.0,909692.56,0.39030054,2,3937.92,0.9973426461219788,0.45500502,0.0,0.0002449643719591994,0.08172190189361572
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M09.out.bam,1081507,90763,1081507.0,929486.5,0.28425753,1,3813.04,0.9957166314125061,0.6284283,0.0,0.004863469835238653,0.19514811038970947
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M10.out.bam,694286,160089,694286.0,911408.6,0.6036864,0,661.82,0.38965001702308655,0.21089363,0.0,0.4001894144737378,0.9673959016799927
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M11.out.bam,1685047,101765,1685047.0,954596.8,0.56653196,2,3019.22,0.9978842735290527,0.0847897,0.0,2.2381638258309307e-05,0.08188313245773315
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M12.out.bam,789626,50722,789626.0,991149.56,0.10134119,1,3203.92,0.9879498481750488,0.7204336,0.0,0.006175529166006363,0.2324962615966797
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M13.out.bam,1054630,340332,1054630.0,959945.6,0.5071925,0,842.99,0.3169440031051636,0.288813,0.0,0.2487868233609182,0.9674180150032043
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M14.out.bam,364828,63667,364828.0,973965.44,0.49559134,0,503.5,0.20066019892692566,0.34869683,0.0,0.5329909983242626,0.9748478531837463
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M15.out.bam,971465,85155,971465.0,949669.0,0.42663488,2,3432.19,0.9978431463241577,0.47890648,0.0,0.0001200896153890995,0.09992849826812744
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_M16.out.bam,1200494,57312,1200494.0,949944.75,0.54996765,2,2769.75,0.9985294342041016,0.17310557,0.0,7.041109471165784e-05,0.07484155893325806
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N01.out.bam,1508669,102883,1508669.0,975397.56,0.0,1,2797.01,0.987742006778717,0.8613458,0.0,0.0014760681556400877,0.2233791947364807
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N02.out.bam,1785432,106907,1785432.0,924032.8,0.3050111,2,2858.02,0.9935880899429321,0.4907671,0.0,0.0005701604847425139,0.1803266406059265
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N03.out.bam,1275630,62200,1275630.0,960895.3,0.5004795,2,2719.83,0.9981483817100525,0.20906085,0.0,4.667380681948646e-07,0.012192487716674805
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N05.out.bam,1054246,55716,1054246.0,942939.0,0.4651175,2,2563.91,0.9981142282485962,0.4346681,0.0,4.100292243016988e-05,0.08026164770126343
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N07.out.bam,671597,60812,671597.0,793105.56,0.07104552,1,3096.53,0.9299833178520203,0.71439874,0.0,0.02106900465393654,0.28827184438705444
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N08.out.bam,901692,183687,901692.0,939005.2,0.61044586,0,625.02,0.33448541164398193,0.11966738,0.0,0.23824224461212765,0.9642915725708008
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N09.out.bam,722820,67843,722820.0,984025.9,0.39448863,1,3654.67,0.9393282532691956,0.12632845,0.0,0.006119588578868014,0.26007241010665894
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N10.out.bam,814063,123448,814063.0,969918.6,0.2555623,1,3028.15,0.9167389273643494,0.30241704,0.0,0.008765774401135119,0.2525922656059265
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N11.out.bam,821005,135135,821005.0,922418.44,0.30241477,1,3188.88,0.9739721417427063,0.5153434,0.0,0.011789325542689076,0.2818349003791809
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N12.out.bam,1173485,91486,1173485.0,959234.1,0.22343063,2,4535.35,0.9963734745979309,0.594528,0.0,0.0008735273622782737,0.08892768621444702
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N13.out.bam,1202144,87069,1202144.0,959517.0,0.5230926,2,3033.83,0.9972368478775024,0.27754426,0.0,0.0001133782174036519,0.09902888536453247
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N14.out.bam,543312,56739,543312.0,983508.3,0.51107424,1,4226.45,0.94154953956604,0.13006681,0.0,0.007925570261272729,0.244157612323761
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_N15.out.bam,523109,304065,523109.0,920239.25,0.6563281,0,668.44,0.37422657012939453,0.15724841,0.0,0.15574597976442303,0.9698541164398193
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O02.out.bam,1096094,90764,1096094.0,896644.94,0.45952615,1,3892.64,0.9946227669715881,0.37515002,0.0,0.004699990850059726,0.2098521590232849
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O03.out.bam,1223237,65103,1223237.0,968180.4,0.48344812,2,2708.68,0.9982413053512573,0.05853915,0.0,2.9272484159127168e-05,0.06576645374298096
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O04.out.bam,748890,56417,748890.0,992025.44,0.42767197,1,3742.75,0.9864572286605835,0.16205946,0.0,0.012493070870770747,0.26736748218536377
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O06.out.bam,516665,42293,516665.0,988286.0,0.14856982,1,2988.08,0.9867995977401733,0.57123953,0.0,0.008659530394537244,0.2523066997528076
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O08.out.bam,774793,74911,774793.0,953082.06,0.3534851,1,4669.33,0.9962677955627441,0.4656893,0.0,0.009315906485725651,0.26285433769226074
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O09.out.bam,1309825,106245,1309825.0,973245.56,0.45630056,2,2721.68,0.9982593655586243,0.23414655,0.0,5.118146802454169e-05,0.05764847993850708
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O11.out.bam,818369,96741,818369.0,883468.56,0.3383274,1,3981.07,0.9779934287071228,0.2415234,0.0,0.015511549327573667,0.2718716263771057
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O13.out.bam,539866,195185,539866.0,942293.25,0.64826965,0,874.59,0.40972739458084106,0.1765398,0.0,0.6425371796683838,0.9616519212722778
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O15.out.bam,1170049,6262,1170049.0,892021.2,0.43855992,3,3230.72,0.38622015714645386,0.090386756,0.0,0.2930169390262148,0.39258068799972534
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_O16.out.bam,467360,31663,467360.0,974190.0,0.0917691,1,4180.22,0.9953284859657288,0.6791897,0.0,0.004541922892085103,0.2389393448829651
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P03.out.bam,912747,68952,912747.0,962556.06,0.0,1,3327.83,0.9940941333770752,0.8571288,0.0,0.002291921482088379,0.21426784992218018
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P04.out.bam,636818,146733,636818.0,941737.6,0.5743481,0,776.21,0.38404351472854614,0.2741532,0.0,0.4332725949293065,0.9722105860710144
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P05.out.bam,1205059,68128,1205059.0,955385.8,0.50353444,2,3402.67,0.998776912689209,0.31947333,0.0,2.751442091475779e-05,0.06889325380325317
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P06.out.bam,740939,52611,740939.0,973238.5,0.1960082,1,3139.68,0.989838719367981,0.5985955,0.0,0.005953856429070573,0.2745918035507202
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P07.out.bam,765476,130020,765476.0,970877.25,0.6230094,0,623.95,0.36984193325042725,0.17880179,0.0,0.377702042170355,0.963410496711731
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P09.out.bam,1256449,94197,1256449.0,982610.9,0.2811386,2,3394.71,0.9951999187469482,0.39096418,0.0,0.000598118098810546,0.11021625995635986
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P10.out.bam,861261,233315,861261.0,974566.2,0.49033308,0,731.62,0.26451119780540466,0.35000545,0.0,0.29899553037282894,0.9775030612945557
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P11.out.bam,575947,58679,575947.0,950522.56,0.21910203,1,6101.5,0.995296835899353,0.61932975,0.0,0.007960210245515258,0.24728000164031982
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P12.out.bam,974495,69255,974495.0,979337.1,0.0,1,2984.2,0.9870283603668213,0.8681278,0.0,0.003454323547254794,0.21866947412490845
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P13.out.bam,282977,99042,282977.0,931097.56,0.64046896,0,623.15,0.3592471182346344,0.14767063,0.0,0.7187703476659139,0.9536342024803162
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P14.out.bam,478276,64906,478276.0,971995.3,0.22112578,1,3424.12,0.9844820499420166,0.6937416,0.0,0.012723296522598697,0.2787631154060364
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P15.out.bam,1213799,83010,1213799.0,942532.8,0.59307814,2,3226.02,0.9980596303939819,0.18975857,0.0,0.00017785322433689512,0.07716304063796997
onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_P16.out.bam,740294,58473,740294.0,986110.9,0.39047557,1,5045.98,0.9927405714988708,0.17239554,0.0,0.005281762917442901,0.25708693265914917
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_A05.out.bam,344836,106164,344836.0,996282.56,0.5832331,0,836.73,0.5908179879188538,0.20679957,0.0,0.8786954355802941,0.9910153150558472
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_B08.out.bam,887380,313949,887380.0,972543.9,0.6278418,0,582.58,0.41876283288002014,0.1591222,0.0,0.5667647206977733,0.9700669050216675
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_C06.out.bam,856992,414512,856992.0,985568.0,0.5549089,0,771.29,0.462335467338562,0.2083319,0.0,0.6789130906993079,0.9863919615745544
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_D15.out.bam,1413010,373531,1413010.0,947948.06,0.46511847,0,555.91,0.2812945246696472,0.3529245,0.0,0.678850363121425,0.9759095311164856
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_E05.out.bam,967879,263829,967879.0,958947.44,0.5852808,0,727.69,0.4059247374534607,0.23845275,0.0,0.6601322455544474,0.9786935448646545
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_F04.out.bam,1315466,124396,1315466.0,944165.75,0.42731574,3,4071.61,0.8605067729949951,0.1295951,0.0,0.0184588297620049,0.2901402711868286
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_G08.out.bam,956208,388487,956208.0,952755.25,0.6471652,0,729.02,0.5167306661605835,0.16513982,0.0,0.555685460155979,0.9796967506408691
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H05.out.bam,1410645,246715,1410645.0,943437.44,0.5194804,0,827.03,0.4042510986328125,0.32516205,0.0,0.6235213238215684,0.9752676486968994
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H12.out.bam,1319010,372523,1319010.0,941907.3,0.54333866,0,756.37,0.5218563675880432,0.26015434,0.0,0.7940327036303833,0.9863157868385315
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_H18.out.bam,738568,345507,738568.0,973575.56,0.4974756,0,682.05,0.3030160367488861,0.33064073,0.0,0.7400250067042183,0.9925616979598999
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_J08.out.bam,1524625,250826,1524625.0,946404.75,0.51520896,0,1110.36,0.45017948746681213,0.2814254,0.0,0.6259841776634163,0.9674744009971619
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_K05.out.bam,803409,176837,803409.0,950789.25,0.5340767,0,1064.0,0.44288817048072815,0.30234697,0.0,0.639059013290298,0.9743319749832153
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_K07.out.bam,507413,238886,507413.0,953226.8,0.5831007,0,580.02,0.42688047885894775,0.23358773,0.0,0.8562559962703156,0.9924049973487854
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_M19.out.bam,1280157,64989,1280157.0,937385.75,0.0,1,3138.16,0.9848101139068604,0.8734783,0.0,0.0019806512504015376,0.1955775022506714
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_1_N02.out.bam,1426142,81423,1426142.0,966133.4,0.4162495,1,4827.18,0.9406947493553162,0.14706467,0.0,0.006622560410799651,0.2762381434440613
onefilepercell_JR1227_1_1_A05_and_others_LBT7E:JR1227_1_2_A02.out.bam,583655,106968,583655.0,1012518.9,0.6137613,0,675.25,0.46045657992362976,0.116858095,0.0,0.6831278954441541,0.9727195501327515
