X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_umap1,X_umap2,velocity_umap1,velocity_umap2
50.711437,-47.294052,17.746647,-19.196783,-3.6034718,10.5985775,3.0931432,-1.8981574,-4.425988,6.1666408,-8.04846,-4.370888,1.0460802,6.0469804,-5.0744505,8.600769,0.6243245,0.7701703,5.594978,2.2317896,7.9015117,8.51948,6.286829,-6.4951158,-2.7402997,0.47559312,-6.5534616,4.774938,0.6077426,0.15418601,0.93381757,4.5145535,0.20975433472015678,0.395054718366338
120.06294,31.92139,-8.657032,-9.723691,-3.6864903,24.677336,5.1714087,3.862701,-0.86189,-7.66203,9.712597,-3.7530239,-3.1579862,0.041997194,-0.31044015,-5.0703998,-8.982532,2.1245253,-2.833601,1.1755065,-2.4412205,-1.1934462,-5.0289555,8.893303,-0.6748706,-0.9977714,6.1275787,3.540652,-3.6590438,0.30553123,-3.3111596,10.164647,-0.0010185250992869883,-0.008749950456921007
60.001125,-21.561163,27.8688,9.678535,-10.324645,-2.042418,1.0531546,-29.175352,-5.6420794,4.2523327,11.806146,-10.434013,2.478335,-23.423283,-1.7498714,-7.4026275,4.3118696,-14.787996,18.225416,-14.657485,7.7060676,-12.50201,-22.846012,-11.250873,8.212781,21.562618,-11.921032,4.6358047,-3.9081168,-5.4440594,-0.028485931,4.6256895,0.10385965861627076,-0.40591597574236266
111.5333,10.923925,-9.154303,-14.28112,-3.0080705,30.555342,6.987492,10.098323,2.0533965,-11.341824,13.343422,-10.978179,-4.3460746,-5.4599485,-3.8902814,-6.57929,-9.060505,-0.8877888,0.6544946,9.390122,6.5109277,-0.43691894,-2.103586,-4.576586,3.7188768,-4.4648147,0.9818376,2.8543625,0.9278688,-1.663456,-3.3980675,9.372093,0.0016260692567353497,-0.006972411448099865
71.81054,-9.516722,-10.7270355,-15.014124,-3.9918158,-3.3325934,-7.8852363,-11.759581,15.305769,4.1170483,-16.168718,7.4332957,5.268942,-14.82207,-0.48823375,14.062358,-8.20357,-1.5671157,8.594665,1.5632536,-15.240712,-6.4361873,16.19465,2.8082936,20.147137,3.0695825,5.7297664,3.5203648,19.718245,-9.48791,-0.66368365,8.068039,0.16801269920624845,-0.5017856706721812
-62.30221,22.294573,29.826504,-6.3412447,-3.2446928,9.0364,-6.0894747,-7.436369,-1.86317,-16.395256,-18.704832,13.37004,27.577019,8.375913,-7.379454,-2.067666,-19.028152,1.5643337,-22.851637,-30.704617,-19.14584,-6.8731704,-18.468834,-22.530252,24.005169,3.678889,-1.78417,12.9350815,-16.496086,-17.756065,26.885908,4.7660537,-0.00936927323364091,-0.006656092758360416
99.27372,25.754677,-16.657015,-11.119768,-10.699404,-4.9347353,-11.038067,-16.989077,3.8827899,-13.497577,-20.60688,-13.680089,-1.4850326,-7.141856,-0.4138188,7.1363783,-6.8087716,2.9717605,3.6262283,-1.824891,-5.4212704,7.607463,13.596274,-11.050464,2.8277187,-0.07657832,-0.044104043,-4.015337,4.965388,5.931944,-0.6288547,10.408165,-0.0009443126970623444,-3.1084595569608744e-06
115.29929,25.595627,-4.727616,-20.137909,-16.44495,20.542072,0.84320533,-1.324213,3.5345492,2.1781414,10.891251,4.1407986,-8.430872,1.296295,6.101756,-4.1070046,-6.1974177,-0.4620993,2.6915812,0.31953153,-3.5319934,-1.4041517,-2.768229,6.018861,-3.8711562,5.7249885,5.0997415,3.5726392,0.24258666,-0.8180167,-3.305381,9.864499,0.00047141298722092935,-0.007555708879619647
69.172,-15.197307,1.9383587,-11.050587,-10.411934,-24.222456,-8.298061,-10.264247,8.769599,-25.577847,6.758675,-3.2276301,-5.4230356,-14.6563015,-10.465264,-5.0970097,-12.874782,-0.1812299,6.7498217,9.124301,-4.068824,-2.1429417,-6.7002196,11.207738,-12.833131,-6.06232,-3.4045882,-11.3519945,-9.286315,-8.269289,-1.0163529,6.0639586,0.18094616322366466,-0.4841682817668586
43.085392,-35.59073,4.45685,-31.17699,-15.47166,-16.31026,1.8288215,0.80176294,18.8254,6.917925,10.2212,5.239908,9.843623,21.245296,19.107328,3.87269,-3.2803843,-3.8252754,-10.200806,6.4627986,-2.2736359,2.446152,-19.036316,13.317323,-1.725716,4.5632987,-0.7106497,-0.058811735,3.9612875,9.254763,-0.1725219,5.055747,0.03205056064185667,-0.30371530977617694
-69.49171,19.223822,28.12704,5.325449,-3.7708027,0.38992178,-0.1870394,0.9340826,17.123554,-14.350392,-9.706342,12.594844,14.623881,9.812737,-14.668245,-16.626026,-7.621393,14.637954,-12.755598,-1.0440168,-17.884544,3.9785845,12.88207,-0.27095845,-10.251867,4.857231,23.892525,-0.100343235,11.013095,-4.6136737,27.097338,3.9675863,-0.0035671510488511932,0.000974984918217162
139.56088,50.438305,0.45835215,-9.76004,-1.6747823,18.816673,8.229043,1.3435605,-14.146912,1.5077679,9.644886,1.9745768,-10.632102,3.0086913,-4.363932,-6.8690867,-3.5873258,1.0419861,1.431827,-1.5319117,5.934458,1.211745,-2.2432134,-0.10253742,0.91050327,5.943636,-1.3727442,-0.48445675,2.5388813,-2.4099061,-2.989622,11.231325,-0.00094007247320558,-0.0023343275038292433
116.70157,36.75257,-11.050699,-7.0518975,0.35958356,21.575768,-5.7115445,-4.624655,8.446005,-1.2150669,3.780419,-3.2514844,-0.11722823,-3.2520244,-3.0415215,-4.145403,-2.6480486,-0.013863869,-0.884933,-2.6571097,1.1815948,1.002007,-3.1647537,-2.040323,-1.4027405,-3.5292044,-1.932747,-5.062311,-1.7329763,1.9607443,-2.8407178,10.221612,3.389674854047214e-05,-0.003544399777402461
-61.588585,23.64289,42.03939,6.7656374,-11.080689,2.7357223,-2.4501998,8.952718,6.1339226,-16.008682,-12.038028,2.9296134,18.195755,-0.04829855,10.389822,1.9736747,-32.785625,-3.2787788,0.2065919,-3.6459959,2.8733413,-39.716633,-12.847207,-20.592936,-35.36745,-14.9802475,-8.466591,-13.894985,17.507164,-8.1704,26.813488,4.094592,-0.01209566155234329,-0.0048220236920274925
102.875854,38.114796,4.4336114,9.898612,-6.7193947,4.5290728,-16.772839,-26.386187,1.9929612,16.5142,-13.5098095,3.6626015,7.0837507,-8.412764,-4.3408628,7.2301865,7.5075345,6.6085467,9.64015,-0.8121054,-9.722451,4.194365,-9.367131,3.9159944,0.034671184,-13.734975,-11.265753,-12.604282,8.623135,-9.523601,-0.9479728,10.908364,0.00018987082204072384,-0.0011357318589952808
82.70838,18.59818,-15.541103,6.945287,11.646659,28.600107,-24.555565,-24.184296,11.990995,2.222073,-25.906244,-26.490585,6.4444466,-11.108107,1.5220364,1.1885952,-5.6640463,-4.8599467,8.022197,10.917879,-1.3798718,11.7113495,4.3269286,-13.989078,-1.6695303,-1.7138846,-2.571358,6.156721,7.2554774,5.4801083,-0.6219241,10.067351,0.002751924888535635,-0.008456457836067093
73.19249,-0.047657933,0.4144165,-0.92649174,-11.167742,-15.210656,-6.4262557,-10.9581375,13.251605,-9.837008,-0.9361145,3.1569412,16.126215,-8.35286,11.453333,-3.4513252,13.92119,2.4812794,7.511403,-0.4275177,0.7299582,4.9236116,-17.58984,3.6903555,-4.700384,-3.9525871,-11.870315,13.321417,-6.658959,9.691011,-1.0356703,6.8647585,0.16579697638338578,-0.5365906274835252
74.06381,-26.676413,17.087154,-9.066921,-15.768295,-4.7811484,4.4752855,-1.1339409,1.080104,9.070162,5.5173125,11.743827,-3.7509558,-9.352366,-1.2492112,2.821656,7.48949,-2.993371,0.8425091,6.3878393,4.6984687,-0.8614217,-3.8856187,4.5980024,-2.9639575,-10.463776,6.8794937,-2.9615507,-8.601328,-9.353879,-0.22394449,5.8931303,0.06996903621652559,-0.378681199631891
80.90214,-7.955583,23.965649,2.4319897,-12.345815,-23.161394,0.39933455,-8.64613,-18.931625,10.893456,2.5109386,-0.5682907,-2.7067614,-7.218763,-0.13531429,-8.661562,6.396446,-3.5669777,-6.1557155,-11.023167,0.5159558,7.2108,-1.851478,-14.608344,-0.6107383,-7.5764527,-16.0665,-5.151247,-4.7380567,-2.524921,0.044507287,6.6193786,0.11665759890431744,-0.5489678779906346
133.93065,47.816956,-3.5685153,-4.8929367,-10.10424,-1.1953119,2.5957417,-0.65150267,-13.67515,8.32995,-0.25114313,3.7650697,-7.6253843,9.105626,-1.5506643,-4.229002,-2.8956501,-0.7861931,-6.332892,-1.3091071,0.32267445,-1.2905403,-0.113165624,-0.5035462,-6.265543,6.840755,3.0865057,1.2330028,2.86067,-1.4214371,-2.5382757,11.669222,-0.0005411655510882429,-0.000606499794118213
-54.656574,19.000885,32.53423,19.089012,-2.9796019,-5.2016215,-1.702253,-3.2684336,19.689789,-14.862559,-8.241905,0.8464115,-20.091002,18.122005,3.4617414,-24.197012,-21.184284,24.242018,-12.175843,7.4229665,21.366453,16.594252,-3.2701735,-2.9786592,38.06752,20.678236,0.31230116,-26.114017,16.667099,9.621415,26.851376,3.3609338,-0.01151652378092125,0.00660033538802617
88.61052,1.9050115,-10.854722,-15.814367,-4.2659855,29.996098,3.8987975,8.315375,10.142205,3.345743,15.581922,-0.6286765,6.3253493,4.1755047,1.4461104,-10.601381,-8.082007,-11.1712265,-1.7134051,11.405066,2.264918,1.6664603,-9.609239,-0.52089256,1.5710436,4.254552,5.854477,12.8632145,7.4983616,1.9519846,-3.027568,8.875711,0.00641891173378216,-0.027401934872054758
81.77861,14.821066,6.822215,7.2966733,-5.312692,-19.021723,-11.56881,-13.755387,-2.737163,31.41255,-10.267214,-0.9883027,12.494784,3.4358664,2.7275736,13.650362,-2.190337,-0.46976495,11.44521,11.423722,7.382447,17.069826,2.2917287,-9.627931,-6.1119175,-0.7618468,13.838906,9.681999,12.635342,-7.685023,-0.48302865,9.68844,0.17977823189188646,-0.3875673723669305
57.202118,-27.837908,11.304281,-19.775867,-11.519505,-12.553621,7.693435,-11.133904,3.6075459,-11.931966,-3.4249246,-0.7170311,1.0815295,-8.229129,-1.6900302,8.434652,-3.8492289,7.6910167,3.679759,4.20899,13.552117,8.73989,-12.095917,-3.2246325,6.2887616,-1.8914278,-12.836406,11.293007,-15.698414,-2.848323,-0.28042588,5.4431686,0.06837700934915479,-0.33662076228514304
-67.110146,19.551342,30.987577,-0.54105484,-4.9131904,4.06436,6.167649,-10.2710285,9.033889,-16.052355,-20.860186,12.384609,8.380463,7.5787153,1.6706115,-25.86709,8.858339,32.848423,16.076422,29.80783,-0.7791939,-3.7337382,28.218058,-29.970505,14.89384,9.250383,-17.722834,21.97017,-8.720386,-25.185015,27.411512,4.530379,-0.01987354847463606,0.006768315932901701
82.56615,23.758785,-1.0740196,14.498371,29.445343,-34.245502,-10.84585,-2.891246,16.30237,7.1090775,3.893595,-0.8807882,3.3895082,-7.548916,4.554721,5.3968253,-1.3918767,1.4326143,-2.7782707,-10.43955,-2.6597223,0.7510482,-15.859752,7.1786647,-5.0080442,2.1815083,-11.621787,8.141365,5.0096736,3.8259344,-1.3287766,9.8101845,0.0815258319918342,-0.3584869513806445
37.1558,-35.026196,8.795023,-29.464613,-5.974675,13.82239,-4.3404284,-5.114983,-1.1445936,12.918862,-6.8681216,8.177936,-1.876797,13.8186245,-0.94706213,0.58427733,-7.9745197,-13.759049,-1.7239411,-5.9009185,-10.95348,-4.4239006,4.3200035,-7.356855,-2.8102846,6.544661,-18.967577,-13.075408,-3.3524656,-3.7526455,1.483311,4.1591873,-0.0650635158492424,0.4513280763470809
101.93109,39.523247,-19.62741,-4.2991033,43.048992,-7.414817,-10.170799,11.811129,13.854301,12.88633,-6.360123,-1.5172815,-1.0726342,-4.94416,1.9998281,3.2995427,0.49280986,9.836625,-2.530455,-3.214842,-0.06007238,-1.1806824,-4.3738017,2.1313615,-2.834398,-3.684079,0.3868299,4.126013,-10.52174,-6.7874203,-2.039853,10.351914,-0.012461139621780326,-0.04893174243053923
70.67172,-12.523998,5.1459227,-3.3056111,39.01788,3.018315,-20.416128,7.6536994,1.946711,10.54837,-22.0715,-9.5382805,-16.634266,-3.6402264,6.6400876,1.96606,-6.165284,-1.2118646,-11.453488,-15.562114,9.411612,-12.126903,-0.074238166,0.896982,-4.760984,19.262348,19.542566,8.607478,4.842789,-14.838959,0.5169653,4.9380846,0.22742111234004928,0.13618423489004144
116.51137,30.311846,6.5512114,2.93782,-4.7123523,31.024715,10.410493,2.3983657,-15.913716,-2.319573,17.200697,-1.2517829,-3.7470725,-1.5694253,-0.9441328,-10.702837,-3.963462,-6.061767,-2.9541576,-1.886199,6.2800517,6.246762,-9.460754,0.7798513,-1.3140812,-3.406129,2.7385604,6.545299,5.395716,1.7004501,-3.4715276,10.163735,-0.0010371067431381403,-0.00857480846935185
82.01426,-27.175814,24.114666,-20.16803,-15.029913,-6.365713,18.84797,13.165395,-6.2615023,10.227106,-3.8901181,0.4976626,3.7846267,21.56662,-0.91460955,8.538393,-4.3001556,8.021499,3.359779,-1.4390694,4.3011246,3.1944401,9.8469515,6.4919195,4.159949,-13.472551,-10.449613,-4.4699736,2.5982091,4.512948,0.6435846,6.613279,0.08002910826208937,-0.19140322184129432
113.03015,45.50339,-9.591952,3.8209553,1.6316991,-11.035728,6.1744294,-3.99287,-8.2277155,-9.963219,7.425944,7.5001473,3.821461,9.533069,-5.688757,1.1219634,-3.7432406,1.375591,3.1993284,-3.8414795,-1.8287008,-1.5493599,-0.1256059,-14.512873,2.9124293,-2.8343358,3.2754393,-0.019525895,-2.088913,-3.172461,-1.6967018,11.098484,0.001533182702375932,-0.002356499836527046
-30.574512,15.108104,52.70443,36.6442,7.1305594,7.149078,-16.86609,-23.496313,-3.7571795,-2.0916564,32.956425,-7.8352146,12.08107,16.69049,-3.3155391,12.487466,1.6709903,-5.8795023,-3.313069,28.640574,-31.715971,18.66306,11.737157,23.211868,3.357743,16.797266,-7.505232,48.75612,10.760106,-2.5901785,25.798853,3.3692348,-0.6119682235196611,-0.1264646750452292
107.33199,20.390547,-3.843498,-13.545217,-11.067424,18.313383,5.9692082,-1.3637561,4.170247,-1.1171734,13.697541,-0.4786826,-0.8513255,1.3048463,-2.462951,-1.2739124,-1.8686382,6.3936934,2.1265554,-4.161114,4.634298,8.414576,-8.378167,-8.61544,7.4276056,-8.532109,2.140039,-2.0982137,3.2280886,-4.4288177,-3.0351517,9.416684,0.0012846179692222015,-0.015900715898818862
85.13961,-0.085796826,-12.465086,-18.207584,-10.81827,-5.19487,-15.740922,-11.647988,31.088713,1.8289611,-10.780447,-16.126135,2.1109912,-10.8595295,0.63816285,8.562684,-14.016218,1.6208234,5.9651027,14.7703085,2.1391888,7.6408887,6.4758673,1.8983164,13.001776,-0.8952015,7.911988,1.7137431,-5.3312063,-18.92484,-0.7538528,8.914442,0.19031601638456888,-0.4930793386535602
111.80206,25.168772,-10.222755,-12.519978,-4.0291967,16.733837,-7.0350275,-3.9485795,3.8874793,-14.817399,2.2408063,-10.887616,0.66184306,-0.71894723,5.277986,7.544899,6.509115,6.7296824,-2.9177382,-5.751923,-1.0678831,2.9636858,-4.008785,1.4216163,-4.635851,0.14004113,-5.4066143,6.636153,-4.2766886,9.179494,-2.5163236,9.953083,-0.000669479565409557,-0.007711199241061637
100.092415,40.530487,-16.599033,8.079793,39.61412,1.0712848,-1.1747271,14.6999235,-5.465017,-1.0889405,9.495733,-8.324486,-3.195086,1.6124277,-3.070252,-8.9854145,-3.3649778,-2.4590306,2.0296514,2.3221881,-3.3310533,-0.06399079,-3.4541075,-0.38034892,1.875037,-5.564685,9.197638,0.39683706,-2.8846993,0.99499524,-2.1973813,10.130208,-9.177565178964731e-05,-0.002319356319072355
59.358303,-30.9613,7.657424,-16.588614,36.899673,-19.463938,17.013351,21.416996,-6.4550877,-14.583922,7.323355,-12.583617,11.578637,1.0787264,7.010078,-2.1452236,-10.140524,8.959986,-12.769671,-9.109739,-1.1217318,27.495667,-22.599297,1.7281456,7.04341,-2.1912887,-8.044086,-5.3716116,2.3228252,0.43002802,1.3619444,5.7115507,0.06431554148122319,-0.20181614272212003
38.961227,-30.312132,28.060581,4.600856,5.196508,5.6414123,-6.792973,-13.373721,-8.8168545,27.374075,10.553671,3.9575171,8.565836,-2.8633049,11.138067,-2.5664747,-0.19113714,19.123299,-10.66589,11.925928,10.012848,-1.053781,-19.207193,9.187208,-0.54704356,15.5187435,-16.841375,-16.887087,-6.4290195,8.077736,1.5579973,4.7012644,-0.07497518450812514,0.43735942107639214
99.10905,37.740685,-2.8853877,10.745856,-2.9215333,5.608685,-13.908399,-28.293552,-11.220376,1.7934643,-23.760744,-4.17642,3.3752506,2.0965188,7.9367976,1.8614444,8.097974,-2.0501215,-0.28521937,14.432668,-12.976881,2.9322612,-8.49516,-4.383011,0.24130215,-6.961419,6.3581896,-6.408566,3.9359229,-3.7573826,-1.2306069,10.883077,0.0005694859365374494,-0.000488735348675175
40.65317,-41.369198,-3.0165415,-26.37291,-5.848575,5.9553423,-1.3634621,-16.735876,2.9971228,-3.2928336,0.04473272,-1.6870488,14.930983,16.052496,13.97345,-1.8494121,1.0145062,8.407873,18.337582,-2.2524076,0.14341904,4.374151,-7.6849294,5.153992,-18.328133,16.546375,29.334148,-2.282068,1.625073,1.2246776,0.790693,4.256786,-0.07449031786740366,0.6196909988997084
54.251682,-36.739338,35.67979,-1.7129669,-8.953581,21.110683,-5.9009814,4.8975635,15.30605,20.561615,-1.4458367,-4.6858377,-13.235126,-6.9803724,-8.769586,-1.836476,-9.583575,-0.81084883,12.329122,-1.7097619,-1.6422814,-1.3402814,16.604977,3.0489357,2.7064278,-16.427011,-6.451501,1.5963773,-8.370858,0.5572237,0.7427897,4.6609087,0.1383170175701187,0.2089604459290815
47.38531,-34.68501,20.879232,-7.159001,-6.175234,4.635443,-5.704522,-4.089097,1.3283535,-4.4979644,12.756788,-10.235734,8.465062,-4.592949,10.749917,5.421017,0.3178378,25.677895,14.647913,-20.452301,-8.813224,14.612,14.631866,2.0586584,6.669734,-7.17272,10.585683,1.876422,5.560082,-2.1265943,1.003895,4.8058295,0.004167989962069596,0.02135623005650975
