"","CellID","initial_size_spliced","initial_size_unspliced","initial_size","n_counts","velocity_self_transition","louvain","root_cells","end_points","velocity_pseudotime","latent_time","S_score","G2M_score","phase","velocity_length","velocity_confidence","velocity_confidence_transition","Cell","singler","excluded"
"83","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F04.out.bam",1703456,74669,1703456,963222,0.42180073,3,0,3.76819984638178e-05,0.0778628587722778,0.0314856670998397,1.34153851410218,2.33171951706345,"G2M",8868.36,0.98273777438575,0.0281883191334724,"1166_1_2_F04","PB",FALSE
"84","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F05.out.bam",1667376,85398,1667376,965964.75,0.32820943,3,0,0.000169996245834258,0.135153353214264,0.0140553697780502,2.19901903209878,0.0547333940729366,"S",9059.18,0.901777864562814,0.0927325420128333,"1166_1_2_F05","PB",FALSE
"85","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F06.out.bam",760677,45732,760677,963824.3,0.19050062,1,0,0.00121444606962272,0.336340308189392,0.293287916987429,-0.815779271173637,-1.16654528347222,"G1",4578.68,0.966729066998848,0.256248606852555,"1166_1_2_F06","PB",FALSE
"86","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F07.out.bam",1002992,149065,1002992,966676.9,0.04467979,1,0,0.000865218007194797,0.365256011486053,0.304215879506631,-0.975120407921016,-1.06470796954524,"G1",2135.06,0.414745110169872,0.419094441385013,"1166_1_2_F07","PB",FALSE
"87","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F08.out.bam",849411,64796,849411,938910.44,0.29387933,3,0,0.000179256674500184,0.0810640454292297,0.0293977826428742,1.33427808372472,2.07282086621534,"G2M",9038.12,0.923690693728225,0.135544705802074,"1166_1_2_F08","PB",FALSE
"88","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F09.out.bam",458403,48243,458403,920283.8,0.24087468,1,0,0.00134928662298754,0.329751968383789,0.268093716166527,-1.3646079689364,-1.31984312212145,"G1",4614.73,0.937089780652336,0.167878490273469,"1166_1_2_F09","PB",FALSE
"89","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F10.out.bam",1430520,90693,1430520,979330.7,0.37306428,3,0,0.000180363286535494,0.109433650970459,0.0165108404878505,1.67265243147528,-0.3344245721628,"S",9014.36,0.905506222044761,0.0415993882306324,"1166_1_2_F10","PB",FALSE
"90","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F11.out.bam",1440005,178120,1440005,910094.44,0.1306394,1,0,0.000823503706590878,0.315130233764648,0.283642349886887,-0.605888774323224,-0.932087433015978,"G1",4601.56,0.874773601820317,0.332887588434308,"1166_1_2_F11","PC",FALSE
"91","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F12.out.bam",1188193,58207,1188193,964573.56,0.28435895,1,0,0.00103932475221577,0.290782988071442,0.230282934546538,-0.574594153209673,-0.906887087091669,"G1",4410.72,0.91174053423714,0.147207617546739,"1166_1_2_F12","PB",FALSE
"92","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F13.out.bam",1049555,44094,1049555,952599.9,0.432876,3,0,8.39900375650934e-05,0.11382794380188,0.00659687879910354,2.65155641817329,0.738769493446694,"S",8927.82,0.963363858412886,0.00870493182120738,"1166_1_2_F13","PB",FALSE
"93","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F14.out.bam",1081563,358843,1081563,932076.44,0.04220304,0,0,0.0109741572602394,0.74090439081192,0.875617775966323,-0.624898533837054,-0.65448950947942,"G1",1585.59,0.774166333496857,0.358094720485761,"1166_1_2_F14","MBC",FALSE
"94","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_F15.out.bam",1029621,59465,1029621,955479.4,0.26142105,3,0,0.000637930501532537,0.149565100669861,0.115041828434903,-0.0888184901463946,0.872211006095817,"G2M",5551.75,0.77921183112739,0.100560278191385,"1166_1_2_F15","PB",FALSE
"95","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G02.out.bam",1022941,98221,1022941,967722.75,0.24422573,1,0,0.00131120033762838,0.371205866336823,0.312656630872623,-0.497905923211854,-1.00900167602677,"G1",4451.94,0.910586941003438,0.090694681704408,"1166_1_2_G02","PB",FALSE
"96","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G03.out.bam",1724586,87115,1724586,964179.3,0.3197328,3,0,0.000120208525275007,0.0598722100257874,0.0358816148107261,1.04880638441513,2.12912273578816,"G2M",8966.31,0.94755525911811,0.0729504878037304,"1166_1_2_G03","PB",FALSE
"97","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G04.out.bam",1460742,91252,1460742,886229.4,0.1381678,1,0,0.00118970657510288,0.326552748680115,0.276505346078479,-0.683543285637795,-1.19391522751198,"G1",4627.74,0.933021674940429,0.315263335425195,"1166_1_2_G04","PB",FALSE
"98","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G05.out.bam",1161066,74632,1161066,913661.5,0.20001698,1,0,0.00127779813338725,0.340441942214966,0.270914466059901,-1.31136529629047,-1.21069741571272,"G1",4623.81,0.967130701822262,0.199445869966833,"1166_1_2_G05","PB",FALSE
"99","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G06.out.bam",1343762,62527,1343762,901032.06,0.2656368,3,0,0.000404377357620399,0.140381753444672,0.0532807897425595,1.07057916073496,-0.0354540438265412,"S",5479.05,0.710124657583392,0.173984634564489,"1166_1_2_G06","PB",FALSE
"100","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G07.out.bam",1515211,79751,1515211,938036.9,0.2947922,3,0,0.000191549165755078,0.099290668964386,0.0391706703934515,0.364005535980531,2.59558621655713,"G2M",9014.28,0.911192730295118,0.126865271764708,"1166_1_2_G07","Undefined",TRUE
"101","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G08.out.bam",1503017,75448,1503017,942919.6,0.3989181,3,0,1.88155783546372e-05,0,0.0174105330531025,2.55440104813081,1.84902224497752,"S",8891.1,0.996343118238224,0.0443565140462627,"1166_1_2_G08","prePB",FALSE
"102","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G09.out.bam",2027064,100292,2027064,952826.44,0.39672726,3,0,2.9964657854578e-05,0.0803051590919495,0.0126285060954094,2.10629737624357,0.999812040243063,"S",8905.73,0.996044672866285,0.0379135419209064,"1166_1_2_G09","PB",FALSE
"103","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G10.out.bam",1096177,103256,1096177,978788.9,0.31667918,1,0,0.00157466258640327,0.339578688144684,0.277697258587838,-1.02708175764435,-0.81802230353828,"G1",4570.77,0.94438931393098,0.00970412111706929,"1166_1_2_G10","PC",FALSE
"104","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G11.out.bam",1851951,100206,1851951,930684,0.40986255,3,0,4.9850247184065e-05,0.106212496757507,0.0197546265732969,1.61753048848946,1.53514368899234,"S",8887.92,0.987550612934042,0.0290728701808091,"1166_1_2_G11","PB",FALSE
"105","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G12.out.bam",1251350,80649,1251350,931257.5,0.3514075,3,0,0.000244545477607071,0.116874217987061,0.0214708043496501,1.90056155533296,0.086507496533093,"S",5295.17,0.670429946521299,0.0783633476005095,"1166_1_2_G12","PB",FALSE
"106","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G13.out.bam",1032099,49166,1032099,931315.7,0.33973753,3,0,0.000127784686456191,0.0443016290664673,0.0257150151279358,1.41969890147946,1.77620816101899,"G2M",8925.11,0.96474518575021,0.0270051521524459,"1166_1_2_G13","PB",FALSE
"107","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G14.out.bam",1193049,58741,1193049,946571,0.40413404,3,0,0.000163561358000397,0.121683716773987,0.00956851363656595,2.44882965598218,1.1863130088325,"S",8970.67,0.923457147712153,-0.0498378569815498,"1166_1_2_G14","PC",FALSE
"108","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_G15.out.bam",845117,128225,845117,976358.1,0.29314747,1,0,0.00100591033831947,0.408050894737244,0.337686288150217,-0.91306448580828,-0.532120167242514,"G1",4413.97,0.762508699392687,0.107452173923158,"1166_1_2_G15","PB",FALSE
"109","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H02.out.bam",1496092,59694,1496092,951689,0.38787806,3,0,4.48664464071981e-05,0.134718298912048,0.0129730183439437,2.16832529661249,1.28907981391426,"S",8951.25,0.994067401386572,0.0717441867329599,"1166_1_2_H02","PB",FALSE
"110","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H03.out.bam",1568859,116783,1568859,963478.6,0.34405166,3,0,0.000187404269156137,0.152751863002777,0.00708965503941429,2.20332909523444,-0.433600726428333,"S",9095.45,0.895185334456608,0.0519848224361399,"1166_1_2_H03","PB",FALSE
"111","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H05.out.bam",922007,64872,922007,979970.94,0.28494936,1,0,0.00141982461327632,0.344908595085144,0.282697669723229,-1.15804681738085,-1.17551199251467,"G1",4667.99,0.943489783207905,0.0224436421171202,"1166_1_2_H05","PB",FALSE
"112","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H06.out.bam",991637,44653,991637,969271.06,0.41784224,3,0,6.92816079366314e-05,0.148632407188416,0.00630782320974095,2.00682546813352,0.842141249373153,"S",9042.79,0.96288186058897,-0.00857024795954045,"1166_1_2_H06","PB",FALSE
"113","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H07.out.bam",1089447,56860,1089447,953308,0.34383798,3,0,0.000101574671837192,0.065516471862793,0.0345581485202724,1.12460114341914,2.54839089196008,"G2M",8863.63,0.964368799237897,0.0892983162753773,"1166_1_2_H07","PB",FALSE
"114","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H08.out.bam",1392335,51811,1392335,902503.2,0.40441447,3,0,4.92656904537872e-05,0.106506109237671,0.0253879404631998,1.72063340789897,2.14640596063287,"G2M",8891.27,0.976739748517561,0.0350993923312174,"1166_1_2_H08","PB",FALSE
"115","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H09.out.bam",1507392,106900,1507392,964924.4,0.23685126,1,0,0.00098944519205775,0.262481451034546,0.190801892036455,-0.257213012669796,-0.629688810228228,"G1",4588.67,0.887033442286286,0.228660294716934,"1166_1_2_H09","PB",FALSE
"116","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H10.out.bam",909420,104278,909420,921973.9,0.34873626,1,0,0.00149342340943224,0.349499762058258,0.292795176485359,-1.03242223334552,-1.18577729431359,"G1",4526.46,0.96441047587584,-0.0975263611080722,"1166_1_2_H10","PB",FALSE
"117","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H11.out.bam",691882,71825,691882,817912,0.17787743,1,0,0.00121317275486051,0.38470721244812,0.343949313272787,-0.806005549510586,-0.668944933607772,"G1",4460.9,0.904779460449791,0.193772804775608,"1166_1_2_H11","PC",FALSE
"118","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H12.out.bam",632882,50551,632882,943823.94,0.22060415,1,0,0.00135164107904974,0.333315074443817,0.301027687601945,-0.35570767444113,-0.846354880848446,"G1",4467.84,0.96207577507265,0.228093021052413,"1166_1_2_H12","PB",FALSE
"119","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H13.out.bam",459493,60722,459493,753479.9,0.23910142,1,0,0.00130031573642138,0.372081398963928,0.326596130960622,-1.24561816996157,-0.904099208170229,"G1",4626.5,0.873474035843271,0.169257853536248,"1166_1_2_H13","PC",FALSE
"120","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H14.out.bam",597118,52684,597118,996687.56,0.29135633,1,0,0.00136143496868592,0.349053621292114,0.299178644422555,-0.982238262074448,-1.06758919556936,"G1",4487.87,0.979251821526106,0.103533084699071,"1166_1_2_H14","PB",FALSE
"121","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_H15.out.bam",826571,116069,826571,980034.7,0.26573333,1,0,0.00113400889198294,0.373912394046783,0.291503053230579,-0.75821694721745,-1.3229346543819,"G1",4547.94,0.92187781444899,0.122633228171034,"1166_1_2_H15","PC",FALSE
"122","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I02.out.bam",1223978,67226,1223978,969105.06,0.43164983,3,0,7.62593090275676e-05,0.0289224982261658,0.0156890468680902,1.91021602975086,2.24690628567257,"G2M",8837.9,0.96579785099546,-0.0168070811200386,"1166_1_2_I02","PB",FALSE
"123","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I03.out.bam",680234,58765,680234,967827.06,0.23532003,3,0,0.000637261724749363,0.134501099586487,0.115273832201027,0.403983337504409,0.253889142285596,"S",4724.11,0.792038680589331,0.161438137325534,"1166_1_2_I03","PB",FALSE
"124","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I05.out.bam",961870,72842,961870,979015.56,0.23877786,1,0,0.00127952458278678,0.336707532405853,0.271163491306326,-0.939229309917692,-0.940948997961508,"G1",4591.14,0.925644938539153,0.17679582417826,"1166_1_2_I05","PB",FALSE
"125","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I06.out.bam",1033460,51726,1033460,955176.7,0.16513798,3,0,0.000485583133257882,0.151978433132172,0.0698995758498588,0.823100038994116,0.103481622644373,"S",5641.8,0.745570526197369,0.241057690761675,"1166_1_2_I06","PB",FALSE
"126","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I07.out.bam",1540966,91912,1540966,953540.9,0.3816175,3,0,5.6988928071463e-05,0.133337557315826,0.00728452624320598,2.7550338107208,-0.287652526030669,"S",8999.7,0.933631564462451,0.047210631346586,"1166_1_2_I07","prePB",FALSE
"127","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I08.out.bam",829865,60624,829865,872222,0.2815924,1,0,0.000969666966653169,0.250603079795837,0.221381537151881,0.569526232205904,-0.146782530535449,"S",4420.97,0.841300362266038,0.146337096756707,"1166_1_2_I08","PB",FALSE
"128","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I09.out.bam",954084,129320,954084,960285.3,0.23031138,1,0,0.00086389657516892,0.359955549240112,0.301759533665109,-0.477145298986531,-0.688690908105524,"G1",4548.72,0.907727797119085,0.190224417503906,"1166_1_2_I09","PC",FALSE
"129","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I10.out.bam",1274406,62834,1274406,950530.06,0.39890006,3,0,6.8734500549252e-05,0.113325834274292,0.0164699723364026,2.55519693432046,1.71925709183152,"S",8921.21,0.982747839305087,0.0236432495786066,"1166_1_2_I10","PB",FALSE
"130","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I11.out.bam",1780195,112344,1780195,967989.9,0.40228537,3,0,4.69044524608524e-05,0.0714743733406067,0.0111140700637183,2.16711980889872,1.46982519991763,"S",8915.66,0.9811151811244,0.0429626909355858,"1166_1_2_I11","PB",FALSE
"131","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I12.out.bam",1020451,67889,1020451,908605.2,0.31029764,1,0,0.00124974002872826,0.333055913448334,0.254579529877097,-1.17613362181546,-1.00316772847562,"G1",4466.79,0.937820980010694,-0.0174867537559876,"1166_1_2_I12","PB",FALSE
"132","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I13.out.bam",619987,52152,619987,959101.56,0.33434886,1,0,0.0014381480160583,0.337114095687866,0.280820980509644,-1.2271068931822,-1.30844253935255,"G1",4519.89,0.958946753068891,-0.0351357499998047,"1166_1_2_I13","PB",FALSE
"133","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I14.out.bam",1376136,83563,1376136,958281.44,0.36188245,1,0,0.00127185742797029,0.322971284389496,0.247335696643277,-1.21094308649018,-1.32526905128548,"G1",4323.96,0.947061318794479,0.0807159308508424,"1166_1_2_I14","PB",FALSE
"134","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_I15.out.bam",1717363,217925,1717363,939443.56,0.27324748,0,0,0.0985857419964679,0.985487937927246,0.932942036298053,-0.595937249493041,-0.822079602877299,"G1",1589.1,0.759891960963301,0.159086086552611,"1166_1_2_I15","Undefined",TRUE
"135","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J02.out.bam",1241771,69175,1241771,1001463,0.38520578,3,0,0.000290784163783,0.20387852191925,0.0418628108635908,0.924954786268764,-1.18359080907461,"S",5351.26,0.664718155347525,0.0460577332218507,"1166_1_2_J02","PB",FALSE
"136","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J03.out.bam",971671,99593,971671,966446.5,0.33769488,1,0,0.00132499393322056,0.352879106998444,0.28667021416622,-0.657117473321615,-1.1356210534637,"G1",4493.98,0.902880125167406,-0.0249783720745949,"1166_1_2_J03","PC",FALSE
"137","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J04.out.bam",825766,89356,825766,971991.5,0.27514714,1,0,0.00148506744989505,0.367934226989746,0.310107687984852,-1.28433413354051,-1.49006059384561,"G1",4488.29,0.929553815561663,0.0191734141815098,"1166_1_2_J04","PC",FALSE
"138","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J05.out.bam",1380581,71712,1380581,935705.75,0.30896586,3,0,0.000130813074236788,0.087130606174469,0.0313308299562126,1.33141689364328,1.813989953737,"G2M",8909.58,0.951206978183391,0.131753201586064,"1166_1_2_J05","PB",FALSE
"139","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J07.out.bam",702034,214396,702034,900662.7,0.042265534,2,0,0.000276384536088333,0.568128824234009,0.638941901903812,-0.378420324389352,-0.570150792491329,"G1",1545.51,0.520349275794448,0.37949676688439,"1166_1_2_J07","prePB",FALSE
"140","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J08.out.bam",1222991,53013,1222991,949291.7,0.40862045,3,0,3.35547307415529e-05,0.0935980081558228,0.0149800154498196,1.93314186657552,1.37805528039331,"S",8890.68,0.99555108615353,0.0296454116971243,"1166_1_2_J08","PB",FALSE
"141","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J09.out.bam",998957,70835,998957,887090.44,0.23453975,1,0,0.00117988851923424,0.359724581241608,0.293187564258722,-0.893864817922331,-1.20151803858645,"G1",4522.03,0.962944230033931,0.163144531952792,"1166_1_2_J09","PC",FALSE
"142","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J10.out.bam",649952,60399,649952,816485.56,0.22896264,1,0,0.00111874964923901,0.359975039958954,0.333055109629665,-0.706824966098951,-0.930658715909666,"G1",4439.72,0.928170398977633,0.203631640273649,"1166_1_2_J10","PB",FALSE
"143","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J12.out.bam",1740827,131114,1740827,952494.7,0.3482277,1,0,0.00101517341193529,0.325949847698212,0.242110624769198,-1.1739752911405,-1.4007828721055,"G1",4384.02,0.908720632701452,0.0991037285857058,"1166_1_2_J12","Undefined",TRUE
"144","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J13.out.bam",1494331,53420,1494331,957937.9,0.41642368,3,0,2.77223692499285e-05,0.0835986733436584,0.0245441528626658,1.29519639413891,1.85796773927706,"G2M",8853.42,0.992667146566644,0.0419169189233053,"1166_1_2_J13","prePB",FALSE
"145","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J15.out.bam",1059296,113548,1059296,974168.4,0.18488759,0,0,0.399748965992841,0.981074154376984,0.917662023669056,-0.00255081199084639,-0.0885752136642869,"G1",1374.19,0.87328232441319,0.255423625026331,"1166_1_2_J15","MBC",FALSE
"146","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_J16.out.bam",1316135,64097,1316135,942491.56,0.3958228,3,0,1.8807769889293e-05,0.0307987332344055,0.0181775160096482,2.90129216682153,2.25589465579471,"S",8881.07,0.996452720451673,0.0484887519772526,"1166_1_2_J16","prePB",FALSE
"147","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K02.out.bam",942810,83485,942810,935686.06,0.21548685,1,0,0.00125918070388474,0.338407456874847,0.290384921440041,-0.720941416954117,-1.28678955602216,"G1",4543.1,0.9829756606088,0.203752480294937,"1166_1_2_K02","PB",FALSE
"148","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K03.out.bam",1169788,64511,1169788,938790.9,0.19483832,1,0,0.00116140591206596,0.311147451400757,0.250661006797494,-0.289627040429259,-1.08503069576916,"G1",4596.88,0.925923135325389,0.120589622367661,"1166_1_2_K03","PB",FALSE
"149","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K04.out.bam",889369,61093,889369,940956.8,0.22614206,1,0,0.00130738664036141,0.349934458732605,0.273179082083555,-1.00237365741794,-1.11600289108517,"G1",4557.11,0.959867781472768,0.0918063959922816,"1166_1_2_K04","PB",FALSE
"150","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K05.out.bam",544512,113685,544512,984312,0.20179251,1,0,0.000533668749544772,0.401941418647766,0.380577612456057,-0.415825985426887,-0.65772879016292,"G1",4443.19,0.642003302128826,0.213888645138732,"1166_1_2_K05","PC",FALSE
"151","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K06.out.bam",1071202,54268,1071202,961335.25,0.22925897,3,0,0.000261950941085574,0.104468822479248,0.0411443735493387,0.0465704149227077,1.58731076352231,"G2M",5634.2,0.672523093775675,0.195551781594522,"1166_1_2_K06","PB",FALSE
"152","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K07.out.bam",1145815,76374,1145815,963716.94,0.23739149,3,0,0.00052736251600123,0.114824533462524,0.0869551361727841,-0.502158515190201,2.24564809025945,"G2M",5615.48,0.762801834881119,0.15019773552266,"1166_1_2_K07","PB",FALSE
"153","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K08.out.bam",1139873,60063,1139873,885348.3,0.41864112,3,0,0.000130872856891312,0.142491281032562,0.0166583792976662,1.04807374182353,1.95975667592641,"G2M",9014.77,0.924029312495232,-0.0201275914116661,"1166_1_2_K08","PB",FALSE
"154","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K09.out.bam",888772,57644,888772,980187.94,0.22926031,1,0,0.00119028648119851,0.33770090341568,0.270839561555484,-1.08608692258497,-1.40396926510441,"G1",4546.46,0.96016285886546,0.233633503031803,"1166_1_2_K09","PB",FALSE
"155","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K10.out.bam",1171136,141372,1171136,935329.25,0.45208895,1,0,0.00129847377961647,0.314925312995911,0.251101416154699,-1.35287099028112,-1.64927196824873,"G1",4466.11,0.948557194322738,-0.152354223661078,"1166_1_2_K10","PC",FALSE
"156","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K11.out.bam",774350,67621,774350,984450.94,0.30704564,1,0,0.00116490448547105,0.340787887573242,0.302532282579034,-0.752668712131156,-1.0642321584461,"G1",4551.88,0.958179285185956,0.0681802047324304,"1166_1_2_K11","PB",FALSE
"157","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K12.out.bam",1272888,60673,1272888,939564.6,0.41540718,3,0,2.54763730620074e-05,0.0948430299758911,0.0166031292920394,2.59186675795743,2.25415950809513,"S",8869.89,0.993728720551715,0.0266510476311529,"1166_1_2_K12","PB",FALSE
"158","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K15.out.bam",1196727,108653,1196727,921855.06,0,1,0,0.00112048560706993,0.344772636890411,0.273582849256165,-1.07271871136184,-0.963429497383736,"G1",2277.97,0.371526772933492,0.480346936902544,"1166_1_2_K15","PB",FALSE
"159","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_K16.out.bam",1499247,189439,1499247,957447.9,0.26029253,0,0,0.201894373819676,0.990316271781921,0.896248718251939,-0.327488789988999,-0.353288610561474,"G1",1364.36,0.832092194947701,0.163148762170788,"1166_1_2_K16","MBC",FALSE
"160","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L02.out.bam",618851,106198,618851,963896.3,0.1816817,1,0,0.000727007653997668,0.368081629276276,0.364168391327277,-0.73209227861768,-0.686816914876302,"G1",4406.45,0.697059778516659,0.254620930144639,"1166_1_2_L02","PC",FALSE
"161","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L03.out.bam",638362,44054,638362,957716.1,0.16365686,1,0,0.000919614442061759,0.338082849979401,0.314900828185505,-1.08936984993542,-1.13997590434444,"G1",4555.32,0.929049061791161,0.2948389768695,"1166_1_2_L03","PB",FALSE
"162","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L04.out.bam",566097,44282,566097,955097,0.20787132,1,0,0.00112520227138578,0.304517686367035,0.26212847344073,-0.804616620628332,-0.968473788854238,"G1",4589.41,0.939983910226438,0.210821190759133,"1166_1_2_L04","PB",FALSE
"163","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L05.out.bam",1458343,218496,1458343,976491.7,0.27654928,0,0,0.155998887158972,0.976130068302155,0.935726535754653,0.0463110158275999,-0.29652022928805,"S",1387.02,0.859755937202053,0.0950137899654604,"1166_1_2_L05","Undefined",TRUE
"164","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L06.out.bam",1249765,60244,1249765,956394.94,0.41263404,3,0,7.57803239607958e-05,0.110237538814545,0.00778804585351236,2.5280483067235,1.29954540836918,"S",8894.71,0.97969192889746,0.0134553971025682,"1166_1_2_L06","PB",FALSE
"165","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L07.out.bam",351723,45810,351723,946953.06,0.24923693,1,0,0.00117136281601599,0.414679110050201,0.361083159467243,-0.980107947695614,-0.692588487831322,"G1",4432.07,0.744982733477148,0.135006218721212,"1166_1_2_L07","PC",FALSE
"166","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L08.out.bam",445878,39012,445878,983340.4,0,1,0,0.00113861691616256,0.358284175395966,0.335197934292013,-1.14084501888441,-1.21510528809315,"G1",1891.59,0.403770173896894,0.544768385405984,"1166_1_2_L08","PB",FALSE
"167","onefilepercell_JR1166_1_1_B02_and_others_N8PVQ:JR1166_1_2_L09.out.bam",598573,272984,598573,904380,0.20301798,0,0,0.0535568686384784,0.989602208137512,0.917799405146234,-0.583983571712787,-1.13299706532612,"G1",1316.17,0.841760313180159,0.201103092111886,"1166_1_2_L09","MBC",FALSE
